ID,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,DC,ENROLL,FARMER,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,EMPLYD,UNEMPLY,URBNFARM,ACEREGIO,AGE65,BANK,CVLLBFRC,FINANCE,FLOOD,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,REDIST,FEDWRKR,FIPSTATE,LOCLWRKR,STATWRKR,WHLSALE,party,candidatevotes,totalvotes,winratio,prev_party,prev_candidatevotes,prev_totalvotes,prev_winratio,flip
1988-IN-10,11003,65308,10,0,0,6375,0,85674,9076,2049,14509,127,3536,55806,111.5,394391,0,53509,22,IN,4262,6625,36,209455,0,596148,25344,,,,4,40830,6998,153428,,4.01888736,0,5450,0,0,156,0,,,,,,,0,105846,174824,0.605443189,0,68817,119166,0.577488545,0
1988-MI-1,116873,46851,1,1,1,2815,0,61427,24,34526,7643,543933,26,42760,10896.2,283302,32262008,0,23,MI,2281,14022,43,283302,0,998463,14549,,,,3,27875,13947,107413,,0.00036324,0,5266,0,0,89,0,,,,,,,0,127800,140138,0.911958213,0,94307,105784,0.891505332,0
1988-MI-2,21489,65838,2,0,1,7164,0,103974,5239,17234,29565,543933,2737,56108,176.6,483343,0,42315,23,MI,5306,11256,43,258091,486,998463,27373,,,,3,38432,13947,181290,,0.00036324,0,6309,0,0,384,1,,,,,,,4,120070,219692,0.54653788,4,79567,134778,0.590355993,0
1988-MI-3,16021,64174,3,0,0,7767,0,93467,5679,13798,19156,543933,2950,56369,145.1,427899,0,44294,23,MI,4394,7994,43,245093,2000,998463,27042,,,,3,38938,13947,164630,,0.00036324,0,6173,0,0,893,0,,,,,,,0,112605,196375,0.573418205,0,78720,130400,0.603680982,0
1988-MI-4,21072,62881,4,0,1,7133,0,84773,7285,13513,10825,543933,3561,54356,103.1,366991,0,57802,23,MI,3702,7317,43,127714,0,998463,21413,,,,3,37708,13947,141557,,0.00036324,0,5728,0,0,124,0,,,,,,,4,132270,186703,0.708451391,4,70331,113633,0.61893112,0
1988-MI-5,14841,71979,5,0,1,8813,0,104509,2890,25383,12051,543933,1426,62593,323.9,461906,0,22617,23,MI,6141,8772,43,341671,0,998463,32727,,,,3,41533,13947,175594,,0.00036324,0,6232,0,0,136,0,,,,,,,4,166569,229440,0.725980649,4,100577,141186,0.712372332,0
1988-MI-6,44229,99665,6,0,0,10080,0,138878,2741,24620,31695,543933,1773,90694,351.9,623842,0,23168,23,MI,5005,12950,43,469889,0,998463,38267,,,,3,42517,13947,237778,,0.00036324,0,6323,0,0,206,0,,,,,,,0,120581,204625,0.589277947,0,74927,132217,0.566697172,0
1988-MI-7,9474,97107,7,0,1,10861,0,154705,10193,45445,20234,543933,4477,86746,148.4,664556,0,67399,23,MI,5701,15654,43,424636,0,998463,38110,,,,3,44774,13947,232992,,0.00036324,0,6330,3,1,3544,0,,,,,,,0,150832,199080,0.757645168,0,101225,127172,0.795969239,0
1988-MI-8,20056,61392,8,0,0,6363,0,93528,7488,13246,12120,543933,3776,51642,105.4,398106,0,62918,23,MI,4322,7831,43,201163,217,998463,24005,,,,3,36207,13947,143047,,0.00036324,0,5665,0,0,93,0,,,,,,,0,139904,194104,0.720768248,0,97406,134101,0.726362965,0
1988-MI-9,14977,46535,9,0,1,4951,0,74051,4052,9640,10227,543933,5777,39530,54.2,312854,0,30814,23,MI,3497,8015,43,150138,0,998463,17960,,,,3,31469,13947,111258,,0.00036324,0,5444,1,0,421,0,,,,,,,4,149748,214594,0.69782007,4,89991,139693,0.644205508,0
1988-MI-10,1308,40680,10,0,1,6736,0,74041,5243,8568,11925,543933,7572,33652,40.8,308917,0,45091,23,MI,2345,7470,43,124103,0,998463,18176,,,,3,27902,13947,107375,,0.00036324,0,5463,1,1,1292,0,,,,,,,4,152646,209863,0.72736023,4,78475,153424,0.511491031,0
1988-MI-11,482,29980,11,0,1,5674,0,58669,3850,11178,10770,543933,12780,17335,18.8,240793,0,28973,23,MI,3450,8744,43,105235,0,998463,14583,,,,3,25400,13947,80799,,0.00036324,0,4771,1,1,2458,1,,,,,,,4,129085,216417,0.596464233,4,91575,145404,0.629796979,0
1988-MI-12,1024,23432,12,0,1,3258,0,40584,1016,14710,8786,543933,8706,7825,20.4,177431,0,7520,23,MI,2022,5445,43,84388,269,998463,9397,,,,7,21292,13947,57172,,0.00217944,0,4653,1,1,1886,0,,,,,,,0,108158,201798,0.535971615,0,87643,132089,0.663514751,0
1988-MI-13,133135,36015,13,1,1,3022,0,44880,13,23555,10357,543933,17,29777,15767.1,268040,32262008,0,23,MI,3348,15411,43,268040,0,998463,16767,,,,3,29707,13947,116763,,0.00036324,0,4732,0,0,119,0,,,,,,,0,99751,114700,0.869668701,0,76435,89746,0.851681412,0
1988-MI-14,65733,63298,14,1,1,5351,0,96696,48,61435,16638,543933,43,66993,10748.7,462192,32262008,0,23,MI,4262,15046,43,462192,0,998463,32977,,,,3,44110,13947,187593,,0.00036324,0,6760,0,0,313,0,,,,,,,0,111612,178410,0.625592736,0,92328,126667,0.728903345,0
1988-MI-15,155964,47258,15,1,1,4040,0,67254,31,38444,14498,543933,21,40161,16048.4,337017,32262008,0,23,MI,4459,14804,43,337017,0,998463,22267,,,,3,31979,13947,137518,,0.00036324,0,5602,0,0,172,0,,,,,,,0,104596,163842,0.638395527,0,77950,103612,0.752325985,0
1988-MI-16,55784,128456,16,1,1,10868,0,183399,455,70681,25396,543933,381,126847,2107.6,802994,32262008,2936,23,MI,14875,19768,43,747191,890,998463,45494,,,,3,45015,13947,294231,,0.00036324,0,6996,1,0,947,0,,,,,,,0,132775,136357,0.973730722,0,101659,130636,0.778185186,0
1988-MI-17,2093,66552,17,1,0,8640,0,117599,116,56410,19857,543933,119,73199,4308.8,512752,32262008,257,23,MI,5981,9820,43,501553,0,998463,38263,,,,3,35684,13947,199312,,0.00036324,0,7852,0,0,115,0,,,,,,,0,135493,193027,0.701938071,0,105031,137390,0.764473397,0
1988-MI-18,23026,89995,18,0,0,12026,0,165087,767,47238,21940,543933,877,99305,787.1,690259,0,4833,23,MI,5587,13165,43,609487,0,998463,44648,,,,3,37642,13947,254026,,0.00036324,0,7576,0,0,369,0,,,,,,,4,195579,257228,0.760333245,4,110099,149244,0.737711399,0
1988-OH-1,65358,48356,1,1,0,7103,0,68607,165,12251,14973,88,128,47039,2935.6,375753,0,353,24,OH,5610,7925,37,362991,0,1296400,26543,,,,4,41864,16003,157065,,4.01888736,0,6204,0,0,139,0,,,,,,,0,117682,208420,0.56463871,0,90477,146577,0.61726601,0
1988-OH-2,58082,63340,2,1,0,10256,0,102842,473,11988,15500,88,287,62115,1701.6,488368,0,2016,24,OH,8052,8587,37,454114,460,1296400,32718,,,,4,40861,16003,182953,,4.01888736,0,6620,0,0,172,0,,,,,,,4,153162,211799,0.72314789,4,105061,148509,0.707438606,0
1988-OH-3,72201,109738,3,1,0,12964,0,154959,2004,13510,34453,88,936,109191,775.8,726156,0,13194,24,OH,5972,13707,37,627659,779,1296400,43016,,,,4,53449,16003,282701,,4.01888736,0,6750,3,1,2869,0,,,,,,,0,141953,184617,0.768905355,0,98311,133478,0.736533361,0
1988-OH-4,9520,55790,4,0,0,6503,0,81437,8704,3146,10917,88,3112,48659,114.7,356994,0,60549,24,OH,3960,5802,37,164613,0,1296400,21523,,,,4,36339,16003,134440,,4.01888736,0,5529,0,0,77,1,,,,,,,4,160099,160637,0.996650834,4,115751,154068,0.751298128,0
1988-OH-5,1141,44054,5,0,1,5543,0,67822,9599,4351,11798,88,3846,33942,77.5,298051,0,64731,24,OH,4685,4955,37,102726,0,1296400,17702,,,,3,31081,16003,109387,,0.00036324,0,5543,2,0,182,0,,,,,,,4,123838,204310,0.606127943,4,102016,156880,0.650280469,0
1988-OH-6,9141,53600,6,0,0,8212,0,86114,8939,2222,14374,88,4740,37180,80.3,380847,0,54611,24,OH,5401,8724,37,120679,2080,1296400,20331,,,,4,38053,16003,128049,,4.01888736,0,4939,0,0,721,0,,,,,,,4,152235,204870,0.743080978,4,106354,151338,0.702758065,0
1988-OH-7,24049,62158,7,0,0,8134,0,98896,8102,4111,24266,88,3429,46884,127,435621,0,47223,24,OH,4547,7800,37,227081,0,1296400,24352,,,,4,38849,16003,157921,,4.01888736,0,5726,1,1,3611,0,,,,,,,4,142597,193020,0.738768003,4,119238,119238,1,0
1988-OH-8,3067,45338,8,0,0,5113,0,64693,7741,2809,9979,88,3169,37661,91.7,290694,0,47650,24,OH,4598,4888,37,158787,0,1296400,17075,,,,4,31865,16003,109490,,4.01888736,0,5525,1,0,64,0,,,,,,,4,154164,203248,0.758501929,4,98475,144670,0.680687081,0
1988-OH-9,42863,66641,9,1,1,7606,0,96941,612,19345,14932,88,343,59144,1332.2,456931,45016077,3810,24,OH,10069,11625,37,423284,0,1296400,32815,,,,3,44995,16003,179580,,0.00036324,0,6533,1,0,153,0,,,,,,,0,157557,193812,0.812937279,0,105646,136289,0.775161605,0
1988-OH-10,5279,37977,10,0,0,5219,0,60722,4164,1528,13394,88,3621,25232,75.8,274441,0,30190,24,OH,3864,6687,37,110735,0,1296400,14771,,,,4,29801,16003,90767,,4.01888736,0,4660,0,0,117,0,,,,,,,4,143673,200566,0.716337764,4,106870,151717,0.704403594,0
1988-OH-11,17724,86805,11,0,1,9810,0,115200,3220,23420,16257,88,2356,77994,217.3,512022,0,24808,24,OH,8930,11404,37,290941,0,1296400,28141,,,,3,38116,16003,191510,,0.00036324,0,6545,0,0,334,0,,,,,,,0,124600,202628,0.614919952,0,104740,144568,0.724503348,0
1988-OH-12,80235,83974,12,1,0,15372,0,132536,977,14895,41933,88,537,67209,1271.8,682962,0,5390,24,OH,10792,12325,37,629387,0,1296400,48894,,,,4,53703,16003,269009,,4.01888736,0,6425,3,1,6475,0,,,,,,,4,204892,255674,0.801379882,4,117905,160632,0.734006923,0
1988-OH-13,17986,64847,13,0,1,6890,0,87121,3913,16447,10365,88,1666,55026,233.7,389312,0,24505,24,OH,7991,8692,37,269078,0,1296400,21869,,,,3,33108,16003,144703,,0.00036324,0,6094,0,0,113,0,,,,,,,0,137074,196361,0.698071409,0,88612,141064,0.628168774,0
1988-OH-14,41868,90583,14,1,0,8957,0,126402,1316,28468,15855,88,837,93751,691.6,578884,0,8258,24,OH,8751,11396,37,476560,0,1296400,35768,,,,4,47317,16003,223132,,4.01888736,0,6694,0,0,166,0,,,,,,,0,148951,199307,0.747344549,0,83257,154970,0.537245919,0
1988-OH-15,5713,34474,15,0,0,4951,0,49917,4203,2459,8539,88,3499,23712,67.5,236288,0,30633,24,OH,2753,6223,37,86332,0,1296400,13546,,,,4,30334,16003,82215,,4.01888736,0,4780,0,0,58,0,,,,,,,4,154694,205866,0.751430542,4,97745,153495,0.636795987,0
1988-OH-16,20171,79798,16,0,0,7979,0,106060,4105,17447,13524,88,1675,73488,294.1,492631,0,27315,24,OH,6330,10238,37,313152,0,1296400,30630,,,,4,48022,16003,184770,,4.01888736,0,5958,0,0,77,0,,,,,,,4,158824,202180,0.785557424,4,118206,154845,0.763382738,0
1988-OH-17,9896,58840,17,0,0,7784,0,81549,7441,6446,12591,88,3532,49480,106.3,375504,0,48383,24,OH,4581,6831,37,188991,0,1296400,21570,,,,4,37528,16003,141317,,4.01888736,0,5713,0,0,110,0,,,,,,,0,162526,210455,0.772260103,0,112855,156189,0.722554085,0
1988-OH-18,9988,56481,18,0,0,5103,0,72104,3004,14033,8009,88,2272,42067,144.8,328921,0,20202,24,OH,4327,8491,37,163453,0,1296400,19618,,,,4,36039,16003,118019,,4.01888736,0,5338,0,0,60,0,,,,,,,0,151306,194934,0.776190916,0,126526,126526,1,0
1988-OH-19,36505,63559,19,0,0,7099,0,81142,714,29986,9710,88,532,57405,710.8,378122,0,5495,24,OH,5600,9278,37,311809,0,1296400,23051,,,,4,34718,16003,140595,,4.01888736,0,6113,1,0,59,0,,,,,,,0,168065,238424,0.704899675,0,97814,178557,0.547802662,0
1988-OH-20,8632,84548,20,1,1,7487,0,90642,103,61854,14673,88,71,81925,6554.1,465341,21960213,0,24,OH,10592,10184,37,465341,804,1296400,32713,,,,3,44569,16003,196140,,0.00036324,0,6763,2,0,500,0,,,,,,,0,146715,177659,0.825823628,0,110976,130770,0.848635008,0
1988-OH-21,194911,72880,21,1,0,5891,0,84922,18,35900,16387,88,32,60100,13181.4,421804,21960213,0,24,OH,6468,14401,37,421804,0,1296400,24281,,,,3,37466,16003,169104,,0.00036324,0,5692,0,0,239,0,,,,,,,0,148388,173192,0.856783223,0,99878,122472,0.815517016,0
1988-WI-1,8703,75724,1,0,1,7971,0,94191,7406,25417,12741,638,2477,70464,175.4,434528,0,40183,25,WI,4137,5920,33,282973,0,492165,26709,,,,7,42796,6580,170810,,0.00217944,0,5716,1,1,173,1,,,,,,,0,158552,208176,0.761624779,0,106288,143139,0.742550947,0
1988-WI-2,2059,71012,2,0,0,12318,0,114853,12126,16843,31377,638,3987,53313,133,530316,0,61524,25,WI,4926,5396,33,336588,456,492165,35536,,,,7,47477,6580,204963,,0.00217944,0,5374,1,0,2565,0,,,,,,,0,151501,258977,0.584997896,0,106919,192535,0.555322409,0
1988-WI-3,148,35741,3,0,0,5348,0,69929,19049,5021,11372,638,7566,18251,39.6,299265,0,92898,25,WI,3664,5113,33,107919,1176,492165,18254,,,,7,36510,6580,110643,,0.00217944,0,3825,0,0,98,0,,,,,,,4,157513,230467,0.683451427,4,104393,162869,0.640962983,0
1988-WI-4,2129,87478,4,0,1,8001,0,102708,229,35020,18106,638,157,90621,3282.6,515367,0,0,25,WI,8635,8468,33,515367,0,492165,34604,,,,7,45525,6580,212860,,0.00217944,0,6144,2,0,637,0,,,,,,,0,177283,177892,0.996576575,0,120354,120803,0.996283205,0
1988-WI-5,60895,81748,5,1,1,9049,0,102288,167,39164,18551,638,82,78977,6349.7,520674,0,0,25,WI,6152,9044,33,520674,0,492165,41310,,,,7,48965,6580,218882,,0.00217944,0,6050,0,0,722,0,,,,,,,0,140518,219179,0.64111069,0,109506,110604,0.990072692,0
1988-WI-6,130,62776,6,1,1,6830,0,83731,9437,11701,10417,638,2662,56055,141.4,376325,0,52582,25,WI,3690,3951,33,222464,0,492165,23550,,,,7,38707,6580,145086,,0.00217944,0,5353,0,0,127,0,,,,,,,4,165923,223495,0.742401396,4,124328,128639,0.966487613,0
1988-WI-7,62,45594,7,0,0,5245,0,74348,14753,7953,9341,638,8108,32409,39.4,319547,0,81794,25,WI,3513,4400,33,124643,1108,492165,19012,,,,7,36607,6580,118151,,0.00217944,0,4255,0,0,193,0,,,,,,,0,142197,230179,0.617767042,0,106700,171712,0.621389303,0
1988-WI-8,177,60174,8,0,1,7232,0,98409,10591,9408,10880,638,6563,48013,62.7,411807,0,68559,25,WI,4854,5338,33,247198,0,492165,26149,,,,7,39291,6580,149007,,0.00217944,0,5044,0,0,325,0,,,,,,,4,167275,240013,0.696941416,4,118162,175432,0.673548725,0
1988-WI-9,132,37833,9,0,0,5537,0,72471,19849,7523,10504,638,8635,20027,35.6,307078,0,103038,25,WI,3206,5401,33,86877,0,492165,18631,,,,7,36515,6580,112808,,0.00217944,0,3887,0,0,186,0,,,,,,,4,185093,247104,0.749048983,4,138766,177408,0.782185696,0
1988-IA-1,4031,51710,1,0,0,7182,0,83552,16350,7201,22820,1373,5943,35952,67.8,403048,0,71604,31,IA,5120,4896,23,246303,482,339427,28922,,,,7,46823,4521,158658,,0.00217944,0,5418,1,0,163,0,,,,,,,4,112746,185716,0.607088242,4,86834,130825,0.66374164,0
1988-IA-2,1744,58834,2,0,0,7964,0,95449,21645,7705,12325,1373,7220,42641,61.3,442406,0,99869,31,IA,5822,5161,23,249229,0,339427,29486,,,,7,48865,4521,170852,,0.00217944,0,5382,0,0,154,0,,,,,,,4,113543,200041,0.567598642,4,88708,144630,0.613344396,0
1988-IA-3,5177,49269,3,0,0,7592,0,90275,25541,9472,14059,1373,8296,29113,48.6,403442,0,108674,31,IA,5174,6101,23,201826,0,339427,28929,,,,7,45796,4521,153010,,0.00217944,0,5141,0,0,227,0,,,,,,,0,129204,203932,0.633564129,0,83504,152920,0.546063301,0
1988-IA-4,1203,43921,4,0,0,6656,0,79025,25085,5329,13996,1373,10420,23280,35.1,366119,0,110102,31,IA,4883,4243,23,153790,1515,339427,24358,,,,7,51536,4521,135236,,0.00217944,0,4470,0,0,67,0,,,,,,,0,157065,219223,0.716462233,0,107271,156952,0.683463734,0
1988-IA-5,11041,47028,5,0,0,9046,0,78874,6401,9415,21916,1373,2453,29970,159.6,391489,0,28596,31,IA,6361,4595,23,316176,340,339427,31757,,,,7,40330,4521,158388,,0.00217944,0,6103,0,0,325,0,,,,,,,4,117761,184368,0.638727979,4,85025,143589,0.592141459,0
1988-IA-6,1315,41576,6,0,0,7237,0,91841,30066,11476,13448,1373,10684,16620,37.2,397877,0,126286,31,IA,4676,4729,23,163793,0,339427,29599,,,,10,47249,4521,144344,,1.64075508,0,4491,1,0,481,0,,,,,,,4,125859,195478,0.643852505,4,81861,160679,0.50946919,0
1988-KS-1,5681,59885,1,0,0,13315,0,121865,35482,6781,24923,1297,49718,13397,10.9,539592,0,125334,32,KS,7362,5947,19,233363,0,274514,42239,,,,10,62381,3495,203793,,1.64075508,0,4914,1,1,5896,0,,,,,,,4,168700,168700,1,4,141297,184656,0.765190408,0
1988-KS-2,24021,46709,2,0,0,10456,0,88772,14091,9975,26809,1297,8903,19361,50,445193,0,59793,32,KS,10458,5163,19,252992,1837,274514,28185,,,,10,46745,3495,154147,,1.64075508,0,5243,4,3,21647,0,,,,,,,0,135694,185192,0.732720636,0,110737,156766,0.706384037,0
1988-KS-3,32194,43564,3,0,0,8084,0,81636,6557,6927,19284,1297,3967,29490,95.5,378834,0,30999,32,KS,10150,5400,19,301371,0,274514,27901,,,,10,36521,3495,145166,,1.64075508,0,6176,1,0,1815,0,,,,,,,4,150223,204182,0.735730868,4,109266,109266,1,0
1988-KS-4,21308,54513,4,0,0,8739,0,95430,7483,5507,16823,1297,5729,45228,77,441409,0,33077,32,KS,6944,7113,19,352054,252,274514,31965,,,,10,37047,3495,170535,,1.64075508,0,5836,2,1,4070,0,,,,,,,0,122777,191942,0.639656771,0,111164,172342,0.645019786,0
1988-KS-5,8241,48332,5,0,0,7831,0,77514,15447,4078,18229,1297,13731,22555,27.2,373583,0,71305,32,KS,8330,6091,19,188967,0,274514,25897,,,,11,57575,3495,139950,,1.4965488,0,4448,1,0,283,0,,,,,,,4,127722,182049,0.701580344,4,116800,164340,0.710721675,0
1988-MN-1,238,52566,1,0,0,8892,0,99394,21080,10661,15678,41287,7312,33300,60,438835,0,98620,33,MN,5444,7485,34,226868,0,442587,28040,,,,7,43899,6677,165431,,0.00217944,0,5494,0,0,306,0,,,,,,,1,161118,229813,0.701083054,0,125115,172877,0.723722647,1
1988-MN-2,111,40153,2,0,0,7269,0,87195,31006,9075,12680,41287,10017,18088,37.5,375475,0,133209,33,MN,3230,6157,34,131046,0,442587,25271,,,,7,41915,6677,137852,,0.00217944,0,4370,0,0,248,0,,,,,,,4,131639,227701,0.578122187,4,100249,194315,0.515909734,0
1988-MN-3,332,51349,3,0,0,11172,0,106800,1611,12299,14953,41287,933,42477,477.9,445898,0,8784,33,MN,8151,4484,34,419252,0,442587,36868,,,,7,20592,6677,161326,,0.00217944,0,7455,1,0,870,0,,,,,,,4,215322,315609,0.682242902,4,127434,181729,0.701230954,0
1988-MN-4,8529,59195,4,1,0,10409,0,102218,975,21447,22648,41287,550,47571,863.6,474957,0,5609,33,MN,14489,7812,34,441021,0,442587,33697,,,,7,45539,6677,187576,,0.00217944,0,6695,2,0,232,0,,,,,,,1,181227,250327,0.723961059,0,112662,154635,0.728567271,1
1988-MN-5,11785,64142,5,1,0,9118,0,82629,100,34448,25475,41287,57,51770,8471.4,482872,0,0,33,MN,10905,9621,34,482872,1014,442587,46586,,,,7,64799,6677,221765,,0.00217944,0,6401,0,0,628,0,,,,,,,1,174416,241798,0.721329374,0,105410,144997,0.726980558,1
1988-MN-6,169,42260,6,0,0,7875,0,104300,33802,11324,15335,41287,14063,16562,29.9,420235,0,151459,33,MN,5176,8144,34,112799,1379,442587,25426,,,,7,47546,6677,149160,,0.00217944,0,4054,0,0,209,1,,,,,,,1,169486,259035,0.654297682,0,110598,168077,0.658019836,1
1988-MN-7,142,34952,7,0,0,6822,0,93046,32689,13033,14253,41287,25987,8989,14.5,377675,0,145407,33,MN,5317,8838,34,100886,0,442587,23149,,,,9,45692,6677,135374,,0.00036324,0,3876,0,0,423,0,,,,,,,4,121396,222496,0.545609809,4,94024,189264,0.496787556,0
1988-MN-8,957,51867,8,0,1,6491,0,92472,7234,31591,17875,41287,21090,21465,18.9,397917,46177391,44460,33,MN,8496,13016,34,206259,0,442587,22183,,,,9,44369,6677,140481,,0.00036324,0,5192,0,0,1947,0,,,,,,,1,165656,222311,0.745154311,0,135718,187045,0.725590099,1
1988-MO-1,132209,66707,1,1,0,7118,0,95796,227,9967,16279,705,130,58936,3588.3,466482,0,866,34,MO,10559,9689,38,455580,0,560020,27788,,,,8,39258,8915,178503,,1.6563744,0,5832,0,0,268,0,,,,,,,0,140751,196658,0.715714591,0,91044,137643,0.661450274,0
1988-MO-2,18236,56365,2,0,0,11584,0,111819,545,16403,16815,705,406,57539,1248.4,506854,0,2125,34,MO,8380,4459,38,464992,0,560020,39489,,,,8,37854,8915,194757,,1.6563744,0,7604,0,0,331,0,,,,,,,4,186450,281109,0.663265851,4,101010,194548,0.519203487,0
1988-MO-3,80398,70308,3,1,0,6928,0,75442,53,20554,18720,705,22,61185,21828.3,480222,0,0,34,MO,11211,9155,38,480222,513,560020,35719,,,,8,64165,8915,207243,,1.6563744,0,5670,2,0,447,0,,,,,,,0,150205,239203,0.627939449,0,116403,168785,0.689652517,0
1988-MO-4,23750,56532,4,1,0,9661,0,85768,9790,4881,17694,705,5770,36273,72.6,418981,0,49003,34,MO,8412,6856,38,287926,496,560020,29150,,,,10,42425,8915,156381,,1.64075508,0,5493,2,2,6505,0,,,,,,,0,166480,231873,0.717979239,0,129471,129471,1,0
1988-MO-5,67108,45635,5,1,0,6662,0,61628,146,12143,16213,705,86,34724,4401.2,378499,0,159,34,MO,10645,7950,38,374990,0,560020,34140,,,,10,49007,8915,168667,,1.64075508,0,5793,1,1,743,0,,,,,,,0,149166,212139,0.703152179,0,101030,142574,0.708614474,0
1988-MO-6,6008,49674,6,1,0,7803,0,78286,19714,3292,14414,705,10057,26293,38.6,388486,0,85535,34,MO,10078,5186,38,199973,0,560020,28793,,,,10,53683,8915,149976,,1.64075508,0,4752,0,0,266,0,,,,,,,4,135883,229011,0.593347044,4,95865,169020,0.567181399,0
1988-MO-7,3860,54876,7,0,0,10053,0,89925,18471,2309,15012,705,13002,30016,33.6,436933,0,104682,34,MO,7320,6636,38,184840,0,560020,31489,,,,11,62273,8915,160168,,1.4965488,0,3691,1,0,317,0,,,,,,,4,127939,240911,0.531063339,4,114210,170501,0.669849444,0
1988-MO-8,14577,55615,8,0,0,10680,0,89231,13746,4860,25279,705,15896,29669,28.5,452385,0,80293,34,MO,5242,6552,38,143417,815,560020,24873,,,,10,50835,8915,150262,,1.64075508,0,4137,1,1,24449,0,,,,,,,4,117601,202402,0.581026867,4,79142,150674,0.525253196,0
1988-MO-9,12362,56276,9,0,0,9308,0,80325,24368,2299,14463,705,14709,32752,27.8,409369,0,112712,34,MO,6122,5600,38,147719,0,560020,24985,,,,8,60478,8915,152186,,1.6563744,0,4150,0,0,249,0,,,,,,,0,160872,236880,0.679128673,0,95939,166911,0.574791356,0
1988-NE-1,2916,55299,1,0,0,11800,0,112628,37845,13140,27053,8396,16954,21916,31.3,530507,0,138153,35,NE,7755,6223,19,250259,248,168183,36759,,,,10,67203,2440,203275,,1.64075508,0,4433,1,1,5597,1,,,,,,,4,146231,218502,0.669243302,4,121772,188986,0.644344025,0
1988-NE-2,25712,50483,2,1,0,10178,0,81776,3582,16898,15983,8396,1510,32081,268,404695,0,15082,35,NE,11401,4657,19,349340,486,168183,30368,,,,10,36717,2440,157671,,1.64075508,0,6240,2,1,8057,0,,,,,,,0,112174,222275,0.504663143,4,99569,170267,0.584781549,1
1988-NE-3,634,49101,3,0,0,9744,0,109216,42469,10200,20891,8396,58148,10140,8.2,476128,0,155524,35,NE,8128,5840,19,166454,201,168183,35410,,,,10,60236,2440,181712,,1.64075508,0,4247,1,0,115,0,,,,,,,4,170302,215501,0.790260834,4,136985,196184,0.698247564,0
1988-VA-1,121557,53603,1,0,1,9146,0,91272,2586,6233,27677,263399,2765,28836,152.8,422624,0,18265,40,VA,5345,6122,16,266514,570,458550,23230,,,,2,27325,5114,137417,,1.17290196,0,5068,6,3,27720,0,,,,,,,4,135937,185573,0.732525745,4,80713,144086,0.560172397,0
1988-VA-2,137346,54289,2,1,1,9832,0,99815,374,7388,37942,263399,412,24314,1199.7,494292,40017109,2448,40,VA,9563,7968,16,470815,0,458550,33402,,,,2,27465,5114,151726,,1.17290196,0,5000,11,6,56034,0,,,,,,,0,106666,176208,0.605341415,0,54491,110169,0.494612822,0
1988-VA-3,107380,54990,3,0,0,11396,0,82431,500,5538,24251,263399,737,39441,567.3,418081,0,3318,40,VA,9178,5766,16,346023,957,458550,34115,,,,2,34189,5114,175810,,1.17290196,0,6080,1,0,886,0,,,,,,,4,187354,187898,0.997104812,4,74525,111179,0.670315437,0
1988-VA-4,168754,49801,4,0,0,6864,0,80338,12900,2342,15060,263399,7364,30361,47.8,352157,0,83977,40,VA,3449,5107,16,96417,0,458550,17795,,,,2,29069,5114,118914,,1.17290196,0,3532,1,1,6638,0,,,,,,,0,134786,134884,0.99927345,0,64699,64835,0.997902368,0
1988-VA-5,75550,58153,5,0,0,5984,0,75219,13814,648,8913,263399,5283,45707,61.7,325989,0,88580,40,VA,2827,5596,16,88971,0,458550,16173,,,,2,25782,5114,122902,,1.17290196,0,3733,0,0,30,0,,,,,,,0,97242,179442,0.541913264,0,73085,89653,0.815198599,0
1988-VA-6,51158,59468,6,0,0,9236,0,79251,4003,2375,15624,263399,3739,41839,101.3,378864,0,30706,40,VA,10869,6803,16,227569,1900,458550,24189,,,,2,34331,5114,147507,,1.17290196,0,4842,1,0,365,0,,,,,,,0,118369,185312,0.63875518,0,88230,126310,0.698519515,0
1988-VA-7,25376,52112,7,0,0,8549,0,64867,7228,1649,11807,263399,6617,32877,47.3,312890,0,51887,40,VA,4290,5185,16,91898,0,458550,17847,,,,2,29737,5114,118671,,1.17290196,0,4266,0,0,130,0,,,,,,,4,136988,137476,0.99645029,4,58927,59976,0.982509671,0
1988-VA-8,86458,49906,8,0,0,11152,1,75091,6906,3389,20910,263399,7170,22512,49.9,357461,0,52392,40,VA,4213,4401,16,67030,0,458550,19251,,,,2,30762,5114,125508,,1.17290196,0,4390,1,0,9078,0,,,,,,,4,154761,248400,0.623031401,4,72670,117655,0.617653308,0
1988-VA-9,9771,50987,9,0,0,5672,0,90064,7788,710,10078,263399,5305,21377,68.8,364973,0,63708,40,VA,3768,8051,16,70604,0,458550,16067,,,,4,27690,5114,108059,,4.01888736,0,3370,1,0,117,0,,,,,,,0,113309,178727,0.633978078,0,59864,60466,0.990043992,0
1988-VA-10,32908,36426,10,0,0,13303,1,115944,236,17913,74794,263399,446,12671,1209.9,539618,0,1895,40,VA,9543,3718,16,479072,0,458550,27186,,,,2,22620,5114,193003,,1.17290196,0,8392,6,2,32084,0,,,,,,,4,188550,276908,0.680912072,4,95724,159023,0.601950661,0
