ID,YEAR,STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRUC,CVLLBRFR,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
MA-1-1992,1992,MA,25,3,1, ,1,84596,97700,9803,41352,0,0,16972, ,0,82254,4171,6392,15293,24.753351,28857,47858,32047,3032,21870,64134,0, ,0,0,1237,0,198.4567942,601721,,3226,19596,9324,18894,19.7,267326,0,630729,59479
MA-2-1992,1992,MA,25,3,2, ,1,84764,97700,34126,44543,0,0,15395, ,0,85005,2765,6836,21742,24.753351,34972,40384,32047,885,21419,64334,0, ,1,0,885,0,679.6497175,601490,,1138,12129,12406,19329,19.7,408579,395,630729,62410
MA-3-1992,1992,MA,25,3,3, ,1,82144,97700,10823,39474,0,1,16701, ,0,81705,2701,5751,21003,24.753351,45927,40645,32047,721,21684,67751,0, ,0,0,642,0,834.7461859,601852,,1439,13210,9147,19679,19.7,482830,0,630729,63981
MA-4-1992,1992,MA,25,3,4, ,1,82683,97700,12394,36320,0,1,16463, ,0,82980,3819,6063,23096,24.753351,67245,39325,32047,762,21901,50504,0, ,0,0,819,0,789.2283465,601392,,1294,11361,8949,19834,19.7,427052,0,630729,61985
MA-5-1992,1992,MA,25,3,5, ,1,63038,97700,13254,34880,0,0,16000, ,0,88556,2222,10058,16916,24.753351,59604,38190,32047,586,19618,82213,0, ,1,1,5582,0,1026.496587,601527,,824,8514,8926,21861,19.7,490274,0,630729,54669
MA-6-1992,1992,MA,25,3,6, ,1,82674,97700,10745,32307,0,1,16741, ,0,75198,3053,7754,23558,24.753351,41437,39708,32047,497,22470,62820,0, ,1,1,1232,0,1210.887324,601811,,690,9484,12441,18315,19.7,502368,470,630729,65239
MA-7-1992,1992,MA,25,3,7, ,1,91418,97700,13561,26957,0,1,16887, ,0,64557,1938,9602,31687,24.753351,62106,40905,32047,172,20312,48394,0, ,2,0,1580,0,3496.953488,601476,,19,10991,13855,18365,19.7,596004,0,630729,63658
MA-8-1992,1992,MA,25,3,8, ,1,64735,97700,140312,28370,1,1,10894, ,0,60166,1225,8295,29303,24.753351,128098,41422,32047,44,18420,34670,0, ,0,0,632,0,13690.81818,602396,,0,14707,11837,23917,19.7,602396,0,630729,50181
MA-9-1992,1992,MA,25,3,9, ,1,87763,97700,39870,32050,1,1,16103, ,0,68183,1685,9293,30175,24.753351,72702,46469,32047,254,23336,41157,0, ,0,0,1122,0,2367.125984,601250,,51,13840,13327,20038,19.7,592014,1077,630729,62576
MA-10-1992,1992,MA,25,3,10, ,1,98002,97700,12618,29519,0,1,24355, ,0,79914,4780,8265,30489,24.753351,33121,41161,32047,880,24271,32137,1, ,3,1,2182,1,683.5340909,613149,,732,8625,13395,19908,19.7,360872,0,630729,72867
NH-1-1992,1992,NH,33,4,1, ,1,61171,7400,3813,37249,0,1,20224, ,0,78549,3403,11425,21168,24.753351,20231,39179,6682,2507,18823,60111,0, ,2,0,3817,1,221.1021141,554303,,2337,8931,10475,17512,12.3,221715,108,134255,66417
NH-2-1992,1992,NH,33,4,2, ,1,63813,7400,3342,41450,0,0,20469, ,0,83017,4444,6546,17775,24.753351,20962,35949,6682,6462,19242,69272,0, ,0,0,770,0,85.87883008,554949,,3239,10161,8803,16492,12.3,118024,0,134255,58108
RI-1-1992,1992,RI,44,5,1, ,1,78555,13500,16113,40149,0,1,13643, ,0,60551,2585,7065,15061,24.753351,52029,30971,5,323,14866,57293,0, ,2,0,6404,0,1553.23839,501696,,454,9040,7242,16132,19.4,453576,0,113560,51268
RI-2-1992,1992,RI,44,5,2, ,1,72447,13500,21873,35464,0,1,14138, ,0,68076,3343,6276,18063,24.753351,43059,37439,5,721,16181,53373,0, ,0,0,1109,0,695.9334258,501798,,670,14982,8607,15650,19.4,370948,156,113560,52124
VT-1-1992,1992,VT,50,6,1, ,1,66169,5800,2194,38046,0,0,21952, ,0,87494,11711,6769,15971,24.753351,17544,39614,4402,9249,20044,44018,0, ,0,0,673,1,60.84528057,562758,,11810,12801,9131,15721,11.9,86873,120,61315,62185
DE-1-1992,1992,DE,10,11,1, ,2,80670,85800,112125,44140,0,1,26720, ,0,90216,6091,8509,32416,28.008056,22275,44664,0,1954,9923,62903,0, ,1,1,5382,0,340.9252815,666168,,6486,26232,12731,12500,20.3,459494,150,77177,66067
NJ-1-1992,1992,NJ,34,12,1, ,2,69368,100300,94171,39350,0,0,20373, ,0,88722,2138,11649,21591,28.008056,21089,42510,33875,321,21843,45425,0, ,0,0,1143,0,1852.006231,594494,,495,9018,15077,16618,19.9,567481,0,790452,64209
NJ-2-1992,1992,NJ,34,12,2, ,2,87781,100300,84066,38066,0,1,20157, ,0,85412,5349,6195,16020,28.008056,24548,47269,33875,1912,27639,36745,0, ,0,0,1821,1,311.0475941,594723,,4608,13435,10440,16909,19.9,330803,0,790452,54095
NJ-3-1992,1992,NJ,34,12,3, ,2,89493,100300,47779,27892,0,1,21174, ,0,86457,2871,11619,22745,28.008056,32228,47856,33875,966,25522,36242,0, ,2,2,9731,1,615.5973085,594667,,982,10715,12235,12422,19.9,426084,0,790452,62761
NJ-4-1992,1992,NJ,34,12,4, ,2,99545,100300,74087,34759,0,1,18931, ,0,77148,3889,9958,19888,28.008056,40161,59366,33875,699,25472,40338,0, ,2,1,3796,0,850.7482117,594673,,2047,23936,12701,15541,19.9,479257,0,790452,55386
NJ-5-1992,1992,NJ,34,12,5, ,2,74676,100300,7231,27767,0,0,20914, ,0,83235,3728,4920,29522,28.008056,62130,36767,33875,1076,24943,52001,0, ,0,0,262,0,552.5845725,595233,,3068,6904,13287,11608,19.9,415670,0,790452,67510
NJ-6-1992,1992,NJ,34,12,6, ,2,72533,100300,66565,39278,0,1,19834, ,0,69785,2206,9243,28980,28.008056,66070,46832,33875,201,24621,50769,0, ,2,1,1877,0,2958.457711,594650,,17,12968,17447,16609,19.9,592731,0,790452,64201
NJ-7-1992,1992,NJ,34,12,7, ,2,81959,100300,60369,32540,0,0,16259, ,0,70813,2023,6018,34358,28.008056,74410,38680,33875,273,24393,56488,0, ,0,0,264,0,2178.915751,594844,,272,8269,15508,13053,19.9,570444,0,790452,64967
NJ-8-1992,1992,NJ,34,12,8, ,2,86860,100300,77533,46676,0,0,15031, ,0,72414,1925,5821,26236,28.008056,109634,38879,33875,104,24280,66817,0, ,0,0,224,0,5720.307692,594912,,0,8778,13938,19163,19.9,594912,0,790452,62151
NJ-9-1992,1992,NJ,34,12,9, ,2,95583,100300,37898,38903,0,1,15920, ,0,58238,1600,6688,29764,28.008056,133187,37055,33875,92,23754,55977,0, ,0,0,135,0,6465.108696,594790,,0,6613,20366,17381,19.9,594790,0,790452,71349
NJ-10-1992,1992,NJ,34,12,10, ,2,68875,100300,357699,52320,0,1,11338, ,0,84924,1382,12258,23417,28.008056,96090,51686,33875,54,25466,47133,0, ,0,0,575,0,10997.7037,593876,,0,13962,24049,30338,19.9,593876,566,790452,46563
NJ-11-1992,1992,NJ,34,12,11, ,2,63744,100300,15518,26860,0,0,19391, ,0,78944,3019,6701,36934,28.008056,60414,35741,33875,637,23553,56905,0, ,1,0,454,0,933.321821,594526,,995,5487,12172,10804,19.9,506258,0,790452,65641
NJ-12-1992,1992,NJ,34,12,12, ,2,67815,100300,30643,22022,0,0,17392, ,0,81291,4036,8130,31828,28.008056,53491,46852,33875,1022,23267,45031,0, ,3,1,3315,0,581.7778865,594577,,4799,15455,9694,10556,19.9,363607,731,790452,60436
NJ-13-1992,1992,NJ,34,12,13, ,2,72077,100300,81983,66523,0,1,14634, ,0,81532,1287,7756,24770,28.008056,193177,35344,33875,57,20373,63641,0, ,1,0,519,0,10436.40351,594875,,0,7215,21963,28304,19.9,594875,0,790452,56182
NY-1-1992,1992,NY,36,13,1, ,2,68442,770500,23559,29344,0,1,21521, ,0,93874,4864,11238,20175,28.008056,39599,59263,14427,637,30358,33770,0, ,0,0,625,0,910.6373626,580669,,389,17667,14497,13153,35.8,468550,0,1650271,59501
NY-2-1992,1992,NY,36,13,2, ,2,55259,770500,56415,39063,0,1,18759, ,0,87289,2847,7989,26093,28.008056,52621,50413,14427,189,27367,50650,0, ,0,0,281,0,3070.386243,580303,,0,15057,20190,14527,35.8,579502,0,1650271,63179
NY-3-1992,1992,NY,36,13,3, ,2,78042,770500,11417,22396,0,1,16684, ,0,70261,2026,5621,35013,28.008056,58693,47685,14427,154,34902,34694,0, ,0,0,274,0,3769.272727,580468,,0,7162,16944,11630,35.8,578040,0,1650271,65314
NY-4-1992,1992,NY,36,13,4, ,2,85155,770500,94573,27505,0,1,14453, ,0,72289,2650,7093,34644,28.008056,86823,51308,14427,84,36108,30855,0, ,0,0,719,0,6910.619048,580492,,0,8107,19528,12770,35.8,580492,0,1650271,57133
NY-5-1992,1992,NY,36,13,5, ,2,89262,770500,19955,19877,1,1,15912, ,0,67481,1761,5926,33635,28.008056,129130,42813,14427,151,29050,34799,1, ,0,0,510,0,3848.165563,581073,127030215,17,7837,14866,13360,35.8,576532,535,1650271,62150
NY-6-1992,1992,NY,36,13,6, ,2,66149,770500,326222,36708,1,0,11325, ,0,87166,989,11569,30073,28.008056,167818,61380,14427,37,41605,25855,0, ,0,0,560,0,15724.64865,581812,127030215,0,8206,30386,24256,35.8,581812,0,1650271,40189
NY-7-1992,1992,NY,36,13,7, ,2,97309,770500,59736,37227,1,1,15899, ,0,54825,795,7066,31339,28.008056,208791,41727,14427,25,28569,35857,0, ,0,0,290,0,23204.64,580116,127030215,0,6092,21010,21142,35.8,580116,0,1650271,57319
NY-8-1992,1992,NY,36,13,8, ,2,88693,770500,49419,19329,1,1,8019, ,0,38246,572,5690,40498,28.008056,145436,34998,14427,15,22552,34358,0, ,0,0,1464,0,38763.53333,581453,127030215,0,6756,11138,20838,35.8,581453,0,1650271,47740
NY-9-1992,1992,NY,36,13,9, ,2,113302,770500,18527,24116,1,1,11909, ,0,49764,584,6794,37036,28.008056,141811,50637,14427,37,37652,27372,0, ,0,0,233,0,15672.32432,579876,127030215,0,6191,18907,16581,35.8,579876,0,1650271,51743
NY-10-1992,1992,NY,36,13,10, ,2,56748,770500,353595,28272,1,1,7742, ,0,98666,570,7787,26120,28.008056,119163,57535,14427,16,40117,22921,0, ,0,0,457,0,36331.9375,581311,127030215,0,9631,17200,28566,35.8,581311,0,1650271,28857
NY-11-1992,1992,NY,36,13,11, ,2,50169,770500,430627,29533,1,0,9497, ,0,97517,503,7622,31099,28.008056,229612,59693,14427,10,42284,22511,0, ,0,0,553,0,58233.2,582332,127030215,0,9787,18468,29497,35.8,582332,0,1650271,33099
NY-12-1992,1992,NY,36,13,12, ,2,48745,770500,79162,54352,1,1,10140, ,0,105075,630,5153,19188,28.008056,247539,28567,14427,13,19181,48441,0, ,0,0,287,0,44442.84615,577757,127030215,0,4233,13790,28061,35.8,577757,0,1650271,55572
NY-13-1992,1992,NY,36,13,13, ,2,81040,770500,32686,27138,1,1,15180, ,0,64134,862,8069,46434,28.008056,96311,53108,14427,65,37337,21134,0, ,2,1,1729,0,8915.707692,579521,127030215,0,7702,19437,17406,35.8,579521,603,1650271,46441
NY-14-1992,1992,NY,36,13,14, ,2,89934,770500,27606,16405,1,1,8523, ,0,22202,587,6106,58935,28.008056,140695,31719,14427,13,19761,38657,0, ,0,0,43,0,44510.69231,578639,127030215,0,5852,11790,17716,35.8,578639,548,1650271,51721
NY-15-1992,1992,NY,36,13,15, ,2,67845,770500,272341,31268,1,1,6693, ,0,87750,555,6147,18305,28.008056,171626,41907,14427,10,28200,26813,0, ,0,0,534,0,58035.4,580354,127030215,0,7560,11877,31063,35.8,580354,0,1650271,34927
NY-16-1992,1992,NY,36,13,16, ,2,40300,770500,248023,32398,1,1,7650, ,0,122849,845,6560,15008,28.008056,123375,41725,14427,15,29140,23969,0, ,0,0,331,0,38736.86667,581053,127030215,0,6025,13005,32089,35.8,581053,0,1650271,31989
NY-17-1992,1992,NY,36,13,17, ,2,82657,770500,242071,29669,1,0,12046, ,0,79582,996,8546,24253,28.008056,151995,57725,14427,21,40549,25067,0, ,0,0,283,0,27544,578424,127030215,0,8630,17613,23692,35.8,578424,479,1650271,38089
NY-18-1992,1992,NY,36,13,18, ,2,98296,770500,43022,23333,1,0,16000, ,0,57030,2178,6016,34864,28.008056,152934,42214,14427,94,29925,32441,0, ,0,0,229,0,6181.074468,581021,127030215,0,6273,14615,14163,35.8,581021,0,1650271,58268
NY-19-1992,1992,NY,36,13,19, ,2,64536,770500,41806,23893,0,0,19543, ,0,78696,3646,7495,23957,28.008056,57072,47094,14427,1079,27423,47107,0, ,2,0,6246,1,537.892493,580386,,974,12176,10755,11260,35.8,391109,662,1650271,52125
NY-20-1992,1992,NY,36,13,20, ,2,64246,770500,47525,28491,0,0,17034, ,0,80477,3702,4924,21955,28.008056,70622,52240,14427,1288,32465,39513,0, ,0,0,402,0,450.3299689,580025,,1790,14851,12661,11898,35.8,352088,0,1650271,58053
NY-21-1992,1992,NY,36,13,21, ,2,89499,770500,36441,29900,0,0,14595, ,0,73067,2595,7957,20933,28.008056,30009,76024,14427,1087,23065,30976,0, ,1,0,739,0,533.8730451,580320,,1895,45002,10380,13718,35.8,465551,331,1650271,55791
NY-22-1992,1992,NY,36,13,22, ,2,74063,770500,12520,38075,0,0,21451, ,0,92773,6530,5837,16518,28.008056,19487,54107,14427,6510,23327,45531,0, ,0,0,1836,0,89.17388633,580522,,8401,24943,10024,14367,35.8,120578,0,1650271,54246
NY-23-1992,1992,NY,36,13,23, ,2,86769,770500,16290,38495,0,0,15671, ,0,93668,9914,7362,15123,28.008056,16393,49163,14427,5986,23056,46035,0, ,1,1,4521,0,96.93601737,580300,,13321,18745,8294,15667,35.8,161589,0,1650271,51754
NY-24-1992,1992,NY,36,13,24, ,3,68614,770500,15331,40451,0,1,16725, ,0,99257,9116,9058,8113,2.023195,16727,54981,14427,12393,23741,39685,1, ,2,2,12970,1,46.83095296,582350,,11665,22182,8548,21041,35.8,2556,0,1650271,49158
NY-25-1992,1992,NY,36,13,25, ,3,74518,770500,38147,35313,0,1,15235, ,0,88004,4082,5167,20867,2.023195,23931,43852,14427,1838,24450,47289,0, ,1,0,767,0,315.68716,581004,,4525,14235,10795,14303,35.8,385855,205,1650271,60254
NY-26-1992,1992,NY,36,13,26, ,2,76292,770500,32096,33807,0,0,16186, ,0,80489,3956,5010,13767,28.008056,35311,46787,14427,3083,23634,55048,0, ,0,0,447,0,188.3036004,580540,,3823,18143,8665,14938,35.8,266649,0,1650271,52374
NY-27-1992,1992,NY,36,13,27, ,3,74556,770500,14264,41611,0,1,16156, ,0,89737,7690,6314,14100,2.023195,20202,46636,14427,3593,23747,62433,0, ,0,0,384,1,161.5132202,580800,,12343,16575,9210,13018,35.8,146574,709,1650271,58563
NY-28-1992,1992,NY,36,13,28, ,3,75503,770500,80811,34411,0,1,11818, ,0,78845,1694,3262,18440,2.023195,38785,30060,14427,275,20344,76186,0, ,0,0,445,0,2110.352727,580347,,268,6454,6938,14427,35.8,559086,0,1650271,54734
NY-29-1992,1992,NY,36,13,29, ,3,85235,770500,25522,44702,0,1,13295, ,0,80800,3332,5007,14826,2.023195,27860,40810,14427,1171,23606,62747,0, ,0,0,655,0,495.1588386,580540,,3942,12197,10016,17192,35.8,385808,0,1650271,59334
NY-30-1992,1992,NY,36,13,30, ,3,86975,770500,97617,42078,0,1,12614, ,0,80233,2489,6420,17315,2.023195,19730,43416,14427,724,22680,47850,0, ,0,0,572,0,802.2348066,582607,,1572,14316,13111,20464,35.8,482613,504,1650271,59531
NY-31-1992,1992,NY,36,13,31, ,3,85757,770500,13322,44809,0,1,14148, ,0,98634,10102,4631,8956,2.023195,12246,44187,14427,6587,23201,57561,0, ,1,0,997,0,88.11294975,588110,,17370,16355,8412,17976,35.8,69882,208,1650271,51389
PA-1-1992,1992,PA,42,14,1, ,2,72287,190400,296811,34027,1,0,8506, ,0,83729,1405,14096,16257,28.008056,26093,39035,94068,52,19669,30656,0, ,0,0,4679,0,10887.17308,566133,37953653,0,5270,11793,27474,27,566133,0,1402128,39134
PA-2-1992,1992,PA,42,14,2, ,2,84286,190400,352142,28934,1,0,9063, ,0,65762,1241,14524,20631,28.008056,29018,44946,94068,45,23913,24638,0, ,1,0,620,0,12560.93333,565242,37953653,0,6509,12994,23696,27,565242,352,1402128,38899
PA-3-1992,1992,PA,42,14,3, ,2,100394,190400,27217,36947,1,0,14023, ,0,43817,1092,12556,20223,28.008056,52944,35495,94068,56,19761,41701,0, ,1,0,621,0,10105.07143,565884,37953653,0,3178,12285,16098,27,565884,0,1402128,59371
PA-4-1992,1992,PA,42,14,4, ,4,92867,190400,17920,38699,0,0,14987, ,0,82990,3125,4433,12954,15.6137875,10703,21745,94068,1323,12410,46285,0, ,0,0,464,0,427.6712018,565809,,3561,4902,15416,15559,27,321073,0,1402128,57894
PA-5-1992,1992,PA,42,14,5, ,4,78650,190400,5407,53565,0,0,12633, ,0,83837,7693,4070,8581,15.6137875,10223,35147,94068,10479,13517,59869,0, ,0,0,614,0,53.98759424,565736,,12589,17560,8541,16591,27,61507,0,1402128,48422
PA-6-1992,1992,PA,42,14,6, ,2,95599,190400,13652,65228,0,0,16385, ,0,75419,5206,3604,14329,28.008056,11481,24413,94068,1901,13325,79269,0, ,0,0,421,1,297.6975276,565923,,7088,7484,8678,12668,27,217118,0,1402128,56576
PA-7-1992,1992,PA,42,14,7, ,2,85407,190400,21307,25868,0,0,17451, ,0,55594,2381,8017,27112,28.008056,29653,25824,94068,303,13703,46120,0, ,0,0,656,0,1867.376238,565815,23463489,230,4104,12233,9139,27,539089,0,1402128,60120
PA-8-1992,1992,PA,42,14,8, ,2,60991,190400,15811,37586,0,0,21098, ,0,74264,3240,7838,23094,28.008056,23305,29158,94068,626,15082,61714,0, ,1,0,1582,0,903.8658147,565820,,1871,6238,10822,10801,27,441690,0,1402128,68322
PA-9-1992,1992,PA,42,14,9, ,2,86436,190400,6455,61013,0,0,18913, ,0,87955,9818,8813,9121,28.008056,4449,33093,94068,6665,13158,57890,0, ,1,0,982,0,84.89992498,565858,,16312,11122,13004,15753,27,77701,102,1402128,51621
PA-10-1992,1992,PA,42,14,10, ,2,95231,190400,5856,52055,0,0,18068, ,0,82783,6473,6939,12909,28.008056,11104,28990,94068,5562,14150,57051,0, ,1,0,422,0,101.7218626,565777,,7578,7901,10832,14313,27,239616,0,1402128,54158
PA-11-1992,1992,PA,42,14,11, ,2,105702,190400,5340,55691,0,0,16685, ,0,72399,3375,6883,12625,28.008056,10272,30287,94068,2374,13790,57356,0, ,0,0,569,1,238.3327717,565802,,4748,9614,9482,14772,27,206433,337,1402128,53661
PA-12-1992,1992,PA,42,14,12, ,4,96266,190400,7413,46229,0,0,13735, ,0,85294,6052,3839,9460,15.6137875,5011,26334,94068,4212,11997,40072,0, ,0,0,423,0,134.3209877,565760,,7542,10498,10925,19320,27,77639,0,1402128,47924
PA-13-1992,1992,PA,42,14,13, ,2,87589,190400,34252,28604,0,0,17490, ,0,58930,2893,5407,27734,28.008056,32064,23975,94068,365,14245,58417,0, ,1,1,609,0,1549.761644,565663,,580,4323,8456,8790,27,522457,0,1402128,60825
PA-14-1992,1992,PA,42,14,14, ,4,98846,190400,100732,24315,1,0,12594, ,0,59526,1270,6986,20287,15.6137875,22024,29590,94068,193,17942,25005,0, ,0,0,657,0,2931.803109,565838,32197633,14,4662,11528,18224,27,563575,1036,1402128,54662
PA-15-1992,1992,PA,42,14,15, ,2,85057,190400,12301,50481,0,0,16769, ,0,75089,2890,3355,16530,28.008056,21688,24737,94068,790,16567,71250,0, ,0,0,412,0,716.2253165,565818,,2502,4815,10659,11745,27,391258,0,1402128,57486
PA-16-1992,1992,PA,42,14,16, ,2,67966,190400,29203,46774,0,0,20755, ,0,75445,10747,4496,17616,28.008056,15832,24372,94068,1279,13025,64480,0, ,0,0,345,1,442.4612979,565908,,18517,6851,10682,8473,27,293279,543,1402128,62100
PA-17-1992,1992,PA,42,14,17, ,2,76261,190400,37530,55038,0,0,18252, ,0,79779,5762,11116,19629,28.008056,10952,46732,94068,1485,13690,58098,0, ,2,1,1177,1,380.9441077,565702,,9510,21926,14762,10287,27,262921,486,1402128,58165
PA-18-1992,1992,PA,42,14,18, ,4,104784,190400,43784,27590,0,0,15342, ,0,64153,1588,7062,22267,15.6137875,14729,25614,94068,264,14425,32862,0, ,0,0,664,0,2143.07197,565771,,250,4127,12211,14576,27,554352,0,1402128,62534
PA-19-1992,1992,PA,42,14,19, ,2,75385,190400,14711,63230,0,0,21062, ,0,80694,5711,10798,15561,28.008056,8909,33574,94068,1926,13483,74169,0, ,2,0,1708,0,293.7637591,565789,,10212,9293,12727,9796,27,212312,0,1402128,64096
PA-20-1992,1992,PA,42,14,20, ,4,96082,190400,17989,35701,0,0,15530, ,0,80080,2999,4474,13378,15.6137875,9571,26187,94068,2136,13287,37358,0, ,0,0,497,1,264.8824906,565789,,4408,8426,13936,17732,27,306348,0,1402128,56677
PA-21-1992,1992,PA,42,14,21, ,4,83625,190400,21737,49211,0,0,11820, ,0,83008,5294,4346,11221,15.6137875,9291,25611,94068,2784,13225,62960,0, ,0,0,488,0,203.2349138,565806,,9607,8040,9783,16587,27,224308,293,1402128,54220
IL-1-1992,1992,IL,17,21,1, ,7,80543,212000,397994,30860,1,1,7740, ,0,82750,628,12329,20001,7.0284035,26990,52400,399,55,31583,26713,0, ,0,0,429,0,10398.32727,571908,,0,8488,17591,32671,27.5,571908,0,1125388,37628
IL-2-1992,1992,IL,17,21,2, ,7,54804,212000,391200,41669,1,1,9235, ,0,104411,872,13188,19742,7.0284035,24342,48075,399,124,25270,36704,0, ,0,0,564,0,4614.419355,572188,,12,9617,22683,34104,27.5,571122,0,1125388,46297
IL-3-1992,1992,IL,17,21,3, ,7,92519,212000,10869,44360,1,0,16766, ,0,60723,1341,4731,25005,7.0284035,56563,30161,399,126,20764,52967,0, ,0,0,247,0,4530.968254,570902,,0,4666,20071,13991,27.5,570649,0,1125388,66993
IL-4-1992,1992,IL,17,21,4, ,7,43707,212000,35374,75280,1,0,10726, ,0,107130,2838,3217,11758,7.0284035,185863,18610,399,39,11732,76398,0, ,0,0,185,0,14645.17949,571162,,0,3661,11066,28219,27.5,571162,371,1125388,51622
IL-5-1992,1992,IL,17,21,5, ,7,85859,212000,8247,43363,1,1,15999, ,0,44042,1070,4815,33554,7.0284035,132121,27978,399,52,18265,61207,0, ,0,0,181,0,10981.78846,571053,,0,4898,14042,17081,27.5,571053,0,1125388,65184
IL-6-1992,1992,IL,17,21,6, ,7,68228,212000,8168,35513,1,0,18819, ,0,73009,1515,5438,27564,7.0284035,65299,26040,399,184,16632,62621,0, ,0,0,302,0,3110.152174,572268,,0,3970,18726,10149,27.5,572268,0,1125388,75233
IL-7-1992,1992,IL,17,21,7, ,7,57353,212000,375507,33893,1,1,5912, ,0,99299,649,10244,21902,7.0284035,34448,37967,399,50,19288,36406,0, ,0,0,507,0,11440.78,572039,,0,8435,16357,34413,27.5,572039,1044,1125388,40955
IL-8-1992,1992,IL,17,21,8, ,7,42228,212000,9060,34958,0,0,20789, ,0,83800,2642,5143,31398,7.0284035,51793,25596,399,431,16390,71726,0, ,0,0,1166,0,1325.902552,571464,,684,4063,17677,9889,27.5,518292,0,1125388,76518
IL-9-1992,1992,IL,17,21,9, ,7,93565,212000,68833,28294,1,1,10078, ,0,50264,1343,5673,32849,7.0284035,139263,32106,399,53,20851,44384,0, ,0,0,183,0,10785.11321,571611,,0,5582,12023,15828,27.5,571611,0,1125388,61740
IL-10-1992,1992,IL,17,21,10, ,7,59341,212000,35088,25298,0,1,13392, ,0,81702,2180,8045,31985,7.0284035,61248,28767,399,244,16971,54090,0, ,3,2,18457,1,2342.217213,571501,,20,3751,9576,9037,27.5,568093,610,1125388,64119
IL-11-1992,1992,IL,17,21,11, ,7,75127,212000,48453,47282,1,0,18538, ,0,86786,4395,4728,16992,7.0284035,23004,31159,399,2598,18094,54348,0, ,0,0,393,1,219.8036952,571050,,10555,8337,14346,16358,27.5,350995,0,1125388,58130
IL-12-1992,1992,IL,17,21,12, ,8,77491,212000,97202,39745,0,0,11689, ,0,91024,4706,10631,14999,367.412212,8260,42307,399,2506,14907,37932,0, ,2,1,6519,0,228.0291301,571441,,12515,16769,12625,22156,27.5,340143,0,1125388,50516
IL-13-1992,1992,IL,17,21,13, ,7,43908,212000,17879,26037,0,0,16934, ,0,87894,1494,6191,30510,7.0284035,39964,27909,399,403,17011,50862,0, ,0,0,361,0,1417.727047,571344,,568,4707,16212,9588,27.5,525999,0,1125388,71906
IL-14-1992,1992,IL,17,21,14, ,7,52450,212000,23944,48714,0,0,19406, ,0,92666,5924,4986,19334,7.0284035,39657,34497,399,2452,17747,69498,0, ,0,0,266,0,233.091354,571540,,10214,11764,11865,12026,27.5,367115,0,1125388,61045
IL-15-1992,1992,IL,17,21,15, ,7,73226,212000,42732,42572,0,0,13103, ,0,83894,10040,7056,20028,7.0284035,15797,53441,399,7492,16494,43139,0, ,1,1,4426,1,76.25360384,571292,,25593,29891,9984,13979,27.5,237952,616,1125388,57349
IL-16-1992,1992,IL,17,21,16, ,7,68705,212000,26731,51839,0,0,17829, ,0,90753,7698,3557,17686,7.0284035,20210,25514,399,3093,16939,86261,0, ,0,0,464,1,184.7681862,571488,,14496,5018,11590,12724,27.5,327089,0,1125388,57012
IL-17-1992,1992,IL,17,21,17, ,7,94399,212000,18232,48769,0,0,12079, ,0,91604,13263,7793,11435,7.0284035,9526,35044,399,8328,17172,52864,0, ,2,0,595,1,68.63412584,571585,,34825,10079,12017,15677,27.5,135148,0,1125388,58038
IL-18-1992,1992,IL,17,21,18, ,7,81160,212000,29492,39538,0,0,14099, ,0,91800,9268,4717,18398,7.0284035,8474,40656,399,6173,16136,49493,0, ,0,0,676,0,92.7001458,572238,,21295,19803,10206,12882,27.5,285256,0,1125388,55297
IL-19-1992,1992,IL,17,21,19, ,4,99202,212000,22138,48507,0,0,13710, ,0,91784,11998,4231,10911,15.6137875,3747,33304,399,10732,16234,46097,0, ,0,0,457,0,53.24170704,571390,,38967,12839,10182,18387,27.5,90256,157,1125388,49073
IL-20-1992,1992,IL,17,21,20, ,8,90565,212000,23712,42415,0,0,14154, ,0,87471,12464,6301,15632,367.412212,5703,44014,399,9448,15382,41337,0, ,0,0,907,0,60.45067739,571138,,37272,22331,12327,15972,27.5,161259,0,1125388,53407
IN-1-1992,1992,IN,18,22,1, ,7,66039,61500,116739,44207,0,1,13474, ,0,97488,1435,3677,13361,7.0284035,21079,28254,9375,649,18622,60548,0, ,0,0,540,0,854.412943,554514,,1705,5955,11835,19194,25.1,473778,0,602347,53784
IN-2-1992,1992,IN,18,22,2, ,4,75839,61500,22634,56329,0,0,12335, ,0,91136,7135,3287,11150,15.6137875,4503,29923,9375,3888,15513,73943,0, ,0,0,434,0,142.5722737,554321,,24742,11123,8074,16693,25.1,161951,0,602347,55377
IN-3-1992,1992,IN,18,22,3, ,7,71626,61500,40836,59076,0,1,13316, ,0,84194,4372,2669,12738,7.0284035,13387,22471,9375,1515,14406,85268,0, ,0,0,361,0,365.9947195,554482,,12830,5396,10070,12606,25.1,313574,0,602347,56242
