STATE,SC,CD,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,DC,EMPLYD,ENROLL,FARMER,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
FL,43,6,60760,21811,0,1,6141,0,77870,30799,18988,26,2033,413613,9706,4452,19.24902122,186831,,17948,3746,8566,11.9,114470,0,,10465
GA,44,0,1084927,327803,0,0,9599,0,1107412,623841,372199,75,7442,15579,58518,30162,53.38054957,3123723,,1363966,14777,118293,7.2,1073808,0,63841,103448
GA,44,1,148878,30703,0,1,4192,0,112692,67496,42075,13,2918,15579,7942,12873,42.26315789,335654,2783783,143875,8227,14342,7.2,117852,0,,10145
GA,44,2,121037,18754,0,0,5252,0,96078,57246,49796,4,2920,15579,6088,13477,44.91392904,273436,,160288,5463,6174,7.2,70509,0,,7378
GA,44,3,178032,30946,0,0,4027,0,135184,71892,55643,6,13372,15579,7831,21585,45.6257183,357295,,185899,3812,10469,7.2,96270,0,,9119
GA,44,4,104055,37537,0,0,2664,0,101922,56566,35720,1,1418,15579,4657,31706,60.2258965,280472,,139623,2438,8425,7.2,84345,0,,5665
GA,44,5,139450,63171,1,0,290,0,191846,83406,7031,32,211,15579,920,2183,529.9478261,487552,,32706,298,27794,7.2,356341,948,,39454
GA,44,6,141381,25601,0,0,2767,0,99073,59027,39592,4,1662,15579,6352,13698,45.56108312,289404,,141946,4149,11325,7.2,76023,0,,7744
GA,44,7,36590,47870,0,0,3896,0,107704,61849,30397,1,3100,15579,4532,38333,68.12908208,308761,,137345,3136,11475,7.2,80684,0,,5832
GA,44,8,74681,24274,0,1,3045,0,83749,55889,34002,3,1483,15579,9692,9120,26.32470078,255139,,124366,4459,7342,7.2,58387,0,,6267
GA,44,9,18188,20873,0,0,2637,0,72573,48321,35766,2,1191,15579,5404,14561,43.56402665,235420,,147491,1690,9561,7.2,29847,0,,3032
GA,44,10,122635,28074,0,0,3270,0,106591,62149,42177,9,2173,15579,5100,17144,58.93921569,300590,,150427,3701,11386,7.2,103550,0,,8592
LA,45,0,849303,181619,0,0,,0,623326,469548,197589,111,,7368,45177,,52.32485557,2363880,,850382,,95106,9.8,980439,0,59411,87662
LA,45,1,85803.02,38200.57,1,1,6216.19,0,100077.36,50365.89,1848.99,39.63,4597.51,7368,1594,16226.94,176.726857,281702.61,29745885,5071,13252.5,22992.93,9.8,262104.61,1000,,21041.4
LA,45,2,97533.98,44243.43,0,1,6496.81,0,110792.64,61690.11,5244.01,38.37,4506.49,7368,1287,21826.06,253.7236908,326542.39,,13228,13823.5,25014.07,9.8,248303.39,0,,19606.6
LA,45,3,78469,22346,0,1,3760,0,75557,53144,30089,4,1226,7368,6343,6592,42.52908718,269762,,112398,3072,8379,9.8,75476,0,,6889
LA,45,4,151368,7328,0,0,4792,0,37362,63354,21578,1,4894,7368,5271,11962,60.42743312,318513,,135613,6333,2526,9.8,121014,0,,11683
LA,45,5,146553,20489,0,0,3441,0,103090,68619,55090,3,1713,7368,8692,11617,37.43373217,325374,,199743,3694,8599,9.8,68355,0,,7038
LA,45,6,137617,27170,0,0,5107,0,101359,64656,38183,16,3284,7368,6463,15707,51.56970447,333295,,143380,3977,13549,9.8,80666,0,,9477
LA,45,7,77784,6211,0,1,2716,0,37140,57009,22288,7,1203,7368,7429,6601,36.14551084,268525,,125564,3516,4062,9.8,75429,0,,7141
LA,45,8,74175,15559,0,0,2407,0,57924,50710,23196,2,1495,7368,8099,8588,29.65378442,240166,,115385,2855,9984,9.8,49091,662,,4770
MS,46,0,1074578,129277,0,0,,0,726875,457048,416638,39,,29549,47420,,46.05221426,2183796,,1399884,,81587,6.8,432882,0,40347,39542
MS,46,1,101839,14666,0,0,2160,0,82780,56804,47083,1,1258,29549,5110,8212,51.53953033,263367,,178972,2682,12072,6.8,48675,0,,4333
MS,46,2,121275,7201,0,0,2423,0,75858,46447,55996,0,960,29549,5428,2238,42.68625645,231701,,186193,1186,6546,6.8,13125,0,,2164
MS,46,3,321268,16786,0,0,3808,0,164011,85458,115532,10,1652,29549,6391,5051,68.14739477,435530,,316372,3192,11505,6.8,68549,0,,7553
MS,46,4,78820,8863,0,0,1733,0,60501,45602,40295,2,784,29549,5250,4809,38.34590476,201316,,151552,1216,7898,6.8,16105,0,,2109
MS,46,5,98576,15195,0,0,2246,0,80554,56981,46024,0,1185,29549,6436,9140,40.62554382,261466,,175181,2751,8616,6.8,41927,0,,3432
MS,46,6,89041,31787,0,1,4469,0,96554,70332,32195,12,2205,29549,9267,20040,34.4917449,319635,,137531,3626,17242,6.8,104512,1332,,6854
MS,46,7,263759,34779,0,0,7312,0,166617,95424,79513,14,4235,29549,9538,17265,49.35846089,470781,,254083,7159,17708,6.8,139989,650,,12141
NC,47,0,981298,431942,0,0,,0,1208690,785399,403111,87,,252589,49142,,72.67964267,3571623,,1656501,,125083,4.4,974175,0,69039,109751
NC,47,1,106678,16318,0,1,2459,0,74665,54659,37946,1,1388,252589,5606,8568,42.64002854,239040,,136311,1660,9658,4.4,43588,0,,8285
NC,47,2,153192,19216,0,0,2577,0,92496,68278,50107,10,1390,252589,3944,11362,74.36536511,293297,,176079,2336,10384,4.4,64852,0,,8951
NC,47,3,93854,14569,0,1,2267,0,75369,57832,43492,7,1194,252589,6018,7564,41.76969093,251370,,151144,1415,7775,4.4,42542,0,,5011
NC,47,4,112845,32052,0,0,4663,0,119049,79575,48061,7,4227,252589,4484,20527,79.96721677,358573,,189476,4448,10359,4.4,78793,0,,11820
NC,47,5,91201,45872,0,0,3622,0,114048,70048,34970,6,1524,252589,3370,39088,95.91008902,323217,,136498,2795,12262,4.4,107812,0,,11393
NC,47,6,78431,63694,0,0,5983,0,127795,62847,13969,14,2312,252589,1782,52508,176.5763187,314659,,62591,4770,11869,4.4,178200,0,,15551
NC,47,7,105827,26008,0,1,4265,0,104776,71514,44067,9,6908,252589,5096,15600,62.46036107,318298,,164073,4214,8753,4.4,64905,321,,8328
NC,47,8,86126,39218,0,0,3770,0,110217,79253,42860,6,1527,252589,5711,30344,59.6142532,340457,,189921,3501,10110,4.4,58769,0,,6075
NC,47,9,40984,56184,0,0,3834,0,111170,68066,25860,2,1449,252589,3575,48729,86.77622378,310225,,135568,4118,9781,4.4,67461,0,,7533
NC,47,10,55253,48250,0,0,6252,0,112033,60906,17098,10,1993,252589,2229,35888,132.7151189,295822,,86996,5897,9936,4.4,134603,0,,14104
NC,47,11,35422,43537,0,0,2733,0,91238,58879,25503,2,1159,252589,2833,35705,93.80762443,265757,,112709,2244,8407,4.4,64921,0,,4918
NC,47,12,21485,27024,0,0,4546,0,75834,53542,19178,13,1924,252589,4494,19656,58.05696484,260908,,115135,3725,15789,4.4,67729,0,,7680
SC,48,0,814164,204906,0,0,,0,661073,426144,259496,41,,4019,30594,,62.09727398,1899804,,913312,,69707,4.2,466111,0,38073,49360
SC,48,1,166503,27550,0,1,4962,0,100064,62711,35406,6,7675,4019,6700,15934,43.20626866,289482,2677088,124123,4245,12772,4.2,80856,0,,7853
SC,48,2,181669,32244,0,0,5311,0,128255,78024,50887,20,3604,4019,5707,19025,63.4191344,361933,,163243,4291,13542,4.2,106841,703,,10822
SC,48,3,98849,37634,0,0,3038,0,107382,70251,43035,3,1467,4019,4870,30997,62.50082136,304379,,157167,2019,10391,4.2,61621,0,,6159
SC,48,4,88495,56523,0,0,3687,0,122748,73319,26999,7,1994,4019,2847,48037,119.374078,339858,,107042,4066,13024,4.2,94507,0,,11831
SC,48,5,102283,29797,0,0,2170,0,86437,58211,35138,3,1141,4019,4446,24425,56.48605488,251137,,133682,1749,8904,4.2,56373,0,,4767
SC,48,6,176365,21158,0,1,3195,0,116187,83628,68031,2,1416,4019,6024,12505,58.60142762,353015,,228055,2816,11074,4.2,65913,0,,7902
TX,49,0,924391,566172,0,0,,0,2138355,1239677,623677,324,,692303,263644,,24.33138626,6414824,,2149187,,316569,10.9,2911389,0,163894,274320
TX,49,1,90307,18583,0,0,2677,0,93751,67126,47608,2,1521,692303,7160,7254,42.84958101,306803,,177398,3737,14712,10.9,74806,0,,6782
TX,49,2,75883,41838,0,0,5263,0,106137,68356,21191,23,1995,692303,9058,26945,36.54990064,331069,23998114,102265,7674,17357,10.9,134359,0,,11751
TX,49,3,79665,22610,0,0,3951,0,93641,63381,36345,11,1738,692303,5404,5920,54.15081421,292631,,135560,4440,12138,10.9,68913,0,,8899
TX,49,4,30429,12627,0,0,3014,0,63114,42035,28564,8,1322,692303,3998,4519,53.03876938,212049,,100983,3780,12953,10.9,70915,1000,,5910
TX,49,5,61605,48785,1,0,10932,0,162019,63088,6018,25,4729,692303,893,26700,446.3202688,398564,,23629,13776,22375,10.9,319480,366,,36194
TX,49,6,75194,12985,0,0,2617,0,82587,56507,43356,5,1837,692303,7415,3336,35.43290627,262735,,146697,3670,12996,10.9,63693,0,,6052
TX,49,7,94391,21147,0,0,3124,0,93459,65006,44325,5,1551,692303,10829,10345,27.6776249,299721,,169444,4089,11436,10.9,57765,0,,5455
TX,49,8,103745,79427,1,1,15498,0,211907,88447,6463,79,4343,692303,1747,43077,302.7824843,528961,36887488,31222,22939,23154,10.9,410884,0,,36249
TX,49,9,80622,31908,0,1,5750,0,128158,67586,51552,26,3714,692303,12761,7874,27.84397774,355317,7076836,153647,9256,12971,10.9,110229,0,,12100
TX,49,10,59226,18874,0,0,6274,0,93895,53709,35596,10,4602,692303,7896,4223,36.23480243,286110,,117829,3743,14045,10.9,124483,0,,10603
TX,49,11,49598,16881,0,0,3425,0,91158,61005,39439,14,1982,692303,6834,5442,43.75797483,299042,,143303,4544,16679,10.9,101068,3214,,9768
TX,49,12,30364,30044,1,0,5604,0,99255,50388,12717,10,3554,692303,3144,14848,91.00890585,286132,,47773,9318,19214,10.9,198384,0,,17425
TX,49,13,11682,23614,0,0,4016,0,90364,60819,30196,5,2148,692303,14391,4986,20.88075881,300495,,117378,4821,19487,10.9,114108,0,,10359
TX,49,14,24294,29533,0,1,6390,0,118747,68382,47083,19,2166,692303,17489,6656,21.0854823,368764,11108202,149986,6190,16129,10.9,135840,0,,14060
TX,49,15,2549,23888,0,1,5111,0,104676,65035,44425,25,4068,692303,25277,5305,13.50369901,341333,,102455,5574,13868,10.9,158579,0,,12214
TX,49,16,5234,25668,0,0,4495,0,75540,44615,8785,15,6752,692303,34952,5922,6.408302815,223983,,22384,7574,9762,10.9,140678,0,,12311
TX,49,17,5747,15519,0,0,3266,0,68147,45503,25028,5,1659,692303,11208,3953,20.52194861,230010,,92549,3637,12791,10.9,80427,0,,7548
TX,49,18,5864,23135,0,0,3899,0,79744,48901,21607,6,2441,692303,27518,6848,8.711970347,239736,,74268,5983,11347,10.9,103928,187,,10810
TX,49,19,10603,19518,0,0,4222,0,89117,57110,37452,8,1888,692303,25986,3506,10.70853537,278272,,130838,4553,11240,10.9,91292,0,,9842
TX,49,20,21202,34285,1,0,7075,0,119108,57358,6480,21,22439,692303,1247,11909,271.19166,338176,,19247,7227,21058,10.9,259554,0,,21603
TX,49,21,6187,15303,0,0,4131,0,73831,45320,29447,2,2584,692303,28437,2023,8.261103492,234921,,90332,3752,10857,10.9,92004,0,,8323
KY,51,0,214031,237450,0,0,,0,751129,400762,253581,55,,50813,40109,,70.94734349,2845627,,1257899,,134274,23.5,849327,0,68694,74561
KY,51,1,31396,20592,0,0,4769,0,74703,33340,31123,2,1637,50813,4956,8488,50.71549637,251346,,126225,5001,13744,23.5,66578,0,,5740
KY,51,2,34606,21115,0,0,3733,0,77057,53980,34839,2,2030,50813,6880,8764,54.08299419,372091,,182215,4094,17784,23.5,91215,0,,7680
,51,2,,,,,,,,,,,,,,,,,,,,,,,,,
KY,51,3,51166,61870,1,0,8677,0,143280,65328,3317,22,4784,50813,375,39945,1027.712,385392,,17605,16306,22304,23.5,319077,1000,,26593
KY,51,4,18895,9830,0,0,2884,0,73856,31936,44629,3,7090,50813,6708,4026,42.75655933,286811,,200359,2242,8932,23.5,20812,0,,4216
KY,51,5,6987,29321,0,0,3699,0,77141,38283,12421,7,3339,50813,1659,17888,135.880651,225426,,48623,8093,11496,23.5,132783,0,,6211
KY,51,6,36466,18092,0,0,4876,0,87391,50732,35509,5,3170,50813,4227,5860,72.25715638,305431,,139280,4651,13745,23.5,95189,1230,,10090
KY,51,7,7300,33374,0,0,1825,0,75160,44688,23030,8,1321,50813,3183,6133,104.5252906,332704,,150812,3643,19240,23.5,55071,0,,4605
KY,51,8,13384,14096,0,0,2830,0,70546,40544,39768,3,1249,50813,5551,5466,49.13276887,272736,,165669,4332,12181,23.5,29625,0,,4325
KY,51,9,13831,29034,0,0,2314,0,71953,41931,28819,3,1426,50813,6570,4234,62.96651446,413690,,227111,4955,14848,23.5,38977,0,,4419
MD,52,0,301931,286000,0,0,,0,690911,318820,67034,194,,16605,9887,,184.205927,1821244,,243060,,76180,12.6,1080351,0,52204,94283
MD,52,1,49217,25715,0,1,3904,1,72148,34073,23098,7,1339,16605,3383,11187,57.76736624,195427,,67638,3013,8348,12.6,40868,1930,,8369
MD,52,2,74608.05,91247.9,0,1,11657.2,1,208585.3,89637.9,13033.75,54,11843.05,16605,1514,64630.55,350.4782034,530624,,53797,18019,19308.65,12.6,339146,433,,27138.55
MD,52,3,46436.04,43476.72,1,1,4696.16,1,97540.24,39584.72,147,28,5007.24,16605,40,30854.04,6013.7,240548,33964898,0,9704.8,11216.52,12.6,240548,0,,17906.84
MD,52,4,46436.04,43476.72,1,1,4696.16,1,97540.24,39584.72,147,28,5007.24,16605,40,30854.04,6013.7,240548,33964898,0,9704.8,11216.52,12.6,240548,0,,17906.84
MD,52,5,66890.44,38013.92,0,1,7773.76,1,103045.64,54385.92,15499,32,13444.64,16605,2197,18381.44,130.4005462,286490,,58596,7674.8,9955.72,12.6,100144,0,,10291.24
MD,52,6,16685,42517,0,0,6393,1,108568,60140,15104,44,9225,16605,2714,23467,117.5445836,319016,,63029,9888,15734,12.6,110506,0,,12031
OK,53,0,168849,154599,0,0,,0,658739,504657,216050,96,,26869,69283,,33.72304894,2336434,,926741,,145843,11,879663,0,73267,75547
OK,53,1,23981,39207,0,0,7487,0,131718,85043,24100,11,3590,26869,7876,14863,52.92826308,416863,,108831,7701,22582,11,208940,0,,17283
OK,53,2,38093,11167,0,0,1601,0,57515,55844,26350,5,1689,26869,5489,3874,43.54181089,239001,,120267,2559,17460,11,61850,386,,4785
OK,53,3,26848,14728,0,0,2213,0,74113,73628,35867,10,2014,26869,11383,5367,28.14038478,320322,,158290,2860,24571,11,63924,0,,5183
OK,53,4,28126,22331,0,0,2492,0,83917,75851,30981,5,1908,26869,6723,4879,48.28811542,324641,,145002,3918,20775,11,94841,0,,7439
OK,53,5,32325,34055,1,0,6126,0,128334,78083,19929,23,6220,26869,4501,12393,88.28815819,397385,,82444,8631,24022,11,263453,220,,22529
OK,53,6,10333,11364,0,0,2242,0,67848,52352,28779,17,6750,26869,8436,2578,28.71514936,242241,,120201,2669,15572,11,66109,0,,6234
OK,53,7,6347,7405,0,0,1500,0,51068,42065,26137,3,1461,26869,10084,1509,18.79680682,189547,,106153,1690,11959,11,45878,0,,4484
OK,53,8,2796,14342,0,0,3197,0,64226,41791,23907,22,1808,26869,14791,5295,13.95673044,206434,,85553,3334,8902,11,74668,0,,7610
TN,54,0,508736,292081,0,0,,0,941714,559077,309910,63,,239992,41961,,69.4893115,2915841,,1271944,,130190,15.9,1027206,0,63088,95040
TN,54,1,12833,34154,0,0,4067,0,110685,79637,46214,0,1766,239992,5220,23354,73.89789272,385747,,218223,4483,13429,15.9,86591,611,,8082
TN,54,2,23726,51113,0,0,5564,0,112654,73064,18114,7,3988,239992,3805,31437,95.9500657,365090,,113139,6988,17775,15.9,146082,0,,12708
TN,54,3,49741,50479,0,0,7259,0,120712,76020,24615,16,3181,239992,5623,33711,68.67792993,386176,,121670,6833,20206,15.9,162493,0,,10170
TN,54,4,13477,10243,0,0,1716,0,53964,33203,32291,2,949,239992,4260,5382,44.88544601,191212,,136428,1221,7899,15.9,15861,0,,2424
TN,54,5,32783,15896,0,0,2468,0,74291,43330,39531,3,1190,239992,4974,9413,45.41978287,225918,,145772,1945,5996,15.9,42871,1258,,3857
TN,54,6,56797,36073,1,0,5907,0,94179,44554,3964,8,4195,239992,532,21884,483.5845865,257267,,21763,8325,13187,15.9,167402,500,,15920
TN,54,7,52008,22825,0,0,3402,0,90913,58266,42255,0,1734,239992,7041,13075,40.57761682,285707,,165220,4103,11324,15.9,61262,0,,5760
TN,54,8,46753,8781,0,0,1796,0,61270,43707,40438,1,1021,239992,5598,3267,37.77813505,211482,,143026,1821,8623,15.9,8921,0,,2246
TN,54,9,65365,12313,0,0,2081,0,82488,48333,51174,0,1234,239992,4157,5786,59.89704114,248992,,165270,2024,9739,15.9,42781,0,,4837
TN,54,10,155253,50204,1,0,8530,0,140558,58963,11314,26,3986,239992,751,25107,477.0306258,358250,,41433,13621,22012,15.9,292942,1750,,26719
WV,56,0,117754,256274,0,0,,0,519094,410174,78807,93,,0,24090,,78.9528435,1901974,,531452,,115863,43.6,534292,0,46791,53843
WV,56,1,10780,44908,0,0,2853,0,84474,56650,6253,30,1970,0,1430,27618,196.7363636,281333,,42081,6589,18195,43.6,140804,0,,9088
WV,56,2,9898,32114,0,0,3047,0,76578,64509,19653,10,2015,0,7788,12657,38.15703647,297167,,115741,4821,23016,43.6,51631,1000,,5765
WV,56,3,14719,36402,0,0,2949,0,80801,69470,18860,15,1884,0,4720,10372,66.9315678,315917,,116318,4609,21342,43.6,59294,0,,6353
WV,56,4,6387,33418,0,0,4865,0,86387,67147,18562,4,2634,0,3948,18875,81.86474164,323202,,122965,8472,21929,43.6,120063,290,,8307
WV,56,5,41203,46494,0,0,2424,0,82232,70260,11296,8,1543,0,3735,4560,81.854083,305725,,87117,7597,14858,43.6,54480,0,,7237
WV,56,6,34767,62938,0,0,4562,0,108622,82138,4183,26,3274,0,2469,17500,153.3535844,378630,,47230,7047,16523,43.6,108020,0,,13329
AZ,61,0,14993,51704,0,0,559,0,150173,101255,30203,63,1437,15402553,113580,1367,4.395677056,499261,,114022,792,30074,17.4,173981,0,11808,20431
AZ,61,1,7808,14949,0,0,3205,0,54496,38455,10725,22,2636,15402553,9231,3939,20.17040407,186193,,39425,3314,13580,17.4,80399,144,,9594
AZ,61,2,7185,36755,0,0,5061,0,95677,62800,19478,41,3163,15402553,104349,7293,3.000201248,313068,,74597,7183,16494,17.4,93582,0,,10837
CO,62,0,12176,102747,0,0,,0,349735,212299,71642,131,,8927646,103967,,10.80435138,1123296,,251692,,71758,18.5,590756,0,37003,58758
CO,62,1,7836,35614,1,0,6247,0,116688,51291,703,67,8458,8927646,58,17365,5558.827586,322412,,0,12786,20705,18.5,322412,0,,31512
CO,62,2,618,24192,0,0,4805,0,96262,64637,33770,23,4682,8927646,29263,6673,10.90342754,319067,,119177,5636,18666,18.5,87371,0,,9216
CO,62,3,3360,27456,0,0,3791,0,83922,62095,18552,21,3007,8927646,31557,9376,9.790854644,308970,,69457,6903,22325,18.5,144383,918,,12324
CO,62,4,362,15485,0,0,3026,0,52863,34276,18617,20,1859,8927646,43089,2153,4.01139502,172847,,63058,3677,10062,18.5,36590,0,,5641
ID,63,0,595,41976,0,0,,0,158606,107987,56884,101,,11429055,82808,,6.338433485,524873,,200016,,32590,14.5,176708,0,14816,21244
ID,63,1,81,19907,0,0,2682,0,65237,41025,22516,24,1856,11429055,40659,6697,5.231510859,212708,,82117,3473,15194,14.5,57966,0,,7819
ID,63,2,514,22069,0,0,4505,0,93369,66962,34368,77,3608,11429055,42091,5862,7.416431066,312165,,117899,6955,17396,14.5,118742,263,,13425
MT,64,0,1120,52045,0,0,,0,185564,103616,58142,89,,7923698,146316,,3.823614642,559456,,175707,,39430,38.7,211535,0,19802,24095
MT,64,1,614,28871,0,0,3786,0,79114,40186,15807,44,4508,7923698,42922,8184,5.495060808,235859,,53838,6390,17446,38.7,107394,294,,10391
MT,64,2,506,23168,0,0,5052,0,106431,63426,42334,45,4369,7923698,103125,5563,3.137493333,323554,,121864,8493,21981,38.7,104141,0,,13687
NV,65,0,664,16358,0,0,,0,41462,17763,6023,37,,47693938,10980,,10.04071038,110247,,15625,,6517,19.3,43291,0,3570,6555
NV,65,1,664,16358,0,0,2960,0,41462,17763,6023,37,2014,47693938,109802,1823,1.004052749,110247,,15625,5109,6517,19.3,43291,33,,6540
NM,66,0,4672,40880,0,0,,0,140269,119371,44160,37,,15937036,121511,,4.376706636,531818,,177114,,37639,11.7,176401,0,10975,15309
NM,66,1,4672,40880,0,0,8364,0,140269,119371,44160,37,6265,15937036,121511,8973,4.376706636,531818,,177114,9300,37639,11.7,176401,152,,15062
NM,66,2,4672,40880,0,0,8364,0,140269,119371,44160,37,6265,15937036,121511,8973,4.376706636,531818,,177114,9300,37639,11.7,176401,152,,15062
UT,67,0,1235,50511,0,0,,0,148886,129010,27931,226,,24763190,82346,,6.682898987,550310,,94352,,32358,20.5,305493,0,15395,26267
UT,67,1,418,18203,0,0,3155,0,63422,63215,21109,81,2722,24763190,72405,4167,3.541026172,256388,,67568,5902,16948,20.5,90446,0,,7706
UT,67,2,817,32308,0,0,4888,0,85464,65795,6822,145,4542,24763190,9941,12147,29.56664319,293922,,26784,9680,15410,20.5,215047,194,,18541
WY,68,0,956,24994,0,0,,0,86559,49037,24874,41,,19894819,97506,,2.571554571,250742,,72674,,13850,28.2,93577,0,12065,10148
WY,68,1,956,24994,0,0,4120,0,86559,49037,24874,41,7556,19894819,97506,4601,2.571554571,250742,,72674,8993,13850,28.2,93577,1101,,10148
CA,71,0,124306,858260,0,0,,0,2525281,1109319,244160,4580,,21099047,156803,,44.05137019,6907387,,635389,,423146,24.8,4902265,0,223583,465905
CA,71,1,1384,32097,0,1,6220,0,106030,49547,24658,189,9383,21099047,16822,13285,18.36797051,308986,,80762,6740,17815,24.8,95239,0,,12820
CA,71,2,1125,37873,0,0,6748,0,78389,36433,12547,83,2912,21099047,51840,12458,4.205285494,218002,,44409,7264,13834,24.8,31364,0,,8080
CA,71,3,4699,47076,0,0,8119,0,151971,64910,32949,252,12800,21099047,5046,19441,81.13436385,409404,,80210,14050,28521,24.8,213309,0,,22687
CA,71,4,2423,42247,1,1,6875.5,0,135653,38397.5,320,438,9649.5,21099047,23,22526.5,13794.26087,317268,4953991,0,15424.5,22676.5,24.8,317268,0,,39720.5
CA,71,5,2423,42247,1,1,6875.5,0,135653,38397.5,320,438,9649.5,21099047,23,22526.5,13794.26087,317268,4953991,0,15424.5,22676.5,24.8,317268,0,,39720.5
CA,71,6,6749.5,53876,1,1,7849,0,133082.5,56266,5783,407,5241,21099047,734,38032,486.3153951,356955.5,3415334,15987.5,14558,20358.5,24.8,287820,800,,18745.5
CA,71,7,6167.5,34217,1,1,5770,0,95565.5,38702,2343,331,4212,21099047,366,22028,700.8346995,256505.5,3415334,5603.5,11491,15727.5,24.8,236034,0,,15865.5
CA,71,8,1606,38835,0,1,8607,0,123029,55700,16721,411,5945,21099047,3960,18454,86.66161616,343180,,41593,8523,20136,24.8,217220,1473,,16089
CA,71,9,4642,26700,0,0,6142,0,104149,63347,34843,125,2918,21099047,11622,9006,27.85518844,323733,,118519,6139,21105,24.8,116967,0,,16638
CA,71,10,5253,25943,0,0,4099,0,82096,57254,23614,76,2474,21099047,14410,5045,19.25357391,277444,,77808,5285,22356,24.8,80767,0,,12428
CA,71,11,1359,26106,0,1,4922,0,88346,43516,22942,131,3866,21099047,11252,4586,21.90881621,246518,,45559,4221,14812,24.8,123562,0,,18328
CA,71,12,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,13,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,14,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,15,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,16,8272.99,40884.91,1,1,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,17,8272.99,40884.91,1,1,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,18,8272.99,40884.91,1,1,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,19,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,20,8272.99,40884.91,1,0,7198.51,0,114068.24,47731.2,2856.7,157.52,5150.31,21099047,452,22565.18,677.921969,306420.73,15674286,3959.78,8262.65,17791.62,24.8,261090.28,399,,21982.73
CA,71,21,2817.508,22252.172,0,0,3625.292,0,61857.808,35858.04,9040.64,61.184,2249.852,21099047,20131,7437.656,9.663489941,194535.716,,16771.976,6853.38,12467.904,24.8,124479.576,0,,12209.116
CA,71,22,4907,28173,0,1,5623,0,97623,57104,24640,92,6505,21099047,12245,7146,24.17509187,296024,,53432,4899,17013,24.8,157011,0,,18438
CA,71,23,4444,33397,1,1,5724,0,107296,45174,7781,131,25274,21099047,4258,12263,67.953969,289348,,19168,4703,13846,24.8,238891,0,,16676
OR,72,0,2565,138658,0,0,,0,389798,176475,69086,306,,15225971,96350,,11.30964193,1089684,,256283,,63584,31.8,531675,0,39346,57163
OR,72,1,162,37684,0,1,5368,0,103479,54041,25571,60,4594,15225971,9461,24766,32.6608181,309004,,107044,5233,16772,31.8,82687,0,,9256
OR,72,2,288,25743,0,0,4016,0,77602,36973,24459,42,2159,15225971,66840,13925,3.15665769,210991,,70575,5298,10161,31.8,68117,0,,9069
OR,72,3,2040,47872,1,0,7733,0,136950,48533,3076,157,6419,15225971,424,25797,837.4976415,355099,11768999,10091,15882,24701,31.8,305394,515,,30904
OR,72,4,75,27359,0,1,3583,0,71767,36928,15980,47,1815,15225971,19625,17081,10.93452229,214590,,68573,4390,11950,31.8,75477,670,,7934
WA,73,0,7424,230426,0,0,,0,607672,283840,80728,503,,1626578,66977,,25.92219717,1736191,,335450,,108829,43.2,921969,0,62007,94277
WA,73,1,3065.74,59562.72,1,1,9621.1,0,156337.2,61588.73,5515.96,199.74,9024.55,1626578,1114,34229.98,370.7561939,413022.4,11310736,26220.81,15469.45,25145.49,43.2,294150.22,0,,30598.82
WA,73,2,302.38,30521.64,0,1,3411.7,0,72713.4,39903.01,13002.52,75.38,3144.35,1626578,10643,20331.26,21.78237339,231829.8,,66885.97,4570.65,15607.13,43.2,93353.14,0,,8294.34
WA,73,3,227,42909,0,1,4325,0,87108,45386,10880,43,5082,1626578,10687,32360,24.16964536,258301,,67647,5474,16613,43.2,105313,600,,8416
