STATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
MI,23,17,3,22368,7055,56014,81740,1,0,7316,175719,0,63115,404,5583,0,57207,12919,10123,101,77055,0,3989,0,0,238,4027,406684,26497792,1996,11166,11558,45,394077,0,,29944
MI,23,18,3,20821,7055,18124,72105,0,0,9200,152363,0,74795,2760,4324,0,31848,10405,10123,877,68271,0,4031,0,0,135,452,396001,0,13278,8290,5382,45,286928,0,,27951
OH,24,0,,,,513072,1393672,,,,3201109,,1274990,205350,,,,258679,0,41000,,,,,,8101,194,7946627,,,,141504,38,,,,
OH,24,1,4,32281,9758,44141,58773,1,0,8199,147501,0,51271,1140,5727,2,12541,10983,0,155,47659,0,3340,0,0,161,2289,354736,0,4214,11531,7275,38,328131,0,1200000,30134
OH,24,2,4,33598,9758,45942,61171,1,0,8534,153522,0,53364,1186,5961,2,13053,11431,0,259,49604,0,3340,0,0,167,1426,369216,0,4386,12002,7572,38,341525,22,,31364
OH,24,3,4,40057,9758,44993,104784,1,0,10432,225411,0,83350,5086,5519,2,12927,24606,0,936,97307,0,3712,2,1,775,583,545644,0,24233,10069,8077,38,439845,989,,41039
OH,24,4,4,31406,9758,6125,49051,0,0,6602,118966,0,54665,20189,2507,2,3033,8641,0,3113,37072,0,3066,1,0,112,98,305808,0,77489,6840,3645,38,127376,0,,22743
OH,24,5,3,27722,9758,921,36753,0,1,5034,95330,0,49105,21406,1626,0,5377,8247,0,3846,23901,0,3006,2,0,137,67,256470,0,78348,6509,2937,38,80526,0,,16926
OH,24,6,4,32381,9758,8363,41561,0,0,6127,109208,0,59815,23933,1851,2,2012,9654,0,4743,25010,0,2378,0,0,98,67,316937,0,93518,8375,5296,38,93569,2116,,19813
OH,24,7,4,32673,9758,19814,49038,0,0,6778,124792,0,56590,18420,2440,2,3587,15568,0,3430,34524,0,3042,2,2,2848,98,335739,0,65980,7493,4372,38,161752,0,,22170
OH,24,8,4,28203,9758,1839,37447,0,0,4637,95416,0,44855,16498,1584,2,3170,6797,0,3169,26749,0,2918,2,1,70,79,251581,0,60005,8103,3999,38,135630,0,,17818
OH,24,9,3,33964,9758,26510,73859,1,1,7771,168872,0,60665,1955,4560,0,22763,11746,0,343,61222,0,3938,1,0,152,1153,395551,35724536,9824,16246,10293,38,353218,0,,35913
OH,24,10,4,26885,9758,5049,34872,0,0,4449,83585,0,48345,13976,1199,2,1812,8221,0,3622,18669,0,2272,0,0,85,70,253267,0,69258,7305,4560,38,94256,0,,14644
OH,24,11,3,29146,9758,8498,67530,0,1,7361,136780,0,59331,10277,2461,0,25648,10094,0,2345,54296,0,3407,0,0,186,147,345390,15133969,54230,13022,5286,38,175750,0,,19608
OH,24,12,4,42369,9758,51636,76023,1,0,11687,210571,0,69725,3152,10369,2,13418,27267,0,538,50045,0,3741,3,1,1438,936,503410,0,10713,19428,10594,38,441819,0,,48012
OH,24,13,3,26235,9758,10139,57744,0,1,5768,115555,0,46790,8545,2042,0,18396,6553,0,1666,47503,0,3397,0,0,100,172,286194,0,37846,10682,3572,38,176600,0,,19249
OH,24,14,4,31150,9758,26865,85214,1,0,7267,185232,0,70435,3991,4615,2,30296,10877,0,837,82913,0,3493,1,1,409,538,450449,0,20024,11080,11247,38,365259,0,,34280
OH,24,15,4,28356,9758,4854,34169,0,0,4316,81777,0,40650,15155,1336,2,3833,6330,0,3500,19935,0,2366,0,0,74,65,226341,0,61682,5179,3100,38,78455,0,,14980
OH,24,16,4,37500,9758,13886,79203,0,0,7166,163303,0,69445,9481,3089,2,19877,9838,0,1675,67084,0,3238,0,0,141,246,412230,0,44503,11037,6402,38,263100,0,,30973
OH,24,17,4,31958,9758,6250,50565,0,0,6312,120240,0,55400,17607,2429,2,6208,8733,0,3552,39427,0,3024,0,0,114,87,310456,0,72503,7533,3629,38,147955,0,,20781
OH,24,18,4,31282,9758,9078,63499,0,0,4794,120305,0,57085,8728,1925,2,19732,6553,0,2272,41997,0,2970,0,0,78,141,321248,0,45495,8807,5598,38,159886,0,,20291
OH,24,19,4,24248,9758,26982,67629,0,0,5802,130753,0,49674,2573,2651,2,34458,7544,0,543,59988,0,2475,2,0,92,583,316428,0,16551,8445,6599,38,249831,0,,22351
OH,24,20,3,32098,9758,45356,79436,1,1,8919,184197,0,58329,616,6546,0,54786,14699,0,114,70830,0,2901,0,0,259,3657,416860,20426617,686,15087,8235,38,408939,842,,34229
OH,24,21,3,33168,9758,46868,82084,1,0,9217,190337,0,60273,636,6764,0,56612,15189,0,57,73191,0,2901,0,0,268,7557,430755,20426617,709,15590,8510,38,422571,0,,35369
OH,24,22,3,23539,9758,33261,58253,1,1,6541,135078,0,42775,451,4800,0,40176,10779,0,114,51942,0,2901,0,0,190,2682,305697,20426617,503,11064,6039,38,299889,0,,25101
OH,24,23,3,18189,9758,25702,45014,1,1,5054,104378,0,33053,349,3709,0,31045,8329,0,228,40137,0,2901,0,0,147,1036,236220,20426617,389,8549,4667,38,231732,0,,19396
WI,25,0,,,,28182,524384,,,,1396383,,590825,248900,,,,105310,5406,54705,,,,,,2363,63,3434575,,,,41100,39,,,,
WI,25,1,7,31531,3741,3742,64447,0,1,6490,145232,0,54350,17426,2497,3,29764,8668,5406,2477,59770,0,3473,0,0,136,139,343357,0,50460,6621,3956,39,222907,0,458000,25424
WI,25,2,7,35714,3741,1073,52889,0,0,9285,160142,0,62800,28761,4169,3,17838,20593,5406,3987,36474,0,3312,1,0,211,98,389961,0,201771,8086,3599,39,80733,0,,29663
WI,25,3,7,31187,3741,214,30679,0,0,5397,115190,0,56225,41771,1585,3,7983,8586,5406,7566,16240,0,2583,0,0,145,40,300025,0,111019,6536,3654,39,100600,1176,,18933
WI,25,4,7,33536,3741,11065,88218,1,1,9483,192631,0,65320,917,7013,3,41170,14678,5406,120,80273,0,3926,1,0,598,3629,435524,0,,14494,5253,39,413312,0,,36343
WI,25,5,7,33536,3741,11065,88218,1,1,9483,192631,0,65320,917,7013,3,41170,14678,5406,120,80273,0,3926,0,0,598,3629,435524,0,,14494,5253,39,413312,0,,36343
WI,25,6,7,30394,3741,135,54371,0,1,6095,128711,0,53785,22269,2425,3,14817,7314,5406,2662,45507,0,2418,0,0,216,119,315666,0,64417,6642,2544,39,172929,0,,21988
WI,25,7,7,28548,3741,82,37030,0,0,4502,116621,0,58865,36557,2673,3,12993,7103,5406,8108,26501,0,2915,0,0,82,37,303389,0,108500,5691,3914,39,108350,1275,,20402
WI,25,8,7,30564,3741,197,52777,0,1,6498,139607,0,67435,28835,2506,3,13264,8257,5406,6563,40402,0,3015,0,0,182,55,360610,0,89039,8370,4295,39,191024,0,,26707
WI,25,9,7,29647,3741,256,27167,0,0,5047,113120,0,57195,44685,1746,3,12574,8021,5406,8635,15799,0,2470,0,0,109,35,300866,0,129980,5807,3808,39,80530,0,,18008
WI,25,10,9,24889,3741,354,28588,0,1,4268,92499,0,49530,26763,1255,0,23399,7412,5406,14468,13405,0,2561,0,0,87,17,249654,68311332,85295,8645,4824,39,82841,0,,17128
IA,31,0,,,,19692,293120,,,,1020881,,455610,278706,,,,85932,0,56045,,,,,,929,47,2621073,,,,18701,26,,,,
IA,31,1,7,39617,2685,3226,47184,0,0,7480,146140,0,59125,29646,3400,3,9479,16520,0,5946,29844,0,3120,0,0,170,63,372574,0,85347,9278,3277,26,211478,431,329000,29660
IA,31,2,7,43793,2685,1249,50254,0,0,7921,164263,0,72050,44844,3794,3,11930,10334,0,7938,31715,0,3032,0,0,134,52,414421,0,122060,10821,2728,26,205302,0,,32562
IA,31,3,7,36822,2685,3283,46066,0,0,7629,146419,0,64680,40515,2912,3,12798,9796,0,7466,18952,0,3178,0,0,93,49,367137,0,109132,8719,2405,26,178363,0,,28998
IA,31,4,7,31683,2685,1065,26569,0,0,4317,95253,0,45370,32542,1624,3,4796,6958,0,7269,13358,0,2492,0,0,66,35,252926,0,91525,6545,1749,26,95516,0,,16923
IA,31,5,7,33531,2685,8685,42532,0,0,8940,143647,0,56545,15564,8687,3,10188,17807,0,3464,22471,0,3358,0,0,221,101,350784,0,49865,10347,3124,26,253536,1872,,33794
IA,31,6,7,29741,2685,450,25784,0,0,6337,110950,0,56315,42526,2062,3,10647,8010,0,8798,8088,0,3037,0,0,73,34,300341,0,124120,7180,1678,26,89206,0,,21546
IA,31,7,10,29926,2685,821,24703,0,0,5678,99541,0,48325,37184,2312,1,7238,8302,0,7995,5563,0,2670,0,0,79,33,266253,0,103135,9221,1727,26,90602,0,,19309
IA,31,8,10,27885,2685,913,30028,0,0,6652,114668,0,53200,35885,2848,1,15474,8205,0,7169,11993,0,3192,1,0,93,41,296637,0,97466,7302,2013,26,126935,0,,26682
KS,32,0,,,,73158,224263,,,,725509,,319405,160490,,,,73383,2399,82108,,,,,,13387,23,1905299,,,,17888,25,,,,
KS,32,1,10,35573,2087,14018,31804,0,0,7599,121166,0,49990,29615,3444,1,6833,19301,2399,8248,10917,0,2724,3,3,7160,39,319297,0,79926,11098,2568,25,156944,2060,268000,23186
KS,32,2,10,34253,2087,34043,52766,0,0,9324,139937,0,57210,17160,4994,1,8137,12962,2399,4592,27447,0,3042,1,1,913,78,359473,0,52202,17957,3963,25,249670,0,,29231
KS,32,3,11,29283,2087,7390,27769,0,0,4840,82568,0,39100,16339,1751,1,4294,7675,2399,6079,11391,0,2345,0,0,68,37,227270,0,52094,8826,3330,25,120789,0,,17206
KS,32,4,11,42129,2087,13079,56443,0,0,12323,172750,0,72545,28640,5805,1,8047,14771,2399,12247,28702,0,2942,2,2,5030,37,448435,0,83593,14521,3933,25,275207,248,,37686
KS,32,5,11,27846,2087,3275,33997,0,0,9338,117196,0,57340,33892,2479,1,4763,10028,2399,27859,6546,0,3000,1,1,76,11,311283,0,88101,9661,2249,25,118361,0,,24911
KS,32,6,10,25134,2087,1353,21484,0,0,6921,91892,0,43220,34844,1857,1,5218,8646,2399,23083,3109,0,2578,1,1,140,10,239541,0,87823,5674,1845,25,72249,0,,18028
MN,33,0,,,,14022,355237,,,,1185767,,519130,256083,,,,102029,93142,80009,,,,,,2187,37,2982483,,,,41895,39,,,,
MN,33,1,7,33224,3690,194,35405,0,0,7184,133399,0,61300,41843,2583,3,12218,9522,93142,7156,20927,0,2935,0,0,86,47,337730,,111167,6383,3568,39,144296,0,434000,24795
MN,33,2,7,29945,3690,134,30650,0,0,7359,122315,0,85240,45750,2300,3,13436,8283,93142,7804,18004,0,2907,0,0,106,41,321397,0,124360,5918,2791,39,113616,0,,23588
MN,33,3,7,37928,3690,3627,63831,0,0,10463,183829,0,64605,10060,9281,3,33656,17295,93142,2170,42653,0,3555,2,1,636,200,433205,0,32412,16970,6604,39,342790,0,,42310
MN,33,4,7,29696,3690,5748,55177,1,0,8017,148491,0,54140,859,7770,3,26091,15298,93142,160,37506,0,3753,0,0,310,2221,355332,0,1456,18695,5083,39,335798,0,,35066
MN,33,5,7,29431,3690,3481,50816,1,0,8239,149125,0,46780,2054,8498,3,27847,14155,93142,71,34691,0,3833,0,0,577,4765,338290,0,6057,14310,5596,39,306152,904,,36864
MN,33,6,9,28752,3690,169,27417,0,0,5344,118113,0,68090,48483,1435,0,17392,9228,93142,14421,10004,0,2303,0,0,113,23,326328,0,149907,7536,4394,39,71466,1379,,18711
MN,33,7,7,28060,3690,121,21535,0,0,6350,113632,0,60400,52176,1802,3,16134,8175,93142,12687,4185,0,2708,0,0,71,24,305519,0,145965,5659,3062,39,65749,0,,21828
MN,33,8,9,27786,3690,439,50686,0,1,5218,115983,0,19940,8900,2341,0,42730,11949,93142,16468,20743,0,3171,1,0,220,18,291558,87414184,41401,13549,6827,39,178706,0,,22008
MN,33,9,9,23950,3690,110,19721,0,0,5059,100880,0,58635,45958,1316,0,17614,8125,93142,19072,4732,0,2426,0,0,69,14,273125,0,127074,6234,3970,39,66525,0,,17482
MO,34,0,,,,297088,534223,,,,1574167,,628915,261593,,,,124528,643,69226,,,,,,2841,57,3954653,,,,52350,40,,,,
MO,34,1,8,39867,5419,76114,79637,1,0,7597,189934,0,53961,204,7662,7,20653,15568,643,31,61594,0,3205,0,0,477,13681,424114,0,0,18748,8505,40,424114,0,560000,38537
MO,34,2,8,29249,5419,18357,57973,1,0,11460,163644,0,66845,3089,8422,7,15195,12048,643,1100,49630,0,3998,0,0,574,377,414917,0,10281,14802,3453,40,355996,622,,34980
MO,34,3,8,39867,5419,76114,79637,1,0,7597,189934,0,53961,204,7662,7,20653,15568,643,31,61594,0,3205,4,1,477,13681,424114,0,0,18748,8505,40,424114,0,,38537
MO,34,4,10,37004,5419,21517,42718,0,0,8006,134440,0,47044,20627,5538,1,7068,10701,643,5620,22844,0,2796,1,1,169,57,322205,0,62444,13493,4076,40,204568,375,,30382
MO,34,5,10,32852,5419,37380,56761,1,0,9873,160435,0,45761,1714,9008,1,11264,12859,643,151,35455,0,3384,1,0,236,2365,357083,0,5491,19380,5330,40,332802,0,,43420
MO,34,6,10,43807,5419,5760,38785,0,0,7049,128243,0,53760,35865,2922,1,4148,9334,643,8592,18651,0,2470,0,0,170,39,336214,0,104841,10749,3079,40,145381,0,,26582
MO,34,7,11,45837,5419,3657,41447,0,0,7987,147768,0,71950,44795,2827,1,2499,11008,643,10813,20209,0,1862,1,1,167,37,402442,0,154006,11576,4349,40,156287,0,,31029
MO,34,8,8,28204,5419,1599,34334,0,0,4983,94371,0,59225,27974,1001,7,2307,7583,643,13260,17948,0,1900,1,1,106,21,276499,0,115789,5508,2929,40,53338,0,,13753
MO,34,9,8,48579,5419,11173,42269,0,0,7371,137815,0,55325,48947,1931,7,2848,10109,643,13624,22727,0,2050,0,0,177,26,353791,0,145063,8548,3289,40,99793,0,,21565
MO,34,10,8,24732,5419,30473,29124,0,0,5575,109927,0,70830,42379,1317,7,923,6511,643,6402,13661,0,1570,0,0,125,52,332680,0,150341,5944,6106,40,102257,154,,18697
MO,34,11,10,37734,5419,14944,31538,0,0,6949,117656,0,50255,35795,2189,1,2125,13240,643,10206,11604,0,2076,1,1,164,30,310594,0,115240,9368,2730,40,128639,0,,20223
NE,35,0,,,,19234,135647,,,,523329,,225395,149529,,,,50287,15553,76663,,,,,,3455,17,1325510,,,,11680,20,,,,
NE,35,1,10,41132,1635,1794,37070,0,0,10372,146343,0,58600,41321,4314,1,12835,18218,15553,16360,11507,0,2723,3,2,432,23,369970,0,104978,11214,2984,20,169248,248,171000,29895
NE,35,2,10,29876,1635,16699,48560,1,0,8811,141208,0,52875,10023,9088,1,20377,12202,15553,2127,25826,0,3296,2,1,2799,161,341641,0,27085,19366,3491,20,282569,439,,32605
NE,35,3,10,31613,1635,270,22162,0,0,5954,113558,0,50115,52239,1865,1,12216,8542,15553,13572,4863,0,2473,1,0,112,22,298104,0,140211,5998,1957,20,62134,0,,19816
NE,35,4,10,27758,1635,471,27855,0,0,7683,122220,0,63805,45946,2020,1,10668,11325,15553,44588,4719,0,2581,0,0,112,7,315795,0,119161,10244,3248,20,107954,225,,23776
ND,36,0,,,,257,41179,,,,232353,,121215,98455,,,,21761,84547,70057,,,,,,234,9,619636,,,,8811,16,,,,
ND,36,1,9,48196,656,257,41179,0,0,11256,232353,0,121215,98455,4027,0,48382,21761,84547,70057,6519,0,2896,0,0,234,9,619636,0,254487,15577,8811,16,164817,0,73000,42800
ND,36,2,9,48196,656,257,41179,0,0,11256,232353,0,121215,98455,4027,0,48382,21761,84547,70057,6519,0,2896,0,0,234,9,619636,0,254487,15577,8811,16,164817,0,73000,42800
SD,37,0,,,,727,51376,,,,249141,,118410,97190,,,,26254,387528,76536,,,,,,2949,9,652740,,,,6873,14,,,,
SD,37,1,10,42561,593,520,38270,0,0,11558,191414,0,88910,76649,3978,1,23853,17955,387528,35014,9539,0,2750,0,0,157,14,493641,0,200049,10315,4831,14,160882,224,86000,36997
SD,37,2,10,12735,593,207,13106,0,0,3545,57727,0,29500,20541,957,1,6137,8299,387528,41522,2242,0,2443,2,1,2792,4,159099,0,53496,2675,2042,14,55828,980,,9531
VA,40,0,,,,734211,463530,,,,1196676,,3250,164673,,,,173525,0,39893,,,,,,108935,83,3301429,,,,46512,18,,,,
VA,40,1,2,19914,2578,101438,41185,0,1,6906,103646,0,48660,11623,2061,1,2401,16994,0,2833,17079,0,2468,11,6,20993,108,307144,20615577,40338,7256,6632,18,162579,532,433000,18564
VA,40,2,2,18834,2578,111985,60834,0,1,8610,144942,0,66435,2910,4019,1,541,33538,0,908,22459,0,1457,12,2,53771,484,439671,35930337,5251,14290,8834,18,380608,0,,34467
VA,40,3,2,23729,2578,87096,54880,1,0,10630,149630,0,45645,1884,8498,1,85,18028,0,737,31998,0,3316,1,0,591,453,334127,0,10608,14004,6415,18,274175,0,,35928
VA,40,4,2,23363,2578,167139,43133,0,0,7352,119720,0,69580,35409,1625,1,9515,10776,0,7405,28680,0,1558,1,1,6499,46,338514,0,136574,5674,3554,18,87187,0,,18562
VA,40,5,2,20473,2578,76333,50102,0,0,6269,120018,0,69955,33055,1299,1,4820,6706,0,5841,38200,0,1580,0,0,56,54,315249,0,141119,4487,3633,18,77428,0,,14748
VA,40,6,2,25212,2578,46668,54184,0,0,8873,125763,0,53560,10722,2980,1,1186,11328,0,3191,31297,0,2232,0,0,157,101,322181,0,58512,15771,4460,18,188808,2000,,23516
VA,40,7,2,24406,2578,25008,37885,0,0,7615,94024,1,53335,20742,1211,1,1734,7676,0,6181,23155,0,1620,0,0,104,42,258220,0,89911,5098,2830,18,81801,0,,13517
VA,40,8,2,24626,2578,82210,45032,0,1,10562,118619,1,60645,25287,2055,1,3611,13832,0,7608,21103,0,1636,2,0,5532,43,328363,0,110552,7047,3233,18,45835,1081,,18213
VA,40,9,4,21645,2578,12362,48475,0,0,5527,105057,0,77940,21595,1058,2,990,6856,0,4797,16388,0,1809,0,0,83,74,354632,0,129894,6081,4742,18,63308,0,,14156
VA,40,10,2,12322,2578,23972,27820,0,0,10233,115257,1,50585,1446,5292,1,4280,47791,0,448,6706,0,4761,7,2,21149,677,303328,0,7873,10309,2179,18,231732,0,,18186
AL,41,0,,,,979617,384682,,,,1076406,,637895,248121,,,,97635,24530,51078,,,,,,8820,60,3061743,,,,45100,25,,,,
AL,41,1,5,23211,1569,158012,47616,0,1,6891,136531,0,78210,22741,2839,0,2609,15588,24530,7389,25197,0,1930,1,1,1731,50,371119,0,88396,10715,9102,25,193811,0,360000,22769
AL,41,2,5,26096,1569,143403,39673,0,1,7771,132796,0,76360,33898,2883,0,2123,14960,24530,8022,19917,0,1714,3,2,3614,46,370389,0,83224,6735,4198,25,165930,285,,23080
AL,41,3,5,19738,1569,129587,32322,0,0,5317,107767,0,65210,37004,1426,0,513,9799,24530,6339,19928,0,1373,1,1,442,48,303587,0,80020,3330,2761,25,106014,2157,,15769
AL,41,4,5,20336,1569,102468,42512,0,0,4891,103742,0,66790,21983,1520,0,664,10281,24530,5455,28808,0,1788,4,3,1792,55,301665,0,93214,4342,3783,25,106681,0,,14868
AL,41,5,5,19614,1569,48163,45767,0,0,4671,112161,0,65690,31434,1344,0,492,6530,24530,4968,36491,0,1798,1,0,92,63,310683,0,71240,3601,3700,25,113191,0,,14664
AL,41,6,5,18709,1569,102672,26296,0,0,3943,80805,0,53430,25261,976,0,566,8866,24530,6420,14319,0,1401,0,0,100,39,250726,0,88799,3262,2416,25,57743,964,,11021
AL,41,7,5,17988,1569,27237,24941,0,0,3222,84874,0,62490,36740,703,0,562,6085,24530,6331,10700,0,1188,0,0,71,43,273187,0,84675,3334,2599,25,38290,0,,10262
AL,41,8,5,20113,1569,59616,30324,0,0,6023,104620,0,66920,36647,1569,0,568,11592,24530,5036,16881,0,1609,1,0,133,64,321459,0,75047,4992,4943,25,110731,0,,15470
AL,41,9,5,32843,1569,208459,95231,1,0,12042,213110,0,102805,2413,7993,0,5189,13934,24530,1118,52444,0,2722,1,1,845,500,558928,0,95698,18716,11598,25,448546,339,,46245
AR,42,0,,,,426639,183024,,,409,646124,,388350,210153,112,,,52370,131842,52675,1071,,1810,,,1503,36,1909511,,,428,30328,22,,,,1507
AR,42,1,8,25783,999,129245,25110,0,0,4968,131667,0,82580,56581,1383,7,1411,6837,131842,6838,8930,0,1320,1,1,132,60,407480,0,90142,4719,8567,22,99132,0,216000,18870
AR,42,2,11,17530,999,25122,15982,0,0,3525,71319,0,54300,33865,573,1,716,4599,131842,8529,6674,0,1225,0,0,54,26,224278,0,65627,2960,2685,22,32358,0,,9723
AR,42,3,11,30115,999,6546,31318,0,0,7389,111995,0,63520,37929,1739,1,1981,10014,131842,11321,10613,0,1571,1,1,197,29,324123,0,82940,5591,4487,22,102051,254,,20638
AR,42,4,8,26644,999,103114,42443,0,0,6241,114319,0,71635,28024,1398,7,800,8964,131842,12166,22797,0,1597,0,0,217,28,337181,0,107649,6090,4710,22,108917,0,,18406
AR,42,5,11,21960,999,55761,34513,0,0,7526,105868,0,50575,13588,3116,1,1979,13099,131842,4301,14986,0,2212,1,1,207,66,283437,0,54134,9271,4237,22,175902,2520,,23751
AR,42,6,8,26963,999,106851,33658,0,0,5223,110956,0,65740,40166,1454,7,1950,8857,131842,9521,15465,0,1351,3,0,696,35,333012,0,80403,6665,5642,22,112231,0,,17365
FL,43,0,,,,603101,348389,,,,1057489,,448400,116015,,,,107969,20203,54262,,,,,,41282,51,2771305,,,,47864,17,,,,
FL,43,1,5,53194,2644,61204,58000,0,1,15014,161743,0,65430,10743,6024,0,27366,13922,20203,2543,22811,0,2368,1,1,5129,172,436365,0,83682,11498,7916,17,330073,518,435000,44853
FL,43,2,5,19201,2644,83742,48293,1,1,10306,126108,0,50275,1535,6097,0,6327,15951,20203,1375,15750,0,2804,4,2,7860,232,318352,0,61757,15776,5264,17,252630,0,,34074
FL,43,3,5,25033,2644,106285,43416,0,1,9021,128265,0,78700,22233,2416,0,3889,24254,20203,11347,15406,0,2002,11,3,17491,36,404824,0,150705,6325,5200,17,172816,0,,25150
FL,43,4,5,39223,2644,68104,65813,1,1,21757,219082,0,67645,4421,10839,0,54925,17771,20203,3048,15882,0,3107,5,3,9493,172,525041,0,28261,22520,12716,17,492512,446,,62488
FL,43,5,5,40202,2644,96043,44251,0,1,11526,142334,0,59415,21734,4702,0,11218,11621,20203,9545,11488,0,2059,4,3,840,39,371454,0,143803,8751,5844,17,197972,0,,36478
FL,43,6,5,23849,2644,77424,35836,0,1,12832,121467,0,46070,20874,4695,0,17363,8223,20203,11090,7232,0,2374,4,1,220,26,284362,0,83265,6101,5446,17,185880,0,,29481
FL,43,7,5,21500,2644,44236,29326,0,1,5881,86189,0,39015,16102,2308,0,4402,6629,20203,5467,9223,0,2245,0,0,99,40,220479,0,77646,4559,3615,17,121024,0,,20763
FL,43,8,5,15272,2644,66063,23454,0,1,4221,72301,0,41850,18373,1076,0,1667,9598,20203,9847,10535,0,1676,0,0,150,21,210428,0,95490,3077,1863,17,60983,375,,12264
GA,44,0,,,,1062762,498451,,,,1299254,,672445,261437,,,,111622,0,58483,,,,,,37670,59,3444578,,,,44319,15,,,,
GA,44,1,5,21445,2255,144238,40856,0,1,6449,127599,0,73680,31663,2460,0,2325,9937,0,7942,20982,0,1587,2,2,2650,44,350052,0,87274,8887,5494,15,158060,0,402000,18914
GA,44,2,5,18476,2255,118287,27813,0,0,4221,106723,0,76530,40879,1539,0,1981,7120,0,6088,14089,0,1438,0,0,1672,47,285665,0,62049,3892,3258,15,101263,0,,15172
GA,44,3,5,23298,2255,162723,42809,0,0,6306,131818,0,73115,36432,2113,0,1598,12418,0,7831,24265,0,1724,6,4,21164,49,383148,0,101102,5599,4557,15,164030,0,,18488
GA,44,4,5,20517,2255,98507,55119,0,0,6322,118946,0,60890,21623,1565,0,558,7434,0,4657,42111,0,1922,0,0,1177,64,298251,0,99033,4750,3635,15,103144,0,,14747
GA,44,5,5,37732,2255,165177,89372,1,0,19444,264035,0,81040,5433,14018,0,4817,27886,0,1233,48618,0,2939,0,0,2595,510,628324,0,94474,26990,7701,15,504153,300,,59801
GA,44,6,5,21756,2255,133445,47503,0,0,5527,125521,0,64810,25538,2194,0,943,13111,0,6320,29322,0,1673,0,0,397,53,332490,0,81737,6611,4460,15,141051,412,,17498
GA,44,7,5,22232,2255,34964,59575,0,0,7681,124807,0,67960,19052,2179,0,671,8851,0,4236,44709,0,1565,5,2,581,79,333166,0,138372,5943,5583,15,124440,0,,16777
GA,44,8,5,14999,2255,74145,30189,0,1,4283,94690,0,60180,30483,1314,0,832,6602,0,9692,13685,0,3802,2,1,187,28,267014,0,78611,5315,2547,15,90663,0,,12779
GA,44,9,5,17021,2255,17369,36081,0,0,4970,86355,0,51840,24198,787,0,340,5867,0,5384,25303,0,1496,0,0,73,46,246227,0,96695,2872,2732,15,36132,0,,10589
GA,44,10,5,22179,2255,113907,69134,0,0,6678,118760,0,62400,26136,2023,0,1480,12396,0,5100,24726,0,1756,1,1,7174,63,320241,0,83349,5112,4352,15,136511,1545,,16986
LA,45,0,,,,882428,316752,,,,917802,,520140,147299,,,,89209,6769,45162,,,,,,10824,59,2683516,,,,42194,20,,,,
LA,45,1,8,24384,2240,110688,48923,1,1,9347,139539,0,54063,1106,5930,7,8564,15811,6769,2019,18439,0,2465,7,3,2309,174,350480,47082734,3094,18912,8466,20,327793,0,330000,33180
LA,45,2,8,24890,2240,191931,56021,1,1,10474,148988,0,66277,3242,5579,7,8075,15373,6769,1212,25442,0,2341,0,0,1905,324,392722,47082734,9753,19554,8634,20,345355,480,,33846
LA,45,3,8,17765,2240,78051,35478,0,1,6671,96820,0,56510,22536,1227,7,1261,7346,6769,6326,9372,0,1872,1,0,72,47,299747,0,72688,5944,4399,20,118600,0,,18027
LA,45,4,8,23412,2240,135489,38391,0,0,8411,115841,0,64190,18269,2796,7,2303,10017,6769,5256,14582,0,2246,2,1,6141,63,333069,0,74171,8820,3476,20,175607,296,,23933
LA,45,5,8,23000,2240,132099,30793,0,0,7709,103553,0,71230,33062,1373,7,1137,9325,6769,8692,14075,0,1675,0,0,93,37,323891,0,136474,5535,3629,20,97633,0,,17774
LA,45,6,8,26622,2240,153879,48745,0,1,11278,140056,0,79935,27732,2484,7,3974,15110,6769,6480,27006,0,2253,1,1,134,64,417898,16489779,101959,6654,5928,20,199630,0,,25249
LA,45,7,8,17335,2240,85781,34100,0,1,7347,99634,0,68615,24312,1398,7,1423,7270,6769,7429,14018,0,1988,1,1,77,43,315933,15396366,92831,6008,4646,20,137242,0,,18572
LA,45,8,8,18939,2240,72674,24301,0,0,5423,73371,0,59320,17040,1182,7,1359,8957,6769,8099,9543,0,1562,1,1,93,31,249776,0,76485,4353,3016,20,69850,452,,13200
MS,46,0,,,,986494,185822,,,,742827,,455450,295679,,,,58908,15893,47248,,,,,,14069,46,2178914,,,,25976,15,,,,
MS,46,1,5,29405,977,130722,29989,0,0,4991,129468,0,81395,60498,1066,0,508,9707,15893,8872,16649,0,1126,1,0,138,43,383521,0,221428,4558,3284,15,77633,0,224000,16719
MS,46,2,8,20214,977,131906,14847,0,0,3646,85119,0,57385,48695,540,7,597,6479,15893,6744,5886,0,882,0,0,95,39,262838,0,181265,2353,1741,15,27583,0,,9038
MS,46,3,8,26899,977,284906,22582,0,0,4930,138824,0,85880,72602,1308,7,2536,7654,15893,6391,5181,0,881,1,0,147,65,412547,0,255207,3989,7174,15,87657,0,,18327
