STATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
SD,37,0,,71513,1084,1114,63373,0,0,15277,248380,0,161869,53262,,18577,32777,420206,76378,15823,0,4251,0,0,5158,,8.9,680514,0,205688,6762,10207,10,267180,0,78106,44955
SD,37,1,10,55640,1084,385,45235,0,0,10097,186004,0,118107,43326,1.64075508,14459,22830,420206,34927,12394,0,4051,0,0,277,1,14.2,497669,0,164912,5285,7283,10,191820,270,78106,34791
SD,37,2,10,15873,1084,729,18138,0,0,5180,62376,0,43762,9936,1.64075508,4118,9947,420206,41451,3429,0,4766,2,1,4881,0,4.4,182845,0,40776,1477,2924,10,75360,925,78106,10164
VA,40,0,,288970,5114,816258,519735,0,0,91134,1399517,0,854292,56335,,48185,247056,263399,39838,299935,0,4964,0,0,133082,,99.6,3966949,0,397176,63045,58717,16,2204913,0,458550,229255
VA,40,1,2,27325,5114,121557,53603,0,1,9146,137417,0,91272,2586,1.17290196,6233,27677,263399,2765,28836,0,5068,6,3,27720,0,152.8,422624,0,18265,5345,6122,16,266514,570,458550,23230
VA,40,2,2,27465,5114,137346,54289,1,1,9832,151726,0,99815,374,1.17290196,7388,37942,263399,412,24314,0,5000,11,6,56034,0,1199.7,494292,40017109,2448,9563,7968,16,470815,0,458550,33402
VA,40,3,2,34189,5114,107380,54990,0,0,11396,175810,0,82431,500,1.17290196,5538,24251,263399,737,39441,0,6080,1,0,886,0,567.3,418081,0,3318,9178,5766,16,346023,957,458550,34115
VA,40,4,2,29069,5114,168754,49801,0,0,6864,118914,0,80338,12900,1.17290196,2342,15060,263399,7364,30361,0,3532,1,1,6638,0,47.8,352157,0,83977,3449,5107,16,96417,0,458550,17795
VA,40,5,2,25782,5114,75550,58153,0,0,5984,122902,0,75219,13814,1.17290196,648,8913,263399,5283,45707,0,3733,0,0,30,0,61.7,325989,0,88580,2827,5596,16,88971,0,458550,16173
VA,40,6,2,34331,5114,51158,59468,0,0,9236,147507,0,79251,4003,1.17290196,2375,15624,263399,3739,41839,0,4842,1,0,365,0,101.3,378864,0,30706,10869,6803,16,227569,1900,458550,24189
VA,40,7,2,29737,5114,25376,52112,0,0,8549,118671,0,64867,7228,1.17290196,1649,11807,263399,6617,32877,0,4266,0,0,130,0,47.3,312890,0,51887,4290,5185,16,91898,0,458550,17847
VA,40,8,2,30762,5114,86458,49906,0,0,11152,125508,1,75091,6906,1.17290196,3389,20910,263399,7170,22512,0,4390,1,0,9078,0,49.9,357461,0,52392,4213,4401,16,67030,0,458550,19251
VA,40,9,4,27690,5114,9771,50987,0,0,5672,108059,0,90064,7788,4.01888736,710,10078,263399,5305,21377,0,3370,1,0,117,0,68.8,364973,0,63708,3768,8051,16,70604,0,458550,16067
VA,40,10,2,22620,5114,32908,36426,0,0,13303,193003,1,115944,236,1.17290196,17913,74794,263399,446,12671,0,8392,6,2,32084,0,1209.9,539618,0,1895,9543,3718,16,479072,0,458550,27186
AL,41,0,,261147,3156,980271,457846,1,0,71359,1129975,0,800944,57452,,14955,152558,6339,51060,282992,0,3937,10,6,22761,,64,3266740,21836686,402855,37376,64078,19,1795169,4729,338517,180743
AL,41,1,5,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,2,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,3,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,4,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,5,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,6,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,7,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AL,41,8,,261147,3156,980271,457846,1,1,71359,1129975,0,800944,57452,0.39556836,14955,152558,6339,51060,282992,0,3937,1,1,22761,0,64,3266740,21836686,402855,37376,64078,19,1795169,591,338517,180743
AR,42,0,,194372,2061,388787,234508,0,0,36464,601484,0,428622,47674,,7457,63800,7522,52499,113513,0,3184,0,0,8204,,34,1786272,0,331645,21597,35993,17,765303,0,186248,103820
AR,42,1,8,31767,2061,116454,47445,0,0,5666,113697,0,94032,13089,1.6563744,1013,9323,7522,6828,14997,0,2594,1,1,2131,0,52.8,360183,0,106998,2664,7838,17,128713,0,186248,18456
AR,42,2,11,53175,2061,91427,63657,0,0,12628,180766,0,120286,13532,1.4965488,2348,22575,7522,12900,28272,0,3609,1,1,5331,0,40.1,517860,0,83451,7958,8946,17,263168,2533,186248,32890
AR,42,3,11,44431,2061,7479,44080,0,0,7818,117087,0,73937,11297,1.4965488,1760,12859,7522,13005,24183,0,3071,1,1,261,1,25.6,332844,0,68294,3729,7085,17,128547,254,186248,21168
AR,42,4,8,64999,2061,173427,79326,0,0,10352,189934,0,140367,9756,1.6563744,2336,19043,7522,19766,46061,0,3263,1,0,481,0,29.1,575385,0,72902,7246,12124,17,244875,0,186248,31306
FL,43,0,,553129,7591,880186,584503,0,0,157184,1810903,0,1019722,20447,,272161,210266,1351111,54252,224842,0,4722,0,0,75930,,91.3,4951560,0,105419,73969,91312,14,3662611,0,664021,375509
FL,43,1,5,20694,7591,58859,42485,0,1,10130,115025,0,90471,1896,0.39556836,5480,22306,1351111,6061,20847,0,4697,10,3,24897,0,62.6,379288,0,13059,3417,6408,14,218571,0,664021,21077
FL,43,2,5,28151,7591,105655,52556,0,1,13430,167909,0,101711,335,0.39556836,8070,21385,1351111,777,21236,0,5345,4,1,15501,0,586.1,455411,0,1503,11231,7315,14,387987,0,664021,37086
FL,43,3,5,43726,7591,90460,62718,1,1,14513,208567,0,102142,498,0.39556836,50603,17373,1351111,643,25210,0,5346,0,0,562,0,789.2,507426,0,173,16600,12458,14,501703,0,664021,44275
FL,43,4,5,52909,7591,51609,44165,1,1,10592,186374,0,84412,812,0.39556836,64617,20847,1351111,2405,16958,0,5269,5,2,14528,0,337,475542,0,1740,12091,10062,14,426595,450,664021,38184
FL,43,5,5,60241,7591,76765,45927,0,1,12803,130587,0,77635,2864,0.39556836,16054,12739,1351111,7744,12600,0,3797,1,0,2406,0,48.7,377421,0,14316,3858,7218,14,173504,0,664021,28390
FL,43,6,5,78642,7591,123978,82553,0,1,28131,253618,0,130438,2135,0.39556836,43154,21062,1351111,8506,21809,0,4830,1,0,238,0,77.6,660345,0,4234,6521,12597,14,554098,0,664021,53786
FL,43,7,5,58379,7591,63719,55173,0,1,14145,145622,0,82731,2258,0.39556836,13704,14137,1351111,6952,17018,0,4268,0,0,437,0,58.3,405611,0,11553,3754,6990,14,248849,0,664021,30060
FL,43,8,5,20043,7591,62574,28878,0,1,5901,84876,0,56335,2422,0.39556836,3658,17581,1351111,8069,12252,0,3984,0,0,1910,0,29.9,241250,0,15136,2498,3605,14,94783,446,664021,14783
FL,43,9,5,19426,7591,88447,27937,0,1,5697,84510,0,59270,4258,0.39556836,1560,19314,1351111,8744,9997,0,3451,0,0,531,0,27.1,237235,0,29626,1510,3174,14,94811,0,664021,13618
FL,43,10,5,39125,7591,55498,53993,1,1,12973,147972,0,83045,1318,0.39556836,19208,13835,1351111,1040,25677,0,4616,1,1,5462,0,382.5,397788,19829071,8047,7158,7404,14,317501,0,664021,33589
FL,43,11,5,38631,7591,69534,54364,0,1,15938,164214,0,93710,1200,0.39556836,15186,16841,1351111,3047,27487,0,5298,4,3,8888,0,144.3,439578,0,5114,3043,7833,14,302825,0,664021,32680
FL,43,12,5,93162,7591,33088,33754,0,1,12931,121629,0,57822,451,0.39556836,30867,12846,1351111,264,13751,0,4359,0,0,570,0,1419.2,374665,0,918,2288,6248,14,341384,652,664021,27981
GA,44,0,,290661,4565,1122596,578220,0,0,86557,1449944,0,948617,56319,,25300,171696,15480,58274,364621,0,4208,0,0,65885,,67.7,3943116,0,407278,55157,64897,14,2180056,0,409675,244826
GA,44,1,5,27811,4565,142618,51674,0,1,8427,130773,0,95234,7658,0.39556836,2971,14726,15480,7942,26843,0,3703,2,2,7557,0,47.8,379933,0,51944,6471,6592,14,216072,0,409675,21909
GA,44,2,5,23024,4565,116892,40873,0,0,5362,106166,0,78734,8935,0.39556836,1120,12765,15480,6042,16803,0,3114,1,0,6060,0,49.8,301123,0,67524,2914,5302,14,146651,0,409675,17604
GA,44,3,5,28901,4565,156396,51700,0,0,7179,135066,0,104923,7119,0.39556836,5771,23277,15480,7825,24983,0,3737,2,2,28578,0,54,422198,0,58288,3156,7713,14,222647,0,409675,21439
GA,44,4,5,25884,4565,99195,63303,0,0,7560,126238,0,83013,3578,0.39556836,620,11611,15480,4657,46532,0,4137,0,0,329,0,69.5,323489,0,29159,4954,5663,14,138866,0,409675,17519
GA,44,5,5,56747,4565,218084,93713,1,0,20252,336269,0,173883,668,0.39556836,7913,36465,15480,920,63934,0,5768,3,1,2802,0,895.3,823680,0,4851,19449,10927,14,741650,300,409675,71290
GA,44,6,5,27459,4565,136398,48576,0,0,6315,119940,0,79794,4363,0.39556836,746,21620,15480,6328,25870,0,3884,3,1,274,0,52.2,330235,0,33990,3585,5310,14,177830,500,409675,18035
GA,44,7,5,30779,4565,39449,84486,0,0,11099,172283,0,109081,4491,0.39556836,1246,14207,15480,4517,69662,0,4662,3,2,1689,0,99.8,450740,0,32336,4855,8583,14,177386,0,409675,25926
GA,44,8,5,20126,4565,79359,42542,0,1,5600,103223,0,76345,8700,0.39556836,1487,11373,15480,9692,21824,0,3440,2,1,4447,0,30,291185,0,51208,4328,4923,14,132447,0,409675,17014
GA,44,9,5,22621,4565,19510,51046,0,0,7320,98781,0,66503,5845,0.39556836,538,8620,15480,5324,35960,0,3610,1,0,116,0,51.1,272154,0,37114,2461,4276,14,51335,0,409675,14715
GA,44,10,5,27309,4565,114695,50307,0,0,7443,121205,0,81107,4962,0.39556836,2888,17032,15480,5027,32210,0,3670,2,1,14033,0,69.3,348379,0,40864,2984,5608,14,175172,1744,409675,19375
LA,45,0,,241591,4332,1039207,387641,0,0,81033,1073286,0,802043,31793,,30557,134225,8053,45106,157261,0,4272,0,0,19099,,72.2,3257022,0,233138,56780,65474,19,2060606,0,355246,200579
LA,45,1,8,32276,4332,144200,53324,1,1,9862,161849,0,100194,293,1.6563744,9279,20730,8053,1678,24277,0,5102,4,0,2717,0,267.9,449491,88876872,530,14037,8938,19,423790,0,355246,34860
LA,45,2,8,36157,4332,153908,59634,1,1,12239,181247,0,109214,544,1.6563744,9181,18819,8053,1202,29741,0,5197,0,0,566,0,415.6,499561,88876872,2113,14772,9947,19,446017,491,355246,35263
LA,45,3,8,23569,4332,90204,52331,0,1,9975,124056,0,97805,4886,1.6563744,1537,11948,8053,6326,12490,0,4147,1,0,540,0,61.2,387207,0,31432,6564,7525,19,190782,0,355246,22243
LA,45,4,8,33247,4332,146109,44436,0,0,10104,133597,0,96314,2397,1.6563744,2618,15399,8053,5241,18293,0,4364,2,1,7040,0,74.7,391541,0,19182,5577,7271,19,254212,434,355246,25173
LA,45,5,8,30446,4332,139465,41835,0,0,7654,105716,0,90777,6763,1.6563744,875,14083,8053,8677,16254,0,3132,0,0,56,0,39.8,345013,0,65122,3243,5999,19,154522,0,355246,18562
LA,45,6,8,37081,4332,189607,62879,0,0,15670,173496,0,140002,4980,1.6563744,3992,27043,8053,6479,31818,0,4395,0,0,181,0,82.7,536029,31658797,35627,4999,11841,19,287442,0,355246,29407
LA,45,7,8,23775,4332,99335,45048,0,1,9563,116234,0,100375,8029,1.6563744,1838,12331,8053,7420,14916,0,3760,1,1,4727,0,51.8,384330,0,49864,4629,8352,19,207065,0,355246,21499
LA,45,8,8,25040,4332,76379,28154,0,0,5966,77091,0,67362,3901,1.6563744,1237,13872,8053,8083,9472,0,3002,2,2,3272,0,32.6,263850,0,29268,2959,5601,19,96776,498,355246,13572
MS,46,0,,190029,2065,915743,282327,0,0,44849,721623,0,576259,66780,,8058,82277,23922,47223,130804,0,2884,0,0,20981,,46.1,2178141,0,542839,21087,39284,14,820805,0,195658,110931
MS,46,1,5,35711,2065,117387,52140,0,0,7102,125628,0,94122,16637,0.39556836,587,13481,23922,8872,31456,0,2663,1,1,2438,0,41.1,364963,0,116569,3340,6613,14,104505,0,195658,17254
MS,46,2,8,54503,2065,359426,77841,0,0,9233,193290,0,170505,22728,1.6563744,2080,18788,23922,13110,21190,0,1968,1,1,1926,0,46.4,608441,0,226916,4034,11480,14,170349,0,195658,26052
MS,46,3,8,37819,2065,213290,56194,0,0,11019,164213,0,120064,9252,1.6563744,1661,20094,23922,7987,28075,0,3560,0,0,306,0,57.6,460100,0,61193,5859,8017,14,247750,498,195658,27912
MS,46,4,5,28592,2065,118988,39351,0,0,6694,98758,0,79589,12297,0.39556836,407,10839,23922,7987,19233,0,2694,1,0,66,0,36.9,295072,0,85165,3473,4831,14,76274,0,195658,14664
MS,46,5,5,33404,2065,106652,56801,0,1,10801,139734,0,111979,5866,0.39556836,3323,19075,23922,9267,30850,0,3784,2,1,16245,0,48.5,449565,0,52996,4381,8343,14,221927,1113,195658,25049
NC,47,0,,312167,4637,1116021,711358,0,0,98224,1680442,0,1082328,115757,,21978,159691,332941,49067,509193,0,3956,0,0,73920,,92.9,4556155,0,808379,46409,74964,7,1801921,0,464353,257257
NC,47,1,5,21043,4637,125365,35071,0,1,4904,92029,0,72243,12233,0.39556836,630,10328,332941,6299,15480,0,2662,1,0,929,0,44.1,277861,0,80278,1616,5037,7,77240,0,464353,14998
NC,47,2,5,23199,4637,169634,44236,0,0,6313,119770,0,92723,16260,0.39556836,697,10859,332941,3991,21919,0,2775,0,0,223,0,87.7,350135,0,114944,2394,8027,7,111682,0,464353,18338
NC,47,3,5,23967,4637,124128,43222,0,1,7794,119829,0,100988,16077,0.39556836,2770,17738,332941,6624,16918,0,3105,6,3,40837,0,65,430360,0,102744,1968,6220,7,93633,0,464353,19943
NC,47,4,5,30968,4637,104307,72285,0,0,11229,180027,0,109086,13212,0.39556836,1589,20644,332941,4265,51255,0,4148,0,0,281,0,108,460795,0,89705,4659,6857,7,187951,0,464353,28184
NC,47,5,5,31730,4637,101627,79728,0,0,9431,179075,0,104150,14674,0.39556836,1263,13470,332941,4134,66081,0,4347,2,0,244,0,109.9,454261,0,91779,5576,7315,7,186004,0,464353,23391
NC,47,6,5,30729,4637,111892,85180,0,0,12512,208568,0,103791,4634,0.39556836,3105,20917,332941,1782,73182,0,5208,0,0,500,0,273.4,487159,0,29844,4863,6737,7,328632,489,464353,32352
NC,47,7,5,24688,4637,137487,48976,0,1,7833,133071,0,113404,12217,0.39556836,5401,15460,332941,5133,23332,0,3316,3,2,30151,0,87.5,448933,0,98265,4627,7031,7,153771,390,464353,23063
NC,47,8,5,32530,4637,123651,75401,0,0,12315,196810,0,115566,5692,0.39556836,2609,15018,332941,4006,53737,0,4696,2,1,495,0,122.7,491461,0,45790,8899,6925,7,263083,0,464353,36461
NC,47,9,5,31137,4637,48715,86637,0,0,8888,165021,0,93751,9234,0.39556836,756,12083,332941,4174,72919,0,4175,0,0,101,0,96.8,404093,0,63895,4368,7038,7,140832,1004,464353,20914
NC,47,10,5,27028,4637,47389,85384,0,0,8352,158471,0,92651,4037,0.39556836,877,10286,332941,2769,74542,0,4295,0,0,63,0,140.9,390020,0,34107,4014,7436,7,165161,0,464353,19936
NC,47,11,5,35148,4637,21826,55238,0,0,8653,127771,0,83975,7487,0.39556836,2281,12888,332941,5890,39828,0,3750,0,0,96,0,61.3,361077,0,57028,3425,6341,7,93932,850,464353,19677
SC,48,0,,150599,1508,829291,369930,0,0,51784,838301,0,589697,41855,,11140,91133,3967,30272,257503,0,3821,0,0,57945,,78.7,2382594,0,351154,18406,34568,7,981386,0,229341,126056
SC,48,1,5,22629,1508,184786,48461,0,1,8678,125583,0,109912,5023,0.39556836,3207,23812,3967,6490,26192,0,3686,10,4,25322,0,64.9,421478,0,40372,4210,6567,7,187608,0,229341,20731
SC,48,2,5,31964,1508,197714,63639,0,0,12317,176066,0,127052,6938,0.39556836,3735,24624,3967,5648,35805,0,3968,3,3,25648,1,94.1,531555,0,63533,4121,6879,7,253341,600,229341,30193
SC,48,3,5,24571,1508,78313,69658,0,0,7913,129325,0,74113,4869,0.39556836,695,10696,3967,4829,56805,0,3913,0,0,219,0,66,318809,0,39978,1821,4644,7,117026,0,229341,16686
SC,48,4,5,29924,1508,94401,88781,0,0,10187,178348,0,97847,3025,0.39556836,1982,13066,3967,2835,72936,0,4472,0,0,3601,0,156.7,444230,0,24720,4164,6593,7,218030,0,229341,26732
SC,48,5,5,18812,1508,90733,53418,0,0,5694,101989,0,69555,4206,0.39556836,458,8661,3967,4446,43557,0,3803,0,0,116,1,61.2,272220,0,40270,1287,4498,7,95873,0,229341,12530
SC,48,6,5,22699,1508,183344,45973,0,1,6995,126990,0,111218,17794,0.39556836,1063,10274,3967,6024,22208,0,2748,1,1,3039,0,65.5,394302,0,142281,2803,5387,7,109508,0,229341,19184
TX,49,0,,745391,18540,1187125,1201355,0,0,251938,3473516,0,2114635,138249,,298791,410280,700220,262840,540161,0,4884,0,0,162355,,36.4,9579677,0,694482,146451,155013,14,7188380,0,1154458,703969
TX,49,1,13,30629,18540,65344,31719,0,0,5562,83368,0,54738,5104,0.76026132,583,12283,700220,7098,16831,0,3475,3,0,137,0,34.6,245942,0,31848,3208,4029,14,112676,0,1154458,14633
TX,49,2,13,29294,18540,90602,62202,0,1,11273,147936,0,97460,1823,0.76026132,3933,13016,700220,7271,40132,0,5279,0,0,1361,0,57.8,420402,0,11320,5729,8622,14,304690,576,1154458,27222
TX,49,3,13,31147,18540,72522,41679,0,0,7950,106818,0,65954,4618,0.76026132,916,10649,700220,6196,17891,0,4115,0,0,53,0,47.4,293942,56979539,28302,4033,4704,14,141074,0,1154458,20557
TX,49,4,13,29845,18540,30299,30563,0,0,6166,79107,0,43303,6258,0.76026132,1182,9657,700220,4748,14881,0,3854,1,1,2501,0,45.6,216371,0,33523,3054,3071,14,114378,271,1154458,14357
TX,49,5,13,61112,18540,137954,118962,1,0,28334,404371,0,194182,1001,0.76026132,15333,31545,700220,892,86995,0,6188,3,0,1294,0,1066.7,951527,0,2862,19887,12747,14,927609,778,1154458,87369
TX,49,6,13,33299,18540,54564,34251,0,0,6118,90144,0,51731,7874,0.76026132,2457,13004,700220,8766,12692,0,3450,0,0,354,0,28.3,248149,0,43413,4748,4010,14,118082,0,1154458,15664
TX,49,7,13,32929,18540,72922,34548,0,0,6372,87929,0,57017,6000,0.76026132,946,11878,700220,11587,15841,0,3088,0,0,186,0,22.9,265629,0,35422,3342,4357,14,103253,0,1154458,15777
TX,49,8,13,30493,18540,146896,89018,1,1,18171,214499,0,129207,903,0.76026132,9698,15688,700220,972,47682,0,5232,1,1,227,0,584.6,568193,59831766,4972,14941,10754,14,512805,0,1154458,43641
TX,49,9,13,39624,18540,88568,65802,0,1,13605,178094,0,115857,12795,0.76026132,11409,20172,700220,12733,26069,0,4561,1,0,1100,0,39.2,498775,18155441,62701,8975,7320,14,279433,0,1154458,31807
TX,49,10,13,35634,18540,52731,36269,0,0,11103,129949,0,71725,7774,0.76026132,8534,29637,700220,7892,10080,0,4154,1,1,3264,0,44.8,353454,0,40968,2641,4771,14,245024,0,1154458,24377
TX,49,11,13,32651,18540,47317,34752,0,0,7720,104415,0,64965,6508,0.76026132,7185,15479,700220,5912,14383,0,4038,4,2,25367,0,54.5,322484,0,32202,3396,4915,14,208996,3041,1154458,21328
TX,49,12,13,37108,18540,59026,67484,1,0,13203,210004,0,113168,762,0.76026132,6120,21330,700220,860,53531,0,5697,3,2,5452,0,626.2,538495,0,4274,9554,8152,14,509812,0,1154458,41899
TX,49,13,11,34225,18540,17529,42271,0,0,9275,119695,0,66043,9072,1.4965488,3053,16095,700220,16726,11891,0,4615,1,1,10395,0,19.5,326781,0,40764,3575,5188,14,219901,0,1154458,24034
TX,49,14,13,35727,18540,24812,66354,0,1,13695,175482,0,129782,9723,0.76026132,19287,20656,700220,17451,17954,0,4082,4,0,9192,0,30.9,539262,20282869,57337,5628,9971,14,370411,0,1154458,35132
TX,49,15,13,30280,18540,2098,67411,0,1,8675,163162,0,136497,7252,0.76026132,74065,18510,700220,17543,11831,0,2864,0,0,6412,0,29.4,515716,0,40770,4665,12419,14,368418,0,1154458,35582
TX,49,16,12,23081,18540,22125,65747,1,0,14855,192965,0,136975,2432,0.76026132,51941,25606,700220,42607,19917,0,5592,2,1,25254,0,13.5,573438,0,11078,9780,11003,14,486693,0,1154458,39858
TX,49,17,13,33081,18540,9682,36816,0,0,8400,105886,0,59311,8946,0.76026132,2572,11389,700220,12976,11608,0,4352,1,1,7438,0,22.2,287889,0,40826,3601,4553,14,186232,0,1154458,21411
TX,49,18,11,23642,18540,14086,49256,0,0,10799,137620,0,82276,11372,1.4965488,3367,15561,700220,27513,15575,0,5538,1,1,10075,0,13.2,363596,0,43771,6619,4277,14,251781,156,1154458,29559
TX,49,19,13,25396,18540,25941,54082,0,0,11363,154834,0,96310,16468,0.76026132,5993,17056,700220,19336,10597,0,5100,2,2,3886,0,22,424774,0,79114,5124,5977,14,271612,250,1154458,33560
TX,49,20,13,46898,18540,45314,71109,1,0,15278,216132,0,153132,1398,0.76026132,43259,46743,700220,1247,22645,0,4766,9,5,42221,0,551,687151,0,6701,7291,10756,14,642289,0,1154458,48460
TX,49,21,13,33055,18540,7341,32056,0,0,7291,94591,0,56628,9703,0.76026132,8168,12120,700220,31775,6962,0,3826,2,2,5250,0,8.3,262742,0,40834,3172,3605,14,151306,0,1154458,19281
TX,49,22,13,36241,18540,99452,69004,1,1,16730,276515,0,138374,463,0.76026132,18790,22206,700220,739,54173,0,6869,0,0,936,0,913.3,674965,59831766,1480,13488,9812,14,661905,1219,1154458,58461
TX,49,98,,745391,18540,1187125,1201355,0,0,251938,3473516,0,2114635,138249,1.4965488,298791,410280,700220,262840,540161,0,4884,1,1,162355,0,36.4,9579677,0,694482,146451,155013,14,7188380,274,1154458,703969
KY,51,0,,292323,3536,215949,376870,0,0,59354,996194,0,687154,91669,,16830,102737,62147,39863,198160,0,4051,0,0,38295,,76.2,3038156,0,547823,42875,60250,27,1353215,0,332170,162720
KY,51,1,4,42191,3536,34813,45794,0,0,7851,118107,0,71636,15499,4.01888736,1471,12549,62147,7346,21987,0,3453,1,1,9667,0,47.8,350839,0,89457,4881,7806,27,107362,0,332170,19365
KY,51,2,4,39934,3536,22952,46966,0,0,7403,121071,0,79607,16948,4.01888736,1194,11661,62147,6628,21400,0,3547,0,0,2413,0,54,357627,0,95816,3281,6938,27,127162,0,332170,19558
KY,51,3,4,50730,3536,78350,83313,1,0,12318,228270,0,129810,728,4.01888736,5952,20077,62147,375,67003,0,5796,1,0,1178,0,1629.2,610947,0,4220,12553,12195,27,540458,496,332170,40724
KY,51,4,4,42994,3536,21630,60980,0,0,9407,160218,0,102157,15216,4.01888736,4723,14892,62147,4997,36488,0,4869,1,1,24639,0,95.8,478783,0,85600,8482,7001,27,225418,254,332170,27981
KY,51,5,4,34344,3536,9470,37041,0,0,4878,94060,0,96792,15237,4.01888736,649,9175,62147,7484,10360,0,2085,0,0,71,0,48.8,365140,0,101677,4001,7594,27,62541,0,332170,13549
KY,51,6,4,43573,3536,41947,51436,0,0,10998,156225,0,82852,18460,4.01888736,2002,22636,62147,5273,23971,0,4161,2,0,223,0,78,411545,0,94024,4130,6904,27,208457,1156,332170,25109
KY,51,7,4,38557,3536,6787,51340,0,0,6499,118243,0,124300,9581,4.01888736,839,11747,62147,7760,16951,0,2888,0,0,104,0,59.7,463275,0,77029,5547,11812,27,81817,0,332170,16434
MD,52,0,,226539,4504,518410,404800,0,0,73577,1190791,0,672720,17021,,94178,212705,17623,9874,277775,0,6309,0,0,51426,,314,3100689,0,110157,52029,56823,23,2253830,0,423452,198205
MD,52,1,2,26382,4504,56318,41278,0,1,6210,95597,1,50536,5340,1.17290196,2886,10168,17623,3383,23481,0,4315,1,0,4269,0,72,243570,0,31759,2835,7065,23,51338,1511,423452,15700
MD,52,2,2,38867,4504,26649,89088,0,0,14928,236315,1,136622,3125,1.17290196,15454,32151,17623,1509,79053,0,6804,2,0,7500,0,412.2,621935,0,20253,9908,8906,23,448024,377,423452,37748
MD,52,3,2,20761,4504,81386,43634,1,0,3985,99529,1,53146,12,1.17290196,11251,8612,17623,18,34392,0,5057,1,1,1376,0,14379.2,258826,44267160,0,5808,8072,23,258826,0,423452,15079
MD,52,4,2,29843,4504,128069,39302,1,0,6229,119412,1,52130,22,1.17290196,7028,12680,17623,16,26854,0,5199,0,0,291,0,17707.5,283320,44267160,0,6093,8438,23,283320,291,423452,18039
MD,52,5,2,33552,4504,91391,82565,1,0,20166,253022,1,161682,4299,1.17290196,19385,73194,17623,2202,40986,0,6809,9,4,31477,0,322.9,711045,44267160,31870,10035,7806,23,431666,0,423452,41812
MD,52,6,2,44066,4504,20398,63217,0,0,14599,228044,1,142867,4169,1.17290196,17554,54562,17623,2707,36232,0,7079,5,2,6036,0,224.8,608666,0,26275,9773,8662,23,407329,0,423452,37477
MD,52,7,2,33068,4504,114199,45716,1,0,7460,158872,1,75737,54,1.17290196,20620,21338,17623,40,36777,0,6423,1,0,477,0,9333.2,373327,44267160,0,7577,7874,23,373327,0,423452,32350
MD,52,98,,226539,4504,518410,404800,0,0,73577,1190791,1,672720,17021,1.17290196,94178,212705,17623,9874,277775,0,6309,2,1,51426,0,314,3100689,0,110157,52029,56823,23,2253830,272,423452,198205
OK,53,0,,248831,3899,153084,266265,0,0,56693,821936,0,511562,48902,,20003,125068,31738,68887,104134,0,4620,0,0,32159,,33.8,2328284,0,258949,32254,35988,15,1464972,0,290623,165164
OK,53,1,11,48738,3899,29753,61006,1,0,12294,202005,0,111360,7821,1.4965488,4951,18873,31738,9219,36806,0,5562,2,1,1857,0,56.6,521542,0,35926,11452,8072,15,405656,0,290623,41503
OK,53,2,11,45768,3899,27132,42320,1,0,8908,117947,0,87126,7549,1.4965488,1788,16282,31738,12051,17582,0,3824,1,0,274,0,30.6,368976,0,58162,3859,6538,15,160331,390,290623,21664
OK,53,3,11,32728,3899,16939,25558,0,0,5203,69563,0,54484,5810,1.4965488,930,11013,31738,12312,7965,0,2893,1,0,234,0,18.5,227692,0,37149,2125,4365,15,79210,0,290623,13768
