STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
PA,42,14,24,4,47640,55542,15065,78193,0,0,8113,181840,0,112689,3779,2554,9183,11.20587552,13550,17610,13017,2495,10199,71913,0,9215,0,0,251,,189.2468938,472171,0,14830,4857,5901,7166,40,284516,142,54714,30926
PA,42,14,25,4,45604,55542,14994,80423,0,0,8489,174468,0,115459,2559,2806,7874,11.20587552,17991,18445,13017,1694,10274,68942,0,9208,0,0,195,1,279.1788666,472929,0,8235,5365,7716,7041,40,258052,395,58082,28384
IL,17,21,0,,1096321,74493,1422870,1621910,0,0,225731,4593305,0,2602414,104003,134138,378121,,629127,578651,32,,303718,1340675,0,,0,0,53008,,,11113976,0,428882,140795,199152,171782,37.3,9225741,,1562000,892589
IL,17,21,1,7,41417,74493,411262,61742,1,1,4606,185503,0,109103,457,14789,14604,1.2415536,9685,39801,32,23,19642,41499,0,8373,0,0,293,,20105.82609,462434,42589058,0,5370,9514,10521,37.3,462434,0,42884,27535
IL,17,21,2,7,45390,74493,184439,73757,1,1,7439,196319,0,113336,220,9046,18700,1.2415536,33742,31196,32,50,19203,56594,0,11147,0,0,250,,9295.84,464792,42589058,0,2947,10572,8433,37.3,464792,0,50800,35278
IL,17,21,3,7,38894,74493,24339,70595,1,0,11500,196743,0,114955,241,3664,19184,1.2415536,28597,22582,32,91,16774,54712,0,12762,0,0,382,,5067.912088,461180,42589058,15,2144,13014,5311,37.3,461064,0,58548,42321
IL,17,21,4,7,29017,74493,18024,65548,0,0,11157,189615,0,123164,264,4235,17092,1.2415536,20428,18967,32,240,12225,58353,0,13451,0,0,306,,1935.216667,464452,0,671,2507,12560,4740,37.3,454187,0,57773,40532
IL,17,21,5,7,41593,74493,145026,85883,1,1,6279,193235,0,108835,195,6329,16641,1.2415536,43587,21658,32,33,13039,64125,0,9881,0,0,329,,14120.90909,465990,42589058,0,2290,14236,9150,37.3,465990,0,51321,39160
IL,17,21,6,7,49867,74493,13261,75212,1,0,10683,214964,0,93500,104,5931,19544,1.2415536,42497,20444,32,83,11962,72847,0,12700,0,0,302,,5558.554217,461360,42589058,0,2551,11892,5671,37.3,461360,2082,59148,45182
IL,17,21,7,7,32261,74493,255082,74454,1,1,4722,161847,0,123509,362,5559,12862,1.2415536,47458,17795,32,25,9040,58040,0,7536,0,0,354,,18571.32,464283,42589058,0,3196,7413,10826,37.3,464283,533,34019,28441
IL,17,21,8,7,46152,74493,83365,93866,1,0,7788,200220,0,95926,196,4529,16224,1.2415536,67107,18475,32,22,11344,81136,0,9867,0,0,189,,20904.63636,459902,42589058,0,2602,9015,9159,37.3,459902,0,46613,36802
IL,17,21,9,7,71484,74493,21760,57643,1,1,7164,241483,0,61744,149,4796,36361,1.2415536,84021,23447,32,16,14349,57132,0,10966,0,0,430,,28999.4375,463991,42589058,0,4302,8717,8452,37.3,463991,0,54914,50071
IL,17,21,10,7,39241,74493,14022,35269,0,1,8326,200466,0,115450,255,3575,26177,1.2415536,33374,19447,32,106,13454,46245,0,16576,1,1,1306,,4359.632075,462121,0,0,2418,4780,4497,37.3,461864,0,58599,48107
IL,17,21,11,7,65045,74493,1014,77951,1,0,10715,218180,0,82992,106,4048,23936,1.2415536,74786,20596,32,38,14344,71490,0,12005,0,0,195,,12133.65789,461079,42589058,0,2204,8950,5616,37.3,461079,0,58076,48046
IL,17,21,12,7,19240,74493,1360,44460,0,0,10847,183965,0,133110,699,3725,18941,1.2415536,20477,17253,32,336,11579,53223,0,15173,1,1,2158,,1372.184524,461054,0,1001,1949,9098,4005,37.3,437230,0,54522,40791
IL,17,21,13,7,34715,74493,22024,70236,0,0,11934,180559,0,114895,2429,7670,11285,1.2415536,19256,23038,32,975,11731,62017,0,11994,6,1,27835,1,474.9702564,463096,0,9822,3637,6025,5469,37.3,359237,1777,51699,32566
IL,17,21,14,7,26654,74493,1609,50172,0,0,11621,192141,0,127648,734,4479,19309,1.2415536,20013,18369,32,312,12011,52990,0,14527,0,0,275,,1487.272436,464029,0,1187,1879,8532,3956,37.3,440745,0,55666,44729
IL,17,21,15,7,47220,74493,8566,77017,0,0,10141,191840,0,109231,9701,3883,9381,1.2415536,11494,24224,32,5287,11326,66417,0,10619,0,0,294,1,87.56742954,462969,0,43871,9015,5271,5859,37.3,288350,0,50649,33974
IL,17,21,16,7,45069,74493,19200,81492,0,0,9650,194934,0,113771,9259,2537,10956,1.2415536,13323,18015,32,3570,11529,77266,0,10668,0,0,103,1,129.3330532,461719,0,34834,3949,4056,6922,37.3,311780,0,49053,33189
IL,17,21,17,7,37552,74493,40494,74659,0,0,10864,178886,0,118782,5138,6313,10413,1.2415536,13938,22443,32,2691,10095,60231,0,11286,0,0,412,1,172.0338164,462943,0,24744,6035,7659,6218,37.3,316190,0,50900,31593
IL,17,21,18,7,52381,74493,16836,69998,0,0,10320,188557,0,108120,8546,3163,11378,1.2415536,7452,20948,32,4663,12542,57621,0,10096,0,0,214,,99.3255415,463155,0,36290,5243,7000,6434,37.3,325081,0,54419,35799
IL,17,21,19,7,53283,74493,9122,68980,0,0,9297,184981,0,106950,13898,6890,9549,1.2415536,9034,25477,32,6655,12191,53588,0,9579,2,0,453,,69.43425995,462085,0,55056,6396,5555,7760,37.3,274037,0,49521,34318
IL,17,21,20,8,61546,74493,17679,59270,0,0,11249,187286,0,107761,12001,4059,12604,32.28646848,6676,30994,32,6064,10432,39382,0,9269,0,0,211,,76.60801451,464551,0,47568,16503,4930,7624,37.3,277255,0,52986,34619
IL,17,21,21,7,43629,74493,23105,53271,0,0,8966,190138,0,100721,9162,5148,14072,1.2415536,7579,42866,32,4456,11997,34497,0,10043,1,1,9931,1,104.2847846,464693,0,33181,25721,6993,7175,37.3,323985,0,47123,34700
IL,17,21,22,8,65342,74493,6825,68625,0,0,10963,179398,0,105147,16540,4322,8490,32.28646848,3575,24464,32,9950,12442,44453,0,8350,0,0,172,,46.64532663,464121,0,74985,7700,5428,8549,37.3,213198,1302,51321,33235
IL,17,21,23,8,41202,74493,69350,67469,0,0,8335,172880,0,118639,2199,9934,12522,32.28646848,6603,25829,32,1001,10513,46359,0,9872,2,1,6214,,462.4975025,462960,0,8551,5382,11218,10183,37.3,376587,0,52018,31239
IL,17,21,24,8,68116,74493,18086,64321,0,0,11119,169160,0,95084,11120,5592,7891,32.28646848,4335,30454,32,9061,10011,30366,0,7501,0,0,374,,51.32071515,465017,0,56963,14851,6732,9287,37.3,201776,176,51119,30289
IN,18,22,0,,494293,21311,356379,861487,0,0,107349,2103434,0,1240938,61149,55743,125645,,83198,255621,3789,,135228,723205,0,,0,0,9848,,,5193669,0,374590,64650,64847,87069,37.5,3371010,,717000,385652
IN,18,22,1,7,32858,21311,112026,87959,0,1,8576,182540,0,124906,253,2631,9550,1.2415536,26611,18160,3789,163,13314,81898,0,10706,0,0,427,,2894.239264,471761,0,124,2215,6365,7858,37.5,469105,0,52916,29516
IN,18,22,2,4,41661,21311,1724,74157,0,1,13311,188830,0,112701,9602,2533,10636,11.20587552,9374,26614,3789,5539,12535,55787,0,10377,0,0,715,1,85.29698502,472460,0,50704,11546,5251,6255,37.5,224490,0,49385,33302
IN,18,22,3,7,44270,21311,29924,80562,0,1,8738,197386,0,112276,2622,2569,11753,1.2415536,13827,16846,3789,1366,11929,75314,0,10606,0,0,329,,345.4238653,471849,0,18490,2348,5421,8183,37.5,356107,0,53111,38272
IN,18,22,4,3,44506,21311,19465,79810,0,0,8502,197991,0,115438,6661,3235,13112,0.7770784,6189,18646,3789,3253,11926,71089,0,10443,0,0,201,,145.3052567,472678,0,48369,3485,6903,6207,37.5,287253,178,49497,38464
IN,18,22,5,4,44460,21311,29990,80899,1,0,7251,193923,0,112492,4903,5378,10443,11.20587552,4342,20986,3789,2471,12116,75516,0,10314,1,1,2983,,190.9838122,471921,0,29818,3492,4838,9226,37.5,304736,1145,52886,32956
IN,18,22,6,4,37467,21311,17542,77947,1,0,10315,193665,0,117652,3372,5308,15003,11.20587552,4079,22546,3789,1804,11685,59183,0,10497,0,0,349,,261.4162971,471595,0,19404,5553,9526,7376,37.5,349275,0,53084,40335
IN,18,22,7,4,56640,21311,7717,70410,0,0,11591,187072,0,98488,8824,5463,8903,11.20587552,5048,33739,3789,5969,12764,48524,0,8808,0,0,374,,79.0820908,472041,0,50656,15512,5779,7363,37.5,209543,0,51363,34668
IN,18,22,8,4,56376,21311,12385,77680,0,0,11210,185142,0,109279,8260,7543,9095,11.20587552,1863,22525,3789,5621,11858,56599,0,8557,1,0,183,,84.00195695,472175,0,41714,3124,5577,8875,37.5,252799,0,52666,33792
IN,18,22,9,4,46940,21311,7369,83719,0,0,9509,186562,0,114109,8510,7424,8405,11.20587552,1986,24676,3789,6059,12480,72391,0,9001,0,0,240,1,77.95362271,472321,0,60200,4772,5123,8825,37.5,215171,0,52363,30013
IN,18,22,10,4,46013,21311,12372,84635,0,0,8183,190528,0,110418,7623,3269,9031,11.20587552,2393,22233,3789,3886,11889,75242,0,9635,0,0,262,,121.5478641,472335,0,55017,7075,3807,8368,37.5,230246,0,50185,32614
IN,18,22,11,4,43099,21311,105810,63732,1,0,10160,199782,0,113181,520,10384,19704,11.20587552,7487,28644,3789,166,12732,51685,0,10785,2,1,3782,,2846.584337,472533,0,98,5528,6258,8536,37.5,472198,655,53069,41710
MI,26,23,0,,755098,34585,990663,1326608,0,0,155637,3455346,0,2240203,47720,67956,214002,,424309,445377,580528,,263837,1168540,0,,0,0,17148,,,8875083,0,277529,113584,86431,202516,43.5,6555177,,1186000,632596
MI,26,23,1,3,46597,34585,327389,76310,1,0,5761,197428,0,105293,425,8048,12915,0.7770784,27825,32253,580528,38,19581,63711,0,9997,0,0,235,,12306.21053,467636,26487866,0,4624,3857,14342,43.5,467636,0,46648,29418
MI,26,23,2,3,27030,34585,21323,58986,0,1,8807,188886,0,113368,1547,3410,10711,0.7770784,20750,38610,580528,877,15825,55021,0,12908,0,0,356,1,532.3283922,466852,0,11088,19375,4324,8732,43.5,359608,430,47327,31122
MI,26,23,3,3,38719,34585,21992,70313,0,0,8556,189966,0,115477,3665,4984,11911,0.7770784,10451,29044,580528,2546,13727,63109,0,10913,0,0,324,,183.6394344,467546,0,23973,10333,4109,9101,43.5,276125,1170,51415,33631
MI,26,23,4,3,46623,34585,28740,83259,0,1,8927,186276,0,113745,7129,2073,7966,0.7770784,11140,18321,580528,4035,12561,75653,0,9693,0,0,122,1,115.771995,467140,0,42199,3687,3982,10580,43.5,163458,0,49056,30871
MI,26,23,5,3,43668,34585,23920,70263,0,0,8530,186535,0,123433,3068,2439,13537,0.7770784,16932,17378,580528,1642,11761,57377,0,10550,0,0,233,,284.7399513,467543,0,15534,3178,5244,11053,43.5,357106,0,50908,40479
MI,26,23,6,3,36388,34585,23102,62011,0,0,9726,191555,0,108827,3581,3131,11610,0.7770784,12489,42077,580528,2042,14487,48822,0,11105,0,0,340,,228.9598433,467536,0,18618,24459,3498,10254,43.5,312368,0,49381,34186
MI,26,23,7,3,30751,34585,60482,83223,0,0,6465,175549,0,128206,1058,1782,8140,0.7770784,12999,18590,580528,929,14711,77027,0,11207,0,0,162,,501.9235737,466287,0,9189,2097,3190,9265,43.5,343642,0,48885,29893
MI,26,23,8,3,40630,34585,28186,71565,0,1,8146,170784,0,123650,6642,2435,7950,0.7770784,10963,18850,580528,3894,12341,60355,0,10270,0,0,362,1,119.9809964,467206,0,42802,4074,3895,9867,43.5,244318,217,45813,31462
MI,26,23,9,3,44281,34585,20170,77059,0,1,9368,177120,0,127125,5982,2853,7285,0.7770784,11841,19733,580528,5642,13652,65505,0,9474,0,0,364,,82.81549096,467245,0,30265,3228,4643,11455,43.5,206320,0,47860,30031
MI,26,23,10,3,44289,34585,1263,64531,0,1,9650,170722,0,117838,6728,2385,6902,0.7770784,8082,24855,580528,9304,12458,52258,0,9299,0,0,210,1,50.25225709,467547,0,49436,10012,3428,11796,43.5,155470,0,45059,30152
MI,26,23,11,3,54379,34585,3181,54796,0,1,8968,152278,0,118788,3622,5776,6392,0.7770784,16641,29456,580528,23000,14848,25976,0,7884,3,3,10310,1,20.32813043,467547,0,20068,8832,4541,13939,43.5,207037,234,50212,30879
MI,26,23,12,3,31015,34585,10094,70405,0,1,9384,176722,0,126865,1930,4227,10572,0.7770784,25699,18503,580528,1263,12455,63442,0,12003,1,1,2293,1,370.1844814,467543,0,9224,1821,4379,10101,43.5,348373,0,51659,33500
MI,26,23,13,3,53188,34585,305862,71331,1,1,4871,167243,0,103112,276,4881,11076,0.7770784,23338,19269,580528,34,11079,56237,0,7770,0,0,318,,13678.70588,465076,26487866,0,3309,3973,17740,43.5,465076,0,45971,24893
MI,26,23,14,3,53590,34585,13879,72173,1,0,6870,193142,0,105688,125,3789,16661,0.7770784,52678,20644,580528,60,14689,69923,0,12394,1,0,206,,7793.383333,467603,26487866,0,2166,4232,8741,43.5,467603,0,56898,38431
MI,26,23,15,3,20121,34585,24009,80783,0,0,8793,180272,0,131218,569,2936,10481,0.7770784,20951,17269,580528,338,11944,72466,0,12460,0,0,278,,1380.497041,466608,0,2081,2389,9455,8400,43.5,422178,0,53367,32711
MI,26,23,16,3,41332,34585,39561,80237,1,1,6066,189953,0,113278,152,3669,13516,0.7770784,43240,18411,580528,80,13160,75928,0,11800,0,0,274,,5839.6,467168,26487866,0,1582,8664,9755,43.5,467168,680,57301,34579
MI,26,23,17,3,46170,34585,9431,58083,1,0,9446,192697,0,113140,150,2888,18451,0.7770784,43858,21157,580528,102,15944,56512,0,13449,0,0,207,,4583.764706,467544,26487866,18,2325,4602,7788,43.5,464890,0,57110,44723
MI,26,23,18,3,26868,34585,4590,63348,0,0,8738,191072,0,121153,161,4166,15587,0.7770784,36540,19925,580528,123,13823,68220,0,13627,0,0,318,,3787.934959,465916,0,0,1936,3086,7708,43.5,465916,0,53398,40314
MI,26,23,19,3,29511,34585,24042,57972,0,0,8558,177171,0,129963,905,2095,12340,0.7770784,17901,21064,580528,868,14805,61001,0,13405,0,0,239,,538.640553,467540,0,2997,4164,3332,11912,43.5,361012,0,53558,31302
OH,39,24,0,,999077,37775,970145,1661917,0,0,204496,4234525,0,2565174,68944,120865,267621,,316501,532321,213,,294535,1447609,0,,0,0,20495,,,10652017,0,370952,116921,139710,170681,38.9,8023302,,1512000,781868
OH,39,24,1,4,49207,37775,92516,59363,1,0,7484,189260,0,104510,311,6376,14823,11.20587552,11396,23008,213,176,13947,60753,0,10535,0,0,245,,2629.119318,462725,0,147,2685,5323,7628,38.9,452329,439,53353,35942
OH,39,24,2,4,44750,37775,52899,58927,1,0,8671,179375,0,114839,535,6235,14521,11.20587552,9876,22690,213,239,14320,53134,0,10439,0,0,278,,1938.32636,463260,0,1142,2135,6672,6390,38.9,437808,0,52245,36665
OH,39,24,3,4,39833,37775,74649,67967,0,0,7151,193733,0,107219,579,12978,13059,11.20587552,8438,28211,213,230,12555,68004,0,11481,0,0,1689,,2013.652174,463140,0,1411,2678,3831,7919,38.9,440872,858,56070,33898
OH,39,24,4,4,47458,37775,12945,81564,0,0,9177,185169,0,115731,7532,3008,9087,11.20587552,3611,17266,213,3962,10976,70023,0,9710,1,0,175,,116.8962645,463143,0,51997,3282,4753,6527,38.9,257062,0,49406,34384
OH,39,24,5,3,45265,37775,2835,79854,0,0,9572,179475,0,117628,8040,2647,7620,0.7770784,5542,21210,213,4812,11826,65498,0,9945,0,0,160,1,96.36886949,463727,0,64118,6737,6774,7291,38.9,191372,0,47569,31496
OH,39,24,6,4,47058,37775,8902,71732,0,0,10981,164900,0,115971,8504,5734,7532,11.20587552,2386,22621,213,5451,11631,52575,0,8595,0,0,800,1,84.95083471,463067,0,43352,5256,5927,8461,38.9,157463,1209,50706,29681
OH,39,24,7,4,37714,37775,26551,71751,0,0,8096,178451,0,115052,5203,13686,9496,11.20587552,5071,29940,213,2386,12181,59388,0,10132,2,1,7308,,194.1395641,463217,0,23066,4073,5099,6769,38.9,299925,0,50086,29794
OH,39,24,8,4,36473,37775,20160,79267,0,0,9360,181345,0,114881,4243,4000,9953,11.20587552,4175,20581,213,1891,11073,73021,0,10455,0,0,298,,244.7990481,462915,0,26954,5508,4501,6556,38.9,301287,0,50783,31761
OH,39,24,9,3,49124,37775,54349,70367,1,1,8762,189054,0,109240,749,3602,11929,0.7770784,14102,22287,213,267,14283,59607,0,10786,1,0,329,,1735.153558,463286,23628827,1896,4402,8941,7804,38.9,447789,0,55530,38181
OH,39,24,10,4,51480,37775,9565,69684,0,0,10661,163166,0,105296,4500,3859,6887,11.20587552,2624,25864,213,5871,10857,47577,0,7894,0,0,313,,78.9223301,463353,0,26831,11148,5785,9134,38.9,190145,0,50649,29080
OH,39,24,11,3,33536,37775,8733,82183,0,1,10057,180917,0,123750,3615,2242,9141,0.7770784,13270,18724,213,2223,12571,76097,0,11142,0,0,415,1,208.1426001,462701,0,15491,3911,6883,6682,38.9,252004,0,55098,29162
OH,39,24,12,4,30994,37775,48427,64308,1,0,10739,192895,0,115917,1672,8676,17270,11.20587552,8859,32054,213,1113,13008,49726,0,10710,3,1,4448,,416.1006289,463120,0,9455,10370,6990,5985,38.9,400071,0,52803,40220
OH,39,24,13,3,35535,37775,23896,81137,0,1,8784,180923,0,121652,2804,3830,9337,0.7770784,14927,17789,213,1154,12091,73229,0,10795,0,0,485,1,402.1282496,464056,0,9689,1868,5810,6657,38.9,363223,0,53661,30754
OH,39,24,14,4,44336,37775,49580,68771,0,0,7349,188116,0,107126,453,3075,11368,11.20587552,17583,22183,213,245,11864,68172,0,10876,0,0,212,,1896.236735,464578,0,823,7244,6469,8573,38.9,424492,0,56344,36407
OH,39,24,15,4,41500,37775,58593,54428,1,0,10141,191783,0,97958,2093,4956,17914,11.20587552,8871,39664,213,740,12701,38456,0,10074,0,0,1003,,625.2743243,462703,0,6893,22007,5691,7232,38.9,424970,0,50928,38485
OH,39,24,16,4,44824,37775,22922,79570,0,0,8347,185470,0,111336,3738,2174,10315,11.20587552,10898,17342,213,1189,11614,72824,0,10197,0,0,215,,389.9907485,463699,0,17411,3554,5504,7598,38.9,308375,0,53430,33490
OH,39,24,17,4,44493,37775,12105,80524,0,0,9179,183327,0,113254,7401,5378,9018,11.20587552,6180,21017,213,3764,11801,69391,0,9460,0,0,280,,122.966525,462846,0,41434,3838,6401,7240,38.9,244086,0,50566,29648
OH,39,24,18,4,54844,37775,10769,83280,0,0,8603,170064,0,108303,4132,2540,6627,11.20587552,10359,17262,213,4059,10454,60969,0,8701,0,0,177,,114.017492,462797,0,24175,4268,5817,7907,38.9,221704,0,56606,29168
OH,39,24,19,4,45535,37775,49051,79747,0,0,8460,183094,0,112850,873,2659,9069,11.20587552,22999,17602,213,553,11998,71613,0,10311,0,0,268,,838.3815552,463625,0,4112,2945,5650,10584,38.9,394318,0,59055,34659
OH,39,24,20,3,44358,37775,11779,87226,1,1,7783,191644,0,103913,235,4649,14666,0.7770784,41241,19359,213,76,13087,73373,0,10550,1,0,375,,6085.263158,462480,0,0,1623,9107,7123,38.9,462480,0,56414,38307
OH,39,24,21,3,46476,37775,306661,77100,1,1,6445,187540,0,106496,954,8837,11626,0.7770784,25206,30458,213,42,18353,60112,0,8573,0,0,362,,11013.90476,462584,0,0,3268,5171,11141,38.9,462584,1681,45771,27848
OH,39,24,22,3,43170,37775,11233,55576,1,1,8718,197966,0,110575,310,3330,17050,0.7770784,36851,20295,213,321,14645,65492,0,13427,0,0,247,,1440.096573,462271,0,513,2320,4621,4785,38.9,429258,0,57682,41446
OH,39,24,23,3,41111,37775,1169,57613,1,1,9977,196846,0,111685,468,6405,19306,0.7770784,32008,24902,213,211,16700,58579,0,13101,0,0,420,,2193.004739,462724,0,33,1797,7994,4699,38.9,459572,0,59963,41376
WI,55,25,0,,472782,17532,128134,635311,0,1,85772,1774089,0,1097563,103120,33541,102127,,130675,240971,10001,,144565,528431,0,,0,0,3401,,,4417933,0,415225,62865,46271,70382,33.3,2909584,,574000,339498
WI,55,25,1,7,47330,17532,16137,79305,0,1,8565,197183,0,125351,6156,2695,8217,1.2415536,18289,22272,10001,1964,15628,77127,0,10478,1,0,397,1,249.9068228,490817,0,22980,3949,4258,9307,33.3,341580,0,52246,34423
WI,55,25,2,7,47750,17532,3441,56629,0,0,11115,206287,0,115869,17068,5385,12804,1.2415536,12953,50812,10001,5510,16103,36154,0,10397,1,0,349,,89.1,490941,0,64705,29324,3722,6349,33.3,289703,438,49003,38808
WI,55,25,3,7,62886,17532,672,59066,0,0,10516,189639,0,119157,27002,4629,8052,1.2415536,6040,29185,10001,11551,16277,36932,0,8485,0,0,574,1,42.51008571,491034,0,106559,8279,5120,9470,33.3,186787,800,47605,36070
WI,55,25,4,7,46599,17532,1163,81284,0,1,7802,209630,0,118525,464,4729,15003,1.2415536,23514,24723,10001,149,18462,78340,0,11285,0,0,391,,3293.221477,490690,0,0,1532,7622,6664,33.3,490690,0,60895,40883
WI,55,25,5,7,56890,17532,104615,78473,1,1,7466,214158,0,105598,491,5393,16657,1.2415536,27826,27475,10001,64,18507,66286,0,10067,0,0,389,,7667.3125,490708,0,0,3575,5442,9617,33.3,490708,0,54932,43399
WI,55,25,6,7,57438,17532,523,78948,1,1,9740,196034,0,121680,14220,2342,8712,1.2415536,9676,21711,10001,5654,14793,69937,0,9727,0,0,406,,86.82950124,490934,0,59300,4576,4501,6336,33.3,276464,0,51524,35016
WI,55,25,7,9,59559,17532,236,64376,0,0,9331,182009,0,124533,17857,3197,9718,0.11238528,11740,24567,10001,17995,15566,44723,0,8424,0,0,210,,27.28702417,491030,33607024,77767,5804,6885,10167,33.3,198739,889,50645,33675
WI,55,25,8,7,54318,17532,519,69358,0,1,10579,180724,0,131109,13587,2645,9258,1.2415536,7568,19545,10001,9629,14112,52440,0,9190,0,0,441,1,50.98909544,490974,0,59028,2788,4795,7107,33.3,276086,0,51106,37100
WI,55,25,9,9,40015,17532,830,67889,1,1,10657,198429,0,135735,6271,2527,13704,0.11238528,13074,20672,10001,1948,15118,66516,0,12479,0,0,244,,251.9532854,490805,0,24871,3027,3927,5366,33.3,358874,0,54787,40121
IA,19,31,0,,350422,13370,32550,336476,0,0,57186,1127698,0,666232,135710,28145,72926,,40226,158277,1640,,86803,217872,0,,0,0,1384,,,2825041,0,512492,43329,35515,39102,24.5,1617206,,369000,234502
IA,19,31,1,7,52865,13370,6843,60789,0,0,8963,193642,0,106692,15453,7771,10471,1.2415536,7255,35041,1640,6676,14012,45891,0,9594,1,0,250,,70.59017376,471260,0,62423,13258,4843,7379,24.5,304058,364,51447,39273
IA,19,31,2,7,52463,13370,2518,61838,0,0,9433,186866,0,116334,21241,3133,11020,1.2415536,5180,18431,1640,7238,12842,49274,0,9511,0,0,199,1,65.20212766,471933,0,80021,2456,5171,6048,24.5,286452,0,49504,35629
IA,19,31,3,7,59142,13370,7370,56735,0,0,8769,184166,0,112982,25192,2644,9441,1.2415536,6591,23228,1640,9756,14825,38584,0,8911,0,0,104,,48.36879869,471886,0,97921,5759,5065,7807,24.5,245162,0,49874,38024
IA,19,31,4,7,56219,13370,12596,57001,0,0,9558,197003,0,105000,10383,6474,20786,1.2415536,7180,26523,1640,5296,14402,38401,0,9589,0,0,260,,88.53493202,468881,0,44409,5647,6571,6927,24.5,354937,1090,54081,42811
IA,19,31,5,10,65589,13370,1331,51553,0,0,11592,186780,0,107429,31698,4770,11321,4.9598864,5723,33511,1640,13756,15525,21172,0,8338,0,0,371,,34.18246583,470214,0,108968,13216,8210,4975,24.5,211869,0,47089,37877
IA,19,31,6,10,64151,13370,1888,48554,0,0,8872,179233,0,117799,31753,3351,9884,4.9598864,8298,21541,1640,13219,15198,24535,0,8314,0,0,200,,35.62047053,470867,0,118787,2992,5656,5965,24.5,214656,0,48710,40888
KS,20,32,0,,266642,10200,106442,262061,0,0,51480,887608,0,514903,69740,32745,61961,,27873,147809,1321,,73935,148097,0,,0,0,35944,,,2249071,0,238208,41129,38717,34349,21.1,1485881,,308000,186316
KS,20,32,1,10,62503,10200,4516,45938,0,0,10703,177829,0,107568,32400,3981,9306,4.9598864,3915,28413,1321,48332,18518,12503,0,7820,0,0,427,,9.264814202,447787,0,90285,5914,5378,4981,21.1,188319,0,46955,39734
KS,20,32,2,10,49970,10200,27339,47781,0,0,10619,163149,0,98466,11591,10560,11386,4.9598864,7347,36690,1321,8693,12922,21371,0,8680,2,2,28355,,52.22914989,454028,0,45332,13208,9033,4704,21.1,298820,1437,48871,32654
KS,20,32,3,10,36978,10200,37037,53452,0,0,10466,187301,0,107724,2650,8122,17556,4.9598864,7562,31348,1321,1582,12718,36772,0,10928,0,0,1222,,284.2876106,449743,0,9592,10508,11281,5799,21.1,406056,0,54358,41802
KS,20,32,4,11,45686,10200,29363,56188,0,0,9179,187410,0,104902,6116,5072,14302,3.21816768,5437,22873,1321,5030,14384,43344,0,9097,2,1,5086,,89.56003976,450487,0,24053,3417,5623,11059,21.1,368767,202,50193,39642
KS,20,32,5,11,71427,10200,8269,58715,0,0,10515,171971,0,96263,16920,5018,9438,3.21816768,3621,28495,1321,18150,15382,34154,0,7450,1,0,817,1,24.62953168,447026,0,68742,8095,7422,7801,21.1,224495,0,48226,32504
MN,27,33,0,,409200,17777,34722,453020,0,0,82761,1528475,0,956555,104181,40051,115968,,98059,221371,79705,,121101,309230,0,0,0,0,5489,,,3805069,0,454528,60219,59520,64165,31.9,2526625,,541000,322587
MN,27,33,1,7,46681,17777,680,55786,0,0,11293,190165,0,124619,16512,3661,11282,1.2415536,7579,24733,79705,6134,13520,41907,0,10272,0,0,355,1,77.26084121,473918,0,64419,7552,6684,6757,31.9,281695,0,50844,35664
MN,27,33,2,7,50442,17777,552,58341,0,0,10536,185979,0,123018,21039,3152,11053,1.2415536,6533,21734,79705,7876,13307,43793,0,9703,0,0,378,,60.51891823,476647,0,93272,5275,5492,7657,31.9,258178,0,51592,38140
MN,27,33,3,7,25069,17777,1210,52649,1,0,10977,208515,0,129325,384,4898,24842,1.2415536,12175,23616,79705,228,14752,46725,0,13248,0,0,566,,2073.078947,472662,0,101,3966,8121,5167,31.9,471566,0,61849,56474
MN,27,33,4,7,48142,17777,11378,59829,1,0,10012,203127,0,113423,412,6472,17222,1.2415536,15015,32557,79705,154,15040,52268,0,11306,1,0,336,,3077.285714,473902,0,9,11045,11761,6679,31.9,472451,0,59149,39722
MN,27,33,5,7,65324,17777,18502,65385,1,0,9438,224183,0,89595,311,7669,26476,1.2415536,21943,34410,79705,70,14444,46852,0,10323,1,0,550,,6846.857143,479280,0,0,12297,8914,8364,31.9,479280,862,60913,48964
MN,27,33,6,7,58642,17777,584,49589,0,0,10436,173706,0,126837,32088,3913,8685,1.2415536,7386,25234,79705,14440,15808,25678,0,7984,0,0,279,1,33.01578947,476748,0,137052,5513,4669,7407,31.9,146508,1002,47301,36642
MN,27,33,7,9,67040,17777,371,43343,0,1,9453,168100,0,121558,28748,4846,7498,0.11238528,9645,29884,79705,31061,16626,16950,0,7089,0,0,627,,15.22014745,472753,0,130043,8412,6029,10710,31.9,140364,0,46877,34670
