STATE,FIPSTATE,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
TX,48,49,7,13,23635,56879,8530,32431,1,0,12999,204073,0,114975,1084,2907,27947,1.91206848,13390,17813,863488,714,10427,35445,0,13593,0,0,353,,646.6442577,461704,83674039,2504,4479,6003,4046,15.8,433913,0,61288,48140
TX,48,49,8,13,22399,56879,102807,80634,1,1,20327,181097,0,123099,620,4173,14592,1.91206848,6616,17817,863488,400,10642,41798,0,9483,0,0,357,,1153.04,461216,83674039,362,3002,11558,5979,15.8,440925,0,50397,38330
TX,48,49,9,13,36967,56879,102606,69446,1,1,15360,180275,0,120130,1613,5105,12530,1.91206848,7992,25249,863488,2271,12360,42598,0,9341,0,0,1358,,205.8489652,467483,164720000,2746,7784,8705,7182,15.8,404715,0,55819,34253
TX,48,49,10,13,47362,56879,68549,46306,1,0,15392,183800,0,98531,9283,10126,14352,1.91206848,8890,52128,863488,8771,12210,16461,0,7839,1,1,4792,1,53.07182761,465493,0,27509,29792,3009,5713,15.8,333198,0,45952,35769
TX,48,49,11,13,57884,56879,56957,50922,0,0,11441,159607,0,97983,11193,10785,10208,1.91206848,7404,27146,863488,11802,9503,24848,0,6963,1,1,39492,1,39.66683613,468148,0,36119,6858,4434,6783,15.8,317570,1947,47166,33161
TX,48,49,12,13,37508,56879,74122,74105,1,0,12378,193159,0,110093,861,9930,14828,1.91206848,6088,22982,863488,480,10452,58352,0,9418,1,1,4939,,970.1479167,465671,0,905,2600,7446,7554,15.8,452267,0,54812,40724
TX,48,49,13,11,51272,56879,24055,57100,1,0,11948,186312,0,110527,15518,8525,13180,3.21816768,4484,29158,863488,32722,13006,19889,0,8120,1,1,12169,,14.60350834,477856,0,30759,7627,7399,6569,15.8,359205,137,52579,42797
TX,48,49,14,13,34950,56879,34098,60857,0,1,15202,170469,0,126356,7760,8160,11722,1.91206848,11612,25955,863488,7225,13214,21569,0,7869,2,1,5425,1,65.67017301,474467,35487454,13573,4581,5272,6872,15.8,370170,0,48410,36219
TX,48,49,15,13,36971,56879,2447,44226,0,1,9614,139757,0,133474,17345,4825,7541,1.91206848,46113,23904,863488,14362,11709,10345,0,5035,1,1,2809,,31.93016293,458581,0,18314,7370,3656,8315,15.8,327590,0,30617,32541
TX,48,49,16,12,28143,56879,15883,55082,1,0,11153,158963,0,131321,2693,12329,11681,1.91206848,51093,30643,863488,27576,12865,21859,0,7848,2,1,17857,,17.33706847,478087,0,1849,5449,5972,7955,15.8,434550,0,43260,34619
TX,48,49,17,13,68170,56879,17209,58081,0,0,11358,174891,0,99492,17790,6209,10200,1.91206848,4210,25259,863488,29323,11956,21877,0,7010,3,1,9462,,15.95716673,467912,0,47304,7094,6415,6035,15.8,298077,225,47403,36859
TX,48,49,18,13,42082,56879,192369,76033,1,0,16309,200108,0,96648,519,5489,18112,1.91206848,18476,22103,863488,75,11210,33161,0,7343,0,0,346,,6160.826667,462062,83674039,0,5404,9706,8069,15.8,462062,1252,47153,45485
TX,48,49,19,13,32438,56879,28198,50761,0,0,10281,183571,0,122384,20086,3838,13732,1.91206848,6491,25913,863488,17174,13578,14149,0,8326,1,1,2434,,27.77372773,476986,0,43871,8497,5353,7021,15.8,361138,0,45579,40543
TX,48,49,20,13,42842,56879,50633,56441,1,0,9974,150342,0,114727,554,22096,12204,1.91206848,31611,36140,863488,93,10424,18527,0,6567,3,3,30333,,5031.634409,467942,0,0,3620,4125,7734,15.8,467738,438,41307,34436
TX,48,49,21,12,47340,56879,7737,43227,1,0,11187,173519,0,112958,10356,15529,16316,1.91206848,14448,36284,863488,41026,13262,15573,0,8787,2,2,12957,,11.37464047,466656,0,21058,7493,4376,5309,15.8,353622,302,52685,37938
TX,48,49,22,13,20891,56879,57930,60448,1,1,17767,184624,0,120400,2446,7262,16019,1.91206848,9400,23341,863488,2373,10872,42305,0,11092,0,0,1070,,191.6645596,454820,83674039,5714,5207,6550,4818,15.8,384614,0,53672,36703
TX,48,49,23,13,41266,56879,15853,49032,1,0,10985,145830,0,126991,12919,13276,9922,1.91206848,27095,29813,863488,19908,11284,15097,0,6482,3,3,14850,,23.42013261,466248,0,34678,5253,4770,6489,15.8,324276,0,37201,32997
TX,48,49,24,13,30565,56879,89820,72643,1,0,13063,205863,0,103413,1817,7459,19036,1.91206848,4641,28770,863488,1276,12062,56457,0,9815,0,0,1141,,364.6661442,465314,0,3971,9249,7648,6751,15.8,428016,764,53321,42506
KY,21,51,0,,337806,11464,230406,448935,0,0,76753,1141809,0,746902,68528,48534,64905,,16556,170761,62105,,68861,278879,0,,0,0,39975,,,3219311,0,381768,53366,42239,52846,32.2,1685762,,396000,203348
KY,21,51,1,4,60561,11464,41295,70546,0,0,11661,162887,0,98039,12090,6170,7499,11.20587552,1570,23948,62105,8905,9960,39000,0,6788,1,1,9410,,51.74104436,460754,0,64097,7818,5847,8707,32.2,178769,0,42676,27825
KY,21,51,2,4,43055,11464,27427,62875,0,0,11668,155126,0,104519,16112,7485,6901,11.20587552,2468,22053,62105,7244,8840,40607,0,7042,1,1,28364,,63.42020983,459416,0,91822,5728,3399,7097,32.2,197382,0,39016,26361
KY,21,51,3,4,49756,11464,91755,75215,1,0,9448,189258,0,106832,398,8585,14026,11.20587552,4159,23479,62105,98,11676,58263,0,8902,1,0,759,,4697.346939,460340,0,39,3218,8174,8291,32.2,458819,422,53497,35998
KY,21,51,4,4,37159,11464,9668,63819,1,0,10210,176888,0,120385,2528,7559,14833,11.20587552,3887,20929,62105,1127,10019,50848,0,10359,0,0,807,,407.1836735,458896,0,12815,3351,8730,6182,32.2,374415,0,53449,36998
KY,21,51,5,4,54097,11464,13735,56006,0,0,10555,138024,0,105154,15906,5161,4872,11.20587552,871,23206,62105,9731,9624,26920,0,4660,2,0,191,,47.22906176,459586,0,97727,8421,4305,8270,32.2,99105,0,36412,22444
KY,21,51,6,4,44596,11464,39913,61322,0,0,12254,187053,0,101388,13381,8355,11747,11.20587552,2861,35197,62105,4153,9741,39226,0,8678,0,0,269,,110.8887551,460521,0,57781,17101,5576,6356,32.2,284019,992,49655,32469
KY,21,51,7,4,48595,11464,6732,59156,0,0,10958,132590,0,110553,8117,5222,5022,11.20587552,738,21973,62105,8392,9002,24002,0,5528,0,0,177,,54.79003813,459798,0,57504,7749,6204,7944,32.2,93216,0,37999,21243
MD,24,52,0,,300210,10323,698501,478539,0,0,101055,1590094,0,947039,21228,210063,130870,,124331,395812,31057,,129681,299355,0,,0,0,65602,,,3922399,0,62386,56068,53097,51328,24.5,3004889,,597000,295173
MD,24,52,1,2,42569,10323,95088,69265,0,1,16077,181504,1,120833,9796,20780,9332,2.32414784,6849,40680,31057,4894,12545,38044,0,8925,5,0,18549,1,100.0112383,489455,0,30956,7355,4706,7309,24.5,130879,980,48436,32158
MD,24,52,2,2,34982,10323,15034,66240,1,0,12027,211842,1,118272,1247,11476,17969,2.32414784,17797,34489,31057,508,17197,58628,0,12140,0,0,1587,,967.1870079,491331,52661448,3538,5816,7308,5719,24.5,430173,231,65605,45412
MD,24,52,3,2,57272,10323,62036,69712,1,0,10423,204675,1,103167,234,10487,19298,2.32414784,18612,34024,31057,79,16051,53690,0,10022,0,0,2571,,6213.303797,490851,52661448,27,7486,9284,7160,24.5,490164,291,60141,40417
MD,24,52,4,2,22898,10323,51941,52062,0,0,13985,188237,1,124593,1580,39899,14435,2.32414784,12249,63570,31057,707,16929,25908,0,11892,8,3,27131,,700.4936351,495249,0,5411,6742,7200,4749,24.5,362607,0,57517,34702
MD,24,52,5,2,21598,10323,75277,47243,0,0,13070,208758,1,112857,554,49791,19843,2.32414784,20688,76696,31057,202,17282,16697,0,12286,0,0,6704,,2389.707921,482721,0,821,9623,5799,5150,24.5,467523,0,55872,39380
MD,24,52,6,2,45470,10323,20957,73018,0,0,16163,194415,1,115261,6452,13104,11941,2.32414784,5915,35546,31057,3057,14707,46694,0,9749,2,2,2476,,160.8894341,491839,0,19883,7735,8260,6513,24.5,192302,0,55919,35236
MD,24,52,7,2,45067,10323,361082,74353,1,0,9584,194731,1,121818,531,14199,12150,2.32414784,8779,42076,31057,30,19464,44774,0,7841,0,0,854,,16261.06667,487832,52661448,0,8413,7662,10640,24.5,487832,0,45616,29963
MD,24,52,8,2,30321,10323,18119,26642,0,0,9721,206033,1,130250,832,50394,25911,2.32414784,33457,68831,31057,414,15520,14848,0,17102,3,0,5622,,1191.113527,493121,0,1728,2917,2866,4101,24.5,443978,0,62177,37901
OK,40,53,0,,300371,11801,171218,308487,0,0,64283,968438,0,580793,43870,63176,70178,,20160,186884,8887,,69040,146330,0,,0,0,35474,,,2559253,0,175351,54668,35215,40399,18.8,1741034,,377000,200397
OK,40,53,1,11,38770,11801,36249,53370,1,0,10477,178071,0,100119,1201,4671,15904,3.21816768,3877,18519,8887,1350,11055,34292,0,9527,0,0,283,,315.2740741,425620,0,5848,2793,9970,8105,18.8,388107,0,55665,39390
OK,40,53,2,11,58754,11801,27046,55620,0,0,11862,149357,0,97654,7538,4946,7677,3.21816768,1621,24748,8887,1287,10845,31529,0,6567,0,0,215,,331.6068376,426778,0,41974,8957,4995,7719,18.8,184967,247,47836,28300
OK,40,53,3,11,68119,11801,25186,55246,0,0,12041,145144,0,93271,8925,8686,7227,3.21816768,1153,29341,8887,19944,11454,22122,0,5846,1,0,368,,21.38969114,426596,0,46798,9201,4043,6750,18.8,177430,0,45661,28027
OK,40,53,4,11,37513,11801,24770,43398,1,0,9081,143714,0,98466,6928,20070,9579,3.21816768,5669,42522,8887,7811,11450,13883,0,7569,2,2,30213,,54.5807195,426330,0,23263,11002,4019,6426,18.8,317324,0,40196,29816
OK,40,53,5,11,40150,11801,47562,54410,1,0,10684,184899,0,97235,852,18716,18984,3.21816768,4410,38444,8887,484,10531,25856,0,9305,1,1,2375,,881.1652893,426484,0,1420,9197,6993,5960,18.8,418596,463,54597,41015
OK,40,53,6,11,57115,11801,10321,46423,1,0,10137,167204,0,94032,18476,6079,10787,3.21816768,3429,33333,8887,28806,13712,18612,0,7593,1,1,2027,,14.83874887,427445,0,56196,13542,5184,5435,18.8,254164,0,47312,33826
TN,47,54,0,,384611,15434,620697,616730,0,0,100821,1526204,0,885728,54368,62072,95970,,19026,234161,256012,,117331,446961,0,,0,0,25194,,,3924164,0,316848,54758,46623,67630,23.5,2307026,,515000,272697
TN,47,54,1,6,44591,15434,11761,86739,0,0,14080,188253,0,102915,8653,5856,7411,11.20587552,1149,22728,256012,4617,11793,69952,0,6820,2,0,196,,106.2417154,490518,0,68191,5079,5217,10873,23.5,183651,508,52969,29465
TN,47,54,2,6,49717,15434,29130,74559,0,0,12507,185322,0,105095,4086,8471,11020,11.20587552,2287,32403,256012,4063,13924,51704,0,7285,0,0,445,,121.2254492,492539,0,29376,10008,5564,7874,23.5,258743,0,50969,34545
TN,47,54,3,6,44578,15434,54438,82628,0,0,12227,192345,0,111568,2614,10182,11846,11.20587552,2583,29510,256012,4228,14419,68467,0,7940,1,0,168,1,115.0338221,486363,0,13217,4909,4661,7372,23.5,294218,0,52501,30789
TN,47,54,4,6,52912,15434,30822,88376,0,0,14956,194611,0,107031,14054,7189,11154,11.20587552,1320,28149,256012,9721,13372,64690,0,6451,1,0,564,,50.62483284,492124,0,83337,7588,3934,8388,23.5,172697,912,45669,28753
TN,47,54,5,6,44286,15434,93118,65009,1,0,13218,205783,0,111814,2787,5943,18967,11.20587552,3785,30911,256012,1289,15088,43559,0,9231,0,0,666,,380.2777347,490178,0,9267,9880,7575,6867,23.5,445828,488,52774,41602
TN,47,54,6,6,45887,15434,64705,75712,1,0,12376,176326,0,110164,9224,7884,9498,11.20587552,2253,27018,256012,10066,13355,54405,0,7151,0,0,8466,,46.92439897,472341,0,56750,5779,5451,7444,23.5,208967,0,45079,31245
TN,47,54,7,8,53469,15434,93774,74686,1,0,11233,179511,0,110867,12116,7484,9096,32.28646848,1900,28259,256012,7187,15038,54547,0,7030,3,1,13978,,67.77473216,487097,0,56558,5737,4513,8383,23.5,233483,0,44927,32390
TN,47,54,8,8,49149,15434,243469,68989,1,0,10219,204089,0,126301,803,9062,16995,32.28646848,3754,35193,256012,157,20355,39566,0,7874,1,0,669,,3267.541401,513004,0,33,5776,9726,10442,23.5,510199,923,52185,43941
WV,54,56,0,4,194484,11884,66804,248476,0,0,40125,579316,0,394068,8882,17313,25891,11.20587552,16662,90615,510,,37532,127727,0,,0,0,924,,,1744237,0,57445,35770,23726,29707,46.8,679525,,233000,104062
WV,54,56,1,4,50495,11884,7723,71810,0,0,9445,159153,0,95646,1474,3410,7371,11.20587552,8081,18421,510,2745,10178,50793,0,8457,0,0,166,,158.9570128,436337,0,9803,4833,4252,6599,46.8,247462,212,54377,28873
WV,54,56,2,4,53305,11884,15447,61140,0,0,10563,142966,0,93387,5458,5910,4877,11.20587552,3655,29120,510,11218,8683,28028,0,6437,2,0,330,,38.87858798,436140,0,28485,14527,6523,7888,46.8,104955,688,46764,22176
WV,54,56,3,4,44587,11884,13400,58100,0,0,12794,144547,0,102709,1248,3518,7485,11.20587552,1971,23086,510,6377,9813,28962,0,7574,0,0,229,,68.08295437,434165,0,14244,9755,5796,8211,46.8,179149,0,46309,27102
WV,54,56,4,4,46097,11884,30234,57426,0,0,7323,132650,0,102326,702,4475,6158,11.20587552,2955,19988,510,3730,8858,19944,0,7039,0,0,199,,117.3176944,437595,0,4913,6655,7155,7009,46.8,147959,348,44185,25911
AZ,4,61,0,,162001,7597,52846,199137,0,0,46715,641573,0,440477,17818,31155,57924,,76638,116331,14226001,,53699,96044,0,,0,0,25832,,,1772482,0,23294,31477,17314,26969,21.4,1409339,,274000,134045
AZ,4,61,1,14,45125,7597,25577,54058,1,0,11889,173923,0,102347,3346,5085,16902,0.240134944,17021,27829,14226001,644,13909,33228,0,9126,1,1,3549,,687.25,442589,0,2382,8835,3659,7460,21.4,414567,0,50196,37329
AZ,4,61,2,14,42295,7597,12448,46300,1,0,10496,150323,0,108357,2706,10016,12473,0.240134944,29589,32301,14226001,21890,13264,12825,0,8832,3,2,12872,,20.2428963,443117,0,4145,9021,4563,6223,21.4,352886,329,49413,30168
AZ,4,61,3,14,39552,7597,9705,52346,1,0,12881,153978,0,114032,7664,8744,12198,0.240134944,17348,28623,14226001,54360,12777,24218,0,8964,4,2,8590,1,8.153072112,443201,0,7454,7102,4591,6818,21.4,330859,222,48078,32909
AZ,4,61,4,14,34972,7597,5020,46389,1,0,11445,163353,0,115802,4097,7310,16365,0.240134944,12629,27568,14226001,36523,13752,25767,0,9886,0,0,774,,12.14508666,443575,0,9350,6506,4504,6465,21.4,310538,220,48824,33632
CO,8,62,0,,188091,8765,66066,234182,0,0,54668,862133,0,534399,32016,47912,74968,,60311,163519,8889723,,73298,120581,0,,0,0,48520,,,2207259,0,85989,42309,32518,36357,25,1736082,,336000,183611
CO,8,62,1,10,52391,8765,46124,44109,1,0,8706,192740,0,87846,653,10571,21949,4.9598864,18173,33683,8889723,89,15172,25847,0,9977,2,1,5674,,4964.955056,441881,0,0,7940,8103,7841,25,441881,439,56381,42063
CO,8,62,2,10,27806,8765,1698,49392,1,0,12417,182936,0,109178,1533,10536,17053,4.9598864,11848,35282,8889723,1541,14854,33585,0,11201,0,0,656,,285.1388709,439399,0,3516,9892,6377,6530,25,386387,0,52329,38549
CO,8,62,3,12,41928,8765,9784,44936,0,0,8822,144863,0,111985,10435,10230,7607,1.91206848,9475,32716,8889723,50138,13400,16058,0,7578,3,2,22531,,8.819996809,442217,0,30616,9086,4633,7845,25,284690,600,44096,29248
CO,8,62,4,14,38730,8765,987,50129,0,0,13090,174838,0,109841,15113,5405,11999,0.240134944,10188,32718,8889723,40676,15932,20404,0,8992,0,0,440,1,10.86694857,442024,0,42289,11381,6085,7516,25,238807,115,47211,36358
CO,8,62,5,10,27135,8765,7277,45634,1,0,11645,166662,0,115660,4298,11170,16326,4.9598864,10594,29121,8889723,11322,13936,24699,0,10278,4,0,19233,,39.01589825,441738,0,9617,4015,7311,6623,25,383953,0,49589,37366
ID,16,63,0,,67844,3028,2038,83625,0,0,16638,271762,0,182377,29153,10502,18947,,12580,44342,12071543,,19768,37850,0,,0,0,5198,,,713008,0,93766,14072,10771,14151,22.1,387340,,97000,58498
ID,16,63,1,17,36475,3028,605,44346,0,0,9159,137961,0,88063,11066,5369,8132,7.73079104,6885,23240,12071543,39385,9612,21866,0,8466,0,0,382,,9.060784563,356859,0,35437,8259,4008,8599,22.1,189523,0,41359,29124
ID,16,63,2,17,31346,3028,1438,39256,0,0,7471,133781,0,94343,18120,5132,10827,7.73079104,5689,21092,12071543,43292,10159,15957,0,8280,2,1,4836,,8.226670055,356149,0,58436,5801,6776,5537,22.1,197857,172,36263,29375
MT,30,64,0,,68765,3347,1800,69344,0,0,15674,260649,0,179131,28422,13345,15190,,19634,50982,92574028,,22834,23626,0,,0,0,5746,,,694409,0,82129,14803,11767,16041,34.3,372344,,101000,54525
MT,30,64,1,10,35153,3347,424,38530,0,0,8338,131695,0,87106,9499,7168,6815,4.9598864,8769,29087,92574028,56027,10544,14754,0,8576,0,0,321,,6.201420744,347447,0,29423,11375,5492,9225,34.3,174700,160,41789,25168
MT,30,64,2,10,33609,3347,1377,30805,0,0,7335,128952,0,92031,18935,6175,8377,4.9598864,10868,21886,92574028,89560,12292,8866,0,8436,1,1,5431,,3.874073247,346962,0,52734,3419,6275,6813,34.3,197672,96,38939,29362
NV,32,65,0,,30744,2136,27621,51991,0,0,16270,208996,0,113783,3670,10437,18356,,18179,35804,48637998,,17113,10357,0,,0,0,9101,,,488738,0,7716,8254,6877,11187,36.5,395221,,87000,37735
NV,32,65,1,15,30744,2136,27621,51991,0,0,16270,208996,0,113783,3670,10437,18356,0.01619968,18179,35804,48637998,109889,17113,10357,0,10687,3,2,9101,,4.44756072,488738,0,7716,8254,6877,11187,36.5,395221,177,65063,37735
NM,35,66,0,,70830,3408,19314,96893,0,0,23774,342482,0,283754,12316,29728,30679,,22510,87191,13198822,,28003,21832,0,,0,0,15755,,,1016000,0,37487,29460,10589,19645,18.8,710705,,136000,67876
NM,35,66,1,12,36257,3408,7453,43175,0,0,13293,178104,0,141467,3578,15833,20448,1.91206848,8528,48121,13198822,40606,14236,11175,0,8187,2,1,5121,,12.58767177,511135,0,10510,18052,4879,10292,18.8,389926,420,54503,36395
NM,35,66,2,12,34573,3408,11860,53716,0,0,10481,164380,0,142286,8736,13896,10233,1.91206848,13981,39072,13198822,80806,13767,10657,0,7551,5,2,10633,,6.247865258,504865,0,26974,11409,5710,9353,18.8,320790,0,46804,31482
UT,49,67,0,,77784,3918,6324,122290,0,0,20665,399162,0,288221,11674,44716,26153,,29573,95553,23530050,,27969,55018,0,,0,0,4472,,,1059273,0,26297,22868,14906,20600,26.2,853314,,141000,81294
UT,49,67,1,14,36314,3918,3782,59465,0,0,9488,193027,0,145968,8291,31012,9468,0.240134944,10311,56133,23530050,43590,14477,25657,0,9080,5,2,3107,,12.1515944,529688,0,21377,10644,6526,10956,26.2,382484,0,52433,33796
UT,49,67,2,15,41469,3918,2542,62824,0,0,11176,206130,0,142254,3385,13709,16682,0.01619968,19259,39426,23530050,38506,13493,29359,0,9537,2,0,1366,,13.75331117,529585,0,4925,12224,8379,9644,26.2,470800,506,59617,47493
WY,56,68,0,,30302,1870,2455,37375,0,0,8511,129577,0,82433,11048,5918,7310,,6989,26961,19718856,,12481,7939,0,,0,0,3242,,,332416,0,31263,8562,6547,6188,24.8,200877,489,49000,25068
WY,56,68,1,10,30302,1870,2455,37375,0,0,8511,129577,0,82433,11048,5918,7310,4.9598864,6989,26961,19718856,97203,12481,7939,0,8944,1,1,3242,,3.419812146,332416,0,31263,8562,6547,6188,24.8,200877,0,39375,25068
CA,6,71,0,,1806489,104277,1398177,2302408,0,0,404257,7990333,0,4570504,161385,355192,760379,,1757586,1333998,19836032,,709331,1614316,0,,0,0,346246,,,19953134,0,184833,269475,272894,507361,35.7,18133553,,3231000,1575359
CA,6,71,1,16,57055,104277,3291,53319,0,1,10055,170922,0,105645,6387,8066,11382,16.92335008,23129,35497,19836032,11574,16083,28070,0,9473,2,1,1914,1,40.4373596,468022,0,16481,11348,5021,13325,35.7,240959,0,59515,33533
CA,6,71,2,16,50732,104277,4524,49354,0,0,10626,171513,0,109987,7317,9985,10343,16.92335008,14537,37640,19836032,34888,18363,20185,0,9035,0,0,1374,,13.27043683,462979,0,16420,9292,6181,16838,35.7,218773,0,59396,32737
CA,6,71,3,16,37310,104277,32806,43931,0,0,10104,186662,0,111942,1154,19592,15585,16.92335008,24343,62927,19836032,155,18674,14602,0,10588,1,0,7778,,2991.490323,463681,0,328,24661,5735,12879,35.7,458264,0,58715,37510
CA,6,71,4,16,31668,104277,22859,42603,0,0,8792,158527,0,115561,11096,17240,9617,16.92335008,25554,47821,19836032,5953,15769,19216,1,9473,4,2,25731,,78.35175542,466428,0,18764,14812,4983,12009,35.7,363466,0,49447,29011
CA,6,71,5,16,58112,104277,80710,50983,1,1,7810,215787,0,71205,590,15311,31738,16.92335008,103040,36689,19836032,26,14916,25997,0,9079,2,1,7839,,17716.30769,460624,0,0,6462,13877,16824,35.7,460624,0,56386,39564
CA,6,71,6,16,58243,104277,20571,34157,1,1,8960,208901,0,83569,886,11810,33771,16.92335008,69400,38631,19836032,539,19229,19077,0,13221,3,0,7120,,855.4508349,461088,0,1120,7592,10681,8939,35.7,445473,330,59987,41908
CA,6,71,7,16,58852,104277,118173,43929,1,1,8177,201494,0,81557,613,14836,20422,16.92335008,43891,50155,19836032,103,17561,25436,0,10591,1,0,5808,,4492.747573,462753,0,43,17758,8224,14947,35.7,460642,0,54404,33171
CA,6,71,8,16,35388,104277,58254,59768,1,0,10264,186542,0,107720,976,13730,18422,16.92335008,29627,36910,19836032,542,15806,34709,0,11554,2,1,11389,,853.900369,462814,0,789,7374,10416,10779,35.7,448443,188,58450,38058
CA,6,71,9,16,29740,104277,10998,67798,1,1,10263,182020,0,116520,1784,6658,13932,16.92335008,36905,26637,19836032,302,14674,49278,0,11073,3,0,2931,,1542.933775,465966,0,233,5305,8117,13028,35.7,462241,0,53766,34706
CA,6,71,10,16,23857,104277,2154,43107,1,0,10589,185186,0,130112,1776,4375,17784,16.92335008,26895,26001,19836032,1061,17517,51070,0,13977,0,0,911,,437.9547597,464670,0,2098,4109,5277,8221,35.7,443740,0,55667,34252
CA,6,71,11,16,33416,104277,24849,61137,0,1,12100,210861,0,104419,757,10295,24347,16.92335008,49796,30806,19836032,157,17141,35999,0,12741,0,0,1210,,2957.477707,464324,0,27,3370,17382,8739,35.7,459241,0,62144,47191
CA,6,71,12,16,51054,104277,14960,44142,0,1,8959,167988,0,98713,13256,7701,11354,16.92335008,40802,32518,19836032,6414,16073,18101,0,9387,1,1,30829,1,73.66588712,472493,0,9569,8744,3820,12114,35.7,347005,0,51486,36293
CA,6,71,13,16,40692,104277,5426,49412,0,1,10686,180943,0,117333,6377,9411,15974,16.92335008,33866,34059,19836032,3785,19277,27641,0,11188,0,0,2833,,122.8943197,465155,0,4848,5371,3438,10766,35.7,414162,0,56350,36145
CA,6,71,14,16,33203,104277,23562,60074,0,0,13369,186272,0,119053,1192,8825,17216,16.92335008,25019,33494,19836032,626,18766,37892,0,12036,2,0,2069,,742.4185304,464754,0,1455,5903,7791,10535,35.7,437789,497,58539,36238
CA,6,71,15,16,45907,104277,18329,55176,0,0,9667,174126,0,114752,12233,11597,10992,16.92335008,31483,33713,19836032,2718,15468,26304,0,9325,1,1,1471,,172.1854305,468000,0,23244,6648,7071,15378,35.7,361112,0,52325,33671
CA,6,71,16,16,41403,104277,23627,44382,0,1,7963,168470,0,120356,17703,4248,12860,16.92335008,32368,28675,19836032,7375,18115,17626,0,8531,3,1,4599,,63.83647458,470794,0,29290,6312,5571,13531,35.7,336685,275,47634,37099
CA,6,71,17,16,30273,104277,8748,49775,1,1,9049,200190,0,107715,1186,6712,20321,16.92335008,39881,25323,19836032,384,15222,56445,0,12894,1,1,2945,,1201.070313,461211,0,456,3389,6428,10479,35.7,453848,1410,58377,33491
CA,6,71,18,16,47341,104277,8822,47254,0,0,9238,168693,0,112793,24634,4417,9436,16.92335008,26651,29662,19836032,26901,18820,18354,0,8236,3,2,1443,,17.12445634,460665,0,31099,6425,3994,12020,35.7,232033,0,48037,33723
CA,6,71,19,16,26464,104277,1345,79716,0,0,10238,184932,0,126883,498,3260,13272,16.92335008,38803,19669,19836032,84,12922,59063,0,10930,1,1,490,,5527.654762,464323,0,0,3487,8763,10259,35.7,464323,0,55241,40152
CA,6,71,20,16,67059,104277,30140,48510,1,0,8660,210273,0,85880,341,5079,27195,16.92335008,54230,27930,19836032,104,19630,40644,0,11843,3,1,388,,4452.807692,463092,30746362,0,3221,4773,9702,35.7,462678,0,58282,40184
CA,6,71,21,16,42048,104277,251960,70545,1,0,5741,166202,0,110984,440,6885,12813,16.92335008,51305,23663,19836032,47,14186,51190,0,7060,0,0,417,,9890.468085,464852,30746362,0,2592,5551,15463,35.7,464852,0,41458,27063
CA,6,71,22,16,32574,104277,16853,68560,1,0,11283,206669,0,106009,511,5400,22139,16.92335008,48443,23519,19836032,81,15201,53620,0,11117,0,0,464,,5738.024691,464780,30746362,0,2918,4104,13902,35.7,464780,915,59407,42451
CA,6,71,23,16,29728,104277,1398,65063,0,0,11418,204945,0,109381,897,4062,17095,16.92335008,28986,24174,19836032,89,16199,60422,0,11778,0,0,1261,,5192.483146,462131,0,0,3913,5948,11154,35.7,462131,0,62197,44821
CA,6,71,24,16,44641,104277,9903,56258,1,0,11183,192492,0,106395,1267,6934,19885,16.92335008,30683,28816,19836032,2718,18699,45100,0,11954,0,0,555,,170.66078,463856,30746362,1188,3183,4385,9520,35.7,399867,0,59756,37457
CA,6,71,25,16,20518,104277,4857,58424,0,0,10467,182358,0,139940,691,3249,15659,16.92335008,28103,24312,19836032,165,17238,50393,0,12549,0,0,421,,2806.527273,463077,0,347,3825,5629,9192,35.7,451533,0,55101,39701
CA,6,71,26,16,80364,104277,45950,35484,1,0,6155,234214,0,60766,195,4800,36387,16.92335008,88806,25280,19836032,64,15129,33397,0,12281,0,0,270,,7244.21875,463630,30746362,0,5351,4195,16668,35.7,463630,0,62327,51907
CA,6,71,27,16,20721,104277,6234,41400,1,1,8853,186174,0,130596,3252,8486,20078,16.92335008,34183,28075,19836032,422,14654,41837,0,13811,0,0,5254,,1099.845972,464135,30746362,610,4935,3095,11380,35.7,452860,0,57902,37930
CA,6,71,28,16,43622,104277,6275,41017,1,1,6720,224462,0,82546,392,5629,28905,16.92335008,56514,32819,19836032,151,16840,49558,0,13756,0,0,1533,,3050.854305,460679,30746362,0,10350,7510,12386,35.7,455141,470,63976,39363
CA,6,71,29,16,47351,104277,3592,73764,1,0,9139,196732,0,96927,371,4346,20519,16.92335008,79149,25975,19836032,62,17795,50789,0,9534,0,0,410,,7480.209677,463773,30746362,0,3834,7663,10899,35.7,463773,0,50601,40026
CA,6,71,30,16,63300,104277,18183,71988,1,0,6013,200025,0,78242,342,4220,28063,16.92335008,135835,17600,19836032,40,10724,52965,0,7758,0,0,296,,11665.725,466629,30746362,0,2656,6431,15029,35.7,466629,0,48101,40285
