,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CD,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FIPSTATE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,SC,STATE,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,ID,YEAR
2211,2.0,84899.0,41732.0,304305.0,56239.0,10.0,0.0,0.0,7278.0,222856.0,0.0,106166.0,593.0,10041.0,14487.0,34.0,16.53,73708.0,41912.0,36417.0,39.0,22397.0,55877.0,0.0,14215.0,0.0,0.0,272.0,,13486.051280000001,525956.0,,0.0,12.0,NJ,9474.0,13279.0,25107.0,19.9,525956.0,859.0,43983.0,29693.0,1988-NJ-10,1988
2212,2.0,82185.0,41732.0,9785.0,27871.0,11.0,0.0,1.0,11997.0,270446.0,0.0,102252.0,1714.0,7453.0,24014.0,34.0,16.53,45240.0,37281.0,36417.0,154.0,24813.0,61836.0,0.0,29464.0,0.0,0.0,293.0,,3416.396104,526125.0,,713.0,12.0,NJ,5015.0,9257.0,10708.0,19.9,463087.0,0.0,72883.0,52758.0,1988-NJ-11,1988
2213,2.0,77330.0,41732.0,27803.0,35227.0,12.0,0.0,0.0,12048.0,265181.0,0.0,102084.0,3756.0,5122.0,16391.0,34.0,16.53,40103.0,39140.0,36417.0,891.0,22853.0,67722.0,0.0,27473.0,0.0,0.0,77.0,,590.4287318,526072.0,,6796.0,12.0,NJ,11165.0,9824.0,11102.0,19.9,323826.0,1168.0,71874.0,43632.0,1988-NJ-12,1988
2214,2.0,108138.0,41732.0,40717.0,25557.0,13.0,0.0,1.0,12007.0,221495.0,0.0,101539.0,1777.0,10923.0,14201.0,34.0,16.53,31246.0,39751.0,36417.0,967.0,21771.0,39118.0,0.0,22419.0,3.0,2.0,16520.0,1.0,543.9948294,526043.0,,1356.0,12.0,NJ,7057.0,9241.0,15404.0,19.9,402359.0,0.0,74861.0,45591.0,1988-NJ-13,1988
2215,2.0,106234.0,41732.0,69613.0,61364.0,14.0,0.0,1.0,6458.0,247050.0,0.0,77165.0,573.0,8934.0,17625.0,34.0,16.53,128683.0,38436.0,36417.0,34.0,23190.0,66362.0,0.0,17288.0,1.0,0.0,1001.0,,15468.0,525912.0,,0.0,12.0,NJ,6312.0,21708.0,22027.0,19.9,525912.0,0.0,51349.0,41746.0,1988-NJ-14,1988
2216,2.0,87951.0,326416.0,20450.0,25317.0,1.0,0.0,1.0,12008.0,218950.0,0.0,119517.0,3961.0,9285.0,11928.0,36.0,16.53,37253.0,50745.0,28662.0,633.0,29690.0,31081.0,0.0,22292.0,0.0,0.0,393.0,1.0,815.7661927,516380.0,,525.0,13.0,NY,11770.0,10711.0,14689.0,35.8,471537.0,0.0,67753.0,42582.0,1988-NY-1,1988
2217,2.0,65070.0,326416.0,44296.0,39264.0,2.0,0.0,1.0,11012.0,235521.0,0.0,121213.0,2237.0,7417.0,14560.0,36.0,16.53,38548.0,45255.0,28662.0,166.0,25781.0,49800.0,0.0,23647.0,0.0,0.0,119.0,,3104.873494,515409.0,,0.0,13.0,NY,12057.0,16404.0,14768.0,35.8,514744.0,0.0,68541.0,44381.0,1988-NY-2,1988
2218,2.0,85360.0,326416.0,14151.0,21139.0,3.0,0.0,1.0,10550.0,251397.0,0.0,98511.0,2437.0,4817.0,21740.0,36.0,16.53,53680.0,39653.0,28662.0,222.0,27852.0,43085.0,0.0,30714.0,0.0,0.0,163.0,,2327.567568,516720.0,,8.0,13.0,NY,6984.0,10334.0,10727.0,35.8,510398.0,778.0,73258.0,50386.0,1988-NY-3,1988
2219,2.0,67095.0,326416.0,19079.0,27479.0,4.0,0.0,1.0,10733.0,260935.0,0.0,100981.0,1548.0,5573.0,22494.0,36.0,16.53,41339.0,43340.0,28662.0,96.0,32581.0,43424.0,0.0,28341.0,0.0,0.0,164.0,,5381.635417,516637.0,,0.0,13.0,NY,5186.0,15166.0,12035.0,35.8,516637.0,0.0,79571.0,58271.0,1988-NY-4,1988
2220,2.0,100698.0,326416.0,63216.0,24926.0,5.0,0.0,1.0,9400.0,250185.0,0.0,88146.0,1947.0,6499.0,22679.0,36.0,16.53,55447.0,42944.0,28662.0,75.0,31585.0,34524.0,0.0,26817.0,0.0,0.0,482.0,,6891.533332999999,516865.0,,0.0,13.0,NY,4860.0,17065.0,12230.0,35.8,516865.0,0.0,73136.0,53390.0,1988-NY-5,1988
2221,2.0,100241.0,326416.0,259549.0,34172.0,6.0,1.0,1.0,5976.0,226672.0,0.0,92991.0,866.0,11366.0,24010.0,36.0,16.53,92394.0,49741.0,28662.0,41.0,31232.0,30309.0,0.0,19664.0,0.0,0.0,177.0,,12600.36585,516615.0,152053796.0,0.0,13.0,NY,7143.0,24496.0,17244.0,35.8,516615.0,0.0,56228.0,33182.0,1988-NY-6,1988
2222,2.0,130060.0,326416.0,61260.0,32231.0,7.0,1.0,1.0,5902.0,259817.0,0.0,58681.0,717.0,7880.0,28261.0,36.0,16.53,180041.0,34988.0,28662.0,22.0,21408.0,46218.0,0.0,21011.0,0.0,0.0,190.0,,23481.59091,516595.0,152053796.0,0.0,13.0,NY,5700.0,17960.0,15277.0,35.8,516595.0,0.0,51014.0,50316.0,1988-NY-7,1988
2223,2.0,130685.0,326416.0,52127.0,26183.0,8.0,1.0,1.0,8319.0,247447.0,0.0,62122.0,665.0,8690.0,25185.0,36.0,16.53,116962.0,41215.0,28662.0,36.0,26909.0,36833.0,1.0,21860.0,0.0,0.0,354.0,,14324.11111,515668.0,152053796.0,0.0,13.0,NY,5616.0,17146.0,13837.0,35.8,515668.0,0.0,61332.0,50740.0,1988-NY-8,1988
2224,2.0,140279.0,326416.0,19706.0,39217.0,9.0,1.0,1.0,8682.0,246900.0,0.0,51765.0,641.0,7058.0,28855.0,36.0,16.53,183579.0,27537.0,28662.0,21.0,17181.0,48804.0,0.0,18480.0,0.0,0.0,76.0,,24562.0,515802.0,152053796.0,0.0,13.0,NY,3298.0,17202.0,15813.0,35.8,515802.0,0.0,51204.0,51018.0,1988-NY-9,1988
2225,2.0,137757.0,326416.0,26207.0,26179.0,10.0,1.0,1.0,6508.0,233947.0,0.0,57243.0,508.0,7224.0,29979.0,36.0,16.53,110798.0,40608.0,28662.0,23.0,27752.0,33910.0,0.0,19701.0,0.0,0.0,199.0,,22445.6087,516249.0,152053796.0,0.0,13.0,NY,5632.0,15587.0,15389.0,35.8,516249.0,0.0,58283.0,46610.0,1988-NY-10,1988
2226,2.0,61129.0,326416.0,244985.0,39003.0,11.0,1.0,0.0,4151.0,173531.0,0.0,121510.0,394.0,6657.0,15584.0,36.0,16.53,82789.0,32767.0,28662.0,15.0,21143.0,37805.0,0.0,9519.0,0.0,0.0,144.0,,34406.6,516099.0,152053796.0,0.0,13.0,NY,4967.0,10798.0,22636.0,35.8,516099.0,0.0,30930.0,22380.0,1988-NY-11,1988
2227,2.0,61761.0,326416.0,413677.0,33081.0,12.0,1.0,0.0,4505.0,218292.0,0.0,106457.0,332.0,9178.0,25220.0,36.0,16.53,170612.0,47308.0,28662.0,11.0,29868.0,30916.0,0.0,12690.0,0.0,0.0,293.0,,46936.363639999996,516300.0,152053796.0,0.0,13.0,NY,8262.0,14135.0,22691.0,35.8,516300.0,0.0,30226.0,25516.0,1988-NY-12,1988
2228,2.0,137211.0,326416.0,37977.0,34183.0,13.0,1.0,1.0,6043.0,205609.0,0.0,61794.0,602.0,6789.0,26191.0,36.0,16.53,131451.0,30365.0,28662.0,17.0,19184.0,41061.0,0.0,15492.0,2.0,1.0,971.0,,30449.88235,517648.0,152053796.0,0.0,13.0,NY,4392.0,13694.0,16428.0,35.8,517648.0,847.0,46626.0,35665.0,1988-NY-13,1988
2229,2.0,107138.0,326416.0,26545.0,25976.0,14.0,1.0,1.0,8563.0,224523.0,0.0,72516.0,852.0,8373.0,37257.0,36.0,16.53,69837.0,44172.0,28662.0,64.0,28393.0,24846.0,0.0,22081.0,0.0,0.0,505.0,,8074.390625,516761.0,152053796.0,0.0,13.0,NY,7406.0,17635.0,12484.0,35.8,516761.0,0.0,63815.0,36037.0,1988-NY-14,1988
2230,2.0,125330.0,326416.0,27071.0,20527.0,15.0,1.0,1.0,3167.0,308535.0,0.0,30984.0,383.0,8955.0,36777.0,36.0,16.53,130678.0,30574.0,28662.0,7.0,17217.0,47813.0,0.0,24237.0,0.0,0.0,2492.0,,73773.42857,516414.0,152053796.0,0.0,13.0,NY,4402.0,11603.0,15902.0,35.8,516414.0,838.0,57659.0,52413.0,1988-NY-15,1988
2231,2.0,109537.0,326416.0,252096.0,36827.0,16.0,1.0,0.0,3320.0,202238.0,0.0,84180.0,683.0,7251.0,15434.0,36.0,16.53,124533.0,36099.0,28662.0,8.0,23015.0,37167.0,0.0,10720.0,0.0,0.0,198.0,,64521.25,516170.0,152053796.0,0.0,13.0,NY,5833.0,10257.0,22671.0,35.8,516170.0,0.0,36619.0,28376.0,1988-NY-16,1988
2232,2.0,130254.0,326416.0,82001.0,20832.0,17.0,1.0,0.0,4144.0,299529.0,0.0,36073.0,444.0,7193.0,27278.0,36.0,16.53,123983.0,37688.0,28662.0,13.0,23513.0,39784.0,0.0,20688.0,0.0,0.0,214.0,,39721.38462,516378.0,152053796.0,0.0,13.0,NY,6982.0,10977.0,20144.0,35.8,516378.0,656.0,53020.0,43865.0,1988-NY-17,1988
2233,2.0,57554.0,326416.0,226410.0,32701.0,18.0,1.0,0.0,3624.0,161222.0,0.0,124835.0,504.0,7062.0,13431.0,36.0,16.53,71630.0,32167.0,28662.0,13.0,20766.0,30899.0,0.0,8434.0,0.0,0.0,461.0,,39776.0,517088.0,152053796.0,0.0,13.0,NY,4339.0,8966.0,21888.0,35.8,517088.0,0.0,28551.0,23495.0,1988-NY-18,1988
2234,2.0,145097.0,326416.0,67639.0,29797.0,19.0,1.0,1.0,9558.0,230333.0,0.0,59646.0,866.0,8592.0,22064.0,36.0,16.53,108822.0,41087.0,28662.0,32.0,27371.0,34180.0,0.0,19056.0,0.0,0.0,143.0,,16165.125,517284.0,152053796.0,0.0,13.0,NY,5124.0,14041.0,14669.0,35.8,517284.0,0.0,56923.0,42976.0,1988-NY-19,1988
2235,2.0,111630.0,326416.0,80245.0,24481.0,20.0,0.0,0.0,10092.0,260062.0,0.0,83269.0,2217.0,6185.0,19964.0,36.0,16.53,79767.0,38293.0,28662.0,171.0,27020.0,44361.0,0.0,27416.0,0.0,0.0,119.0,,3020.116959,516440.0,,0.0,13.0,NY,5088.0,10011.0,10572.0,35.8,505308.0,0.0,65069.0,49881.0,1988-NY-20,1988
2236,2.0,84379.0,326416.0,33795.0,29058.0,21.0,0.0,0.0,11260.0,235417.0,0.0,107767.0,2398.0,9440.0,12312.0,36.0,16.53,39317.0,44537.0,28662.0,1154.0,23055.0,52244.0,0.0,24546.0,1.0,0.0,6252.0,1.0,447.83015599999993,516796.0,,1546.0,13.0,NY,12042.0,9302.0,13286.0,35.8,342351.0,1483.0,72070.0,41503.0,1988-NY-21,1988
2237,2.0,84519.0,326416.0,35225.0,26757.0,22.0,0.0,0.0,10626.0,245518.0,0.0,103813.0,2730.0,4574.0,14264.0,36.0,16.53,52851.0,47657.0,28662.0,1319.0,30668.0,43122.0,0.0,25590.0,0.0,0.0,175.0,,391.6906748,516640.0,,2353.0,13.0,NY,12415.0,9577.0,12157.0,35.8,405484.0,0.0,67326.0,47295.0,1988-NY-22,1988
2238,2.0,119186.0,326416.0,27017.0,29851.0,23.0,0.0,0.0,8397.0,245270.0,0.0,79899.0,2008.0,8059.0,12508.0,36.0,16.53,30145.0,67106.0,28662.0,798.0,21736.0,37484.0,0.0,20347.0,2.0,0.0,434.0,,647.7982456,516943.0,,1530.0,13.0,NY,37311.0,8430.0,14940.0,35.8,458590.0,618.0,68594.0,43879.0,1988-NY-23,1988
2239,2.0,99446.0,326416.0,7707.0,36575.0,24.0,0.0,0.0,11180.0,231077.0,0.0,110387.0,6640.0,5865.0,9682.0,36.0,16.53,20251.0,48338.0,28662.0,4810.0,22837.0,46397.0,0.0,19300.0,0.0,0.0,1637.0,,107.1891892,515580.0,,9371.0,13.0,NY,19636.0,8444.0,18070.0,35.8,190216.0,0.0,70193.0,41397.0,1988-NY-24,1988
2240,2.0,110083.0,326416.0,9192.0,38297.0,25.0,0.0,0.0,8936.0,224320.0,0.0,101811.0,10481.0,6224.0,8880.0,36.0,16.53,19168.0,44575.0,28662.0,5301.0,23032.0,50714.0,0.0,17339.0,1.0,1.0,3792.0,,97.3759668,516190.0,,18921.0,13.0,NY,15319.0,5706.0,17793.0,35.8,234812.0,0.0,64365.0,38378.0,1988-NY-25,1988
2241,3.0,100606.0,326416.0,3885.0,39026.0,26.0,0.0,0.0,8884.0,211243.0,0.0,108307.0,11333.0,5832.0,6042.0,36.0,1.17,18336.0,44104.0,28662.0,13410.0,23957.0,44916.0,1.0,16291.0,2.0,2.0,4573.0,,38.49336316,516196.0,,21628.0,13.0,NY,14315.0,5591.0,23556.0,35.8,193456.0,0.0,62600.0,34808.0,1988-NY-26,1988
2242,3.0,89492.0,326416.0,30510.0,35493.0,27.0,0.0,0.0,9194.0,243293.0,0.0,98874.0,3255.0,6075.0,15971.0,36.0,1.17,26467.0,40225.0,28662.0,1339.0,23664.0,51572.0,0.0,20964.0,1.0,0.0,1192.0,,385.6348021,516365.0,,5185.0,13.0,NY,10486.0,8572.0,17107.0,35.8,400167.0,334.0,65193.0,48067.0,1988-NY-27,1988
2243,2.0,101676.0,326416.0,14415.0,37350.0,28.0,0.0,0.0,9716.0,237793.0,0.0,96716.0,4288.0,3909.0,8910.0,36.0,16.53,29093.0,41314.0,28662.0,3542.0,23461.0,61425.0,0.0,18999.0,0.0,0.0,196.0,,145.79700730000002,516413.0,,6480.0,13.0,NY,13944.0,6273.0,15609.0,35.8,269476.0,0.0,67200.0,42191.0,1988-NY-28,1988
2244,3.0,95078.0,326416.0,23295.0,42665.0,29.0,0.0,0.0,9192.0,235867.0,0.0,102917.0,6285.0,4485.0,9244.0,36.0,1.17,23048.0,38588.0,28662.0,3148.0,23047.0,68634.0,0.0,20497.0,1.0,0.0,894.0,1.0,163.6238882,515088.0,,12909.0,13.0,NY,11056.0,5948.0,19756.0,35.8,265694.0,0.0,63532.0,37231.0,1988-NY-29,1988
2245,3.0,88723.0,326416.0,25280.0,43078.0,30.0,0.0,0.0,7855.0,251798.0,0.0,98203.0,3701.0,3936.0,10599.0,36.0,1.17,31034.0,30762.0,28662.0,1348.0,20465.0,86968.0,0.0,24034.0,0.0,0.0,173.0,1.0,383.4836795,516936.0,,5979.0,13.0,NY,6361.0,5601.0,13710.0,35.8,373552.0,211.0,65523.0,45067.0,1988-NY-30,1988
2246,3.0,89585.0,326416.0,6341.0,36642.0,31.0,0.0,0.0,10499.0,237748.0,0.0,103376.0,5647.0,5489.0,11175.0,36.0,1.17,22244.0,42247.0,28662.0,2537.0,22365.0,52690.0,0.0,22500.0,0.0,0.0,162.0,,203.44698459999998,516145.0,,11262.0,13.0,NY,14393.0,8615.0,18045.0,35.8,315870.0,1009.0,68680.0,47745.0,1988-NY-31,1988
2247,3.0,97731.0,326416.0,43967.0,49142.0,32.0,1.0,0.0,8255.0,243570.0,0.0,94559.0,3272.0,4768.0,8876.0,36.0,1.17,31544.0,35528.0,28662.0,1038.0,21879.0,74163.0,0.0,21004.0,1.0,0.0,521.0,,497.8680154,516787.0,,5703.0,13.0,NY,8881.0,7238.0,20972.0,35.8,412447.0,0.0,68144.0,44936.0,1988-NY-32,1988
2248,3.0,113245.0,326416.0,98544.0,48323.0,33.0,1.0,0.0,5878.0,228989.0,0.0,81221.0,751.0,6876.0,10665.0,36.0,1.17,29087.0,37818.0,28662.0,138.0,20564.0,57429.0,0.0,17724.0,0.0,0.0,297.0,,3741.130435,516276.0,,20.0,13.0,NY,10378.0,10325.0,26238.0,35.8,504820.0,737.0,65494.0,43378.0,1988-NY-33,1988
2249,3.0,107804.0,326416.0,7958.0,45320.0,34.0,0.0,0.0,8827.0,225276.0,0.0,105032.0,9497.0,4684.0,6257.0,36.0,1.17,12210.0,38514.0,28662.0,5813.0,23800.0,62572.0,0.0,17360.0,0.0,0.0,196.0,,88.80010322,516195.0,,19689.0,13.0,NY,10030.0,6659.0,18723.0,35.8,224833.0,208.0,69087.0,39175.0,1988-NY-34,1988
2250,2.0,105294.0,98577.0,164894.0,37716.0,1.0,1.0,0.0,6317.0,194171.0,0.0,72513.0,464.0,10112.0,12065.0,42.0,16.53,38197.0,30848.0,34405.0,33.0,16298.0,38995.0,0.0,13104.0,3.0,1.0,3639.0,,15612.787880000002,515222.0,32690108.0,0.0,14.0,PA,4438.0,8628.0,25639.0,27.0,515222.0,419.0,52915.0,31498.0,1988-PA-1,1988
2251,2.0,112087.0,98577.0,414005.0,35567.0,2.0,1.0,0.0,5482.0,213528.0,0.0,90845.0,492.0,14172.0,11861.0,42.0,16.53,18317.0,46595.0,34405.0,29.0,25830.0,31463.0,0.0,13800.0,0.0,0.0,429.0,,17828.10345,517015.0,32690108.0,0.0,14.0,PA,6593.0,9977.0,30072.0,27.0,517015.0,0.0,56419.0,27688.0,1988-PA-2,1988
2252,2.0,130611.0,98577.0,38968.0,36473.0,3.0,1.0,0.0,8945.0,234261.0,0.0,48630.0,580.0,13194.0,16387.0,42.0,16.53,41577.0,37583.0,34405.0,50.0,20854.0,48774.0,0.0,20187.0,1.0,0.0,263.0,,10322.38,516119.0,32690108.0,0.0,14.0,PA,3535.0,11200.0,19938.0,27.0,516119.0,0.0,72857.0,49199.0,1988-PA-3,1988
2253,4.0,98238.0,98577.0,13989.0,53133.0,4.0,0.0,0.0,10152.0,216465.0,0.0,98164.0,4338.0,5379.0,6767.0,42.0,21.93,11280.0,27769.0,34405.0,2672.0,14730.0,61206.0,0.0,20300.0,0.0,0.0,150.0,,192.9318862,515514.0,,8352.0,14.0,PA,7660.0,10347.0,18220.0,27.0,217716.0,272.0,70432.0,37953.0,1988-PA-4,1988
2254,2.0,80664.0,98577.0,57483.0,44259.0,5.0,0.0,0.0,11522.0,250588.0,0.0,89841.0,4044.0,5951.0,14246.0,42.0,16.53,18113.0,30020.0,34405.0,700.0,17330.0,75757.0,0.0,23967.0,0.0,0.0,273.0,1.0,736.48,515536.0,27417581.0,3733.0,14.0,PA,6739.0,8102.0,13292.0,27.0,362827.0,1044.0,70744.0,43681.0,1988-PA-5,1988
2255,2.0,122567.0,98577.0,8035.0,70947.0,6.0,0.0,0.0,11018.0,242299.0,0.0,85683.0,5067.0,4203.0,9305.0,42.0,16.53,11169.0,26890.0,34405.0,1838.0,15789.0,88803.0,0.0,18989.0,0.0,0.0,192.0,,280.71762789999997,515959.0,,11740.0,14.0,PA,6898.0,7900.0,14881.0,27.0,277087.0,0.0,73353.0,40839.0,1988-PA-6,1988
2256,2.0,111637.0,98577.0,30343.0,28555.0,7.0,1.0,0.0,11419.0,244969.0,0.0,66035.0,1232.0,11638.0,19782.0,42.0,16.53,27415.0,31318.0,34405.0,140.0,15838.0,48852.0,0.0,23124.0,1.0,0.0,508.0,,3684.264286,515797.0,32690108.0,50.0,14.0,PA,3842.0,12211.0,14118.0,27.0,513253.0,0.0,74902.0,48782.0,1988-PA-7,1988
2257,2.0,68248.0,98577.0,12195.0,42890.0,8.0,0.0,0.0,12928.0,255807.0,0.0,94719.0,2484.0,8146.0,14306.0,42.0,16.53,19752.0,29823.0,34405.0,626.0,16972.0,72317.0,0.0,24608.0,1.0,0.0,1138.0,,825.8482428,516981.0,,2750.0,14.0,PA,4705.0,9268.0,13751.0,27.0,423792.0,0.0,74834.0,51388.0,1988-PA-8,1988
2258,2.0,103533.0,98577.0,4641.0,60445.0,9.0,0.0,0.0,11200.0,222230.0,0.0,101095.0,8596.0,12882.0,6371.0,42.0,16.53,5118.0,38334.0,34405.0,5584.0,16047.0,60198.0,0.0,17403.0,1.0,0.0,527.0,,92.31876791,515508.0,,19106.0,14.0,PA,9405.0,13690.0,17927.0,27.0,154487.0,109.0,65472.0,35831.0,1988-PA-9,1988
2259,2.0,120468.0,98577.0,2154.0,54556.0,10.0,0.0,0.0,10608.0,223924.0,0.0,93675.0,7589.0,6501.0,7891.0,42.0,16.53,12840.0,32202.0,34405.0,7042.0,16627.0,61972.0,0.0,16905.0,1.0,0.0,270.0,,73.19483101,515438.0,,14618.0,14.0,PA,9074.0,8730.0,19362.0,27.0,231987.0,0.0,71319.0,38299.0,1988-PA-10,1988
2260,2.0,134345.0,98577.0,2690.0,59865.0,11.0,0.0,0.0,11746.0,223779.0,0.0,81784.0,2495.0,7702.0,7967.0,42.0,16.53,12613.0,32507.0,34405.0,2523.0,15465.0,66376.0,0.0,16779.0,1.0,0.0,490.0,1.0,204.38921919999999,515674.0,,5208.0,14.0,PA,9340.0,6959.0,19776.0,27.0,332703.0,648.0,75850.0,38901.0,1988-PA-11,1988
2261,4.0,101808.0,98577.0,6077.0,48201.0,12.0,0.0,0.0,9074.0,216038.0,0.0,94050.0,3106.0,3808.0,7690.0,42.0,21.93,9552.0,25954.0,34405.0,2290.0,15554.0,55918.0,0.0,19689.0,0.0,0.0,176.0,,225.2598253,515845.0,,5540.0,14.0,PA,6592.0,8948.0,19907.0,27.0,279279.0,0.0,72666.0,39200.0,1988-PA-12,1988
2262,2.0,119075.0,98577.0,32501.0,29299.0,13.0,1.0,0.0,10549.0,258494.0,0.0,64505.0,1555.0,6649.0,18578.0,42.0,16.53,33859.0,29544.0,34405.0,239.0,18282.0,57412.0,0.0,26012.0,1.0,1.0,577.0,,2152.242678,514386.0,32690108.0,426.0,14.0,PA,4613.0,7074.0,12282.0,27.0,494664.0,0.0,73355.0,52250.0,1988-PA-13,1988
2263,4.0,134275.0,98577.0,112296.0,34203.0,14.0,1.0,0.0,10368.0,231676.0,0.0,61824.0,838.0,8101.0,13309.0,42.0,21.93,26175.0,33737.0,34405.0,79.0,19724.0,34278.0,0.0,17828.0,1.0,0.0,231.0,,6539.607595,516629.0,28551728.0,0.0,14.0,PA,5912.0,11337.0,20495.0,27.0,516629.0,1379.0,70910.0,45521.0,1988-PA-14,1988
2264,2.0,105147.0,98577.0,8007.0,64243.0,15.0,0.0,0.0,10395.0,248662.0,0.0,86876.0,2564.0,3146.0,9723.0,42.0,16.53,21220.0,23484.0,34405.0,921.0,16399.0,95055.0,0.0,21537.0,0.0,0.0,196.0,,559.4994571000001,515299.0,,4558.0,14.0,PA,3939.0,7896.0,13206.0,27.0,379209.0,0.0,73609.0,42369.0,1988-PA-15,1988
2265,2.0,95373.0,98577.0,10513.0,62523.0,16.0,0.0,0.0,13265.0,251237.0,0.0,91347.0,10862.0,5118.0,8710.0,42.0,16.53,10030.0,26552.0,34405.0,1551.0,14998.0,83208.0,0.0,20608.0,1.0,0.0,375.0,,331.7762734,514585.0,,28265.0,14.0,PA,6436.0,8473.0,10894.0,27.0,254614.0,825.0,61916.0,46013.0,1988-PA-16,1988
2266,2.0,101752.0,98577.0,34122.0,54994.0,17.0,0.0,0.0,10741.0,241497.0,0.0,94285.0,4954.0,10300.0,11082.0,42.0,16.53,8579.0,46523.0,34405.0,3366.0,15657.0,59227.0,0.0,18846.0,0.0,0.0,375.0,1.0,153.2703506,515908.0,,13244.0,14.0,PA,20566.0,11911.0,16281.0,27.0,278544.0,0.0,68269.0,42320.0,1988-PA-17,1988
2267,4.0,95086.0,98577.0,11965.0,28366.0,18.0,0.0,0.0,13959.0,247680.0,0.0,91155.0,915.0,6311.0,17541.0,42.0,21.93,16718.0,27901.0,34405.0,357.0,17777.0,46985.0,0.0,25677.0,0.0,0.0,336.0,,1445.686275,516110.0,,424.0,14.0,PA,3813.0,12352.0,13037.0,27.0,488815.0,0.0,79783.0,53846.0,1988-PA-18,1988
2268,4.0,94432.0,98577.0,12042.0,63083.0,19.0,0.0,0.0,12766.0,255831.0,0.0,96645.0,5258.0,10289.0,11435.0,42.0,21.93,8668.0,34560.0,34405.0,1608.0,15288.0,79994.0,0.0,21065.0,3.0,0.0,1254.0,1.0,321.2717662,516605.0,,12151.0,14.0,PA,8983.0,11108.0,11554.0,27.0,278777.0,0.0,69925.0,48737.0,1988-PA-19,1988
2269,4.0,114198.0,98577.0,28864.0,47174.0,20.0,0.0,0.0,9694.0,225681.0,0.0,84514.0,866.0,4274.0,10129.0,42.0,21.93,16326.0,23236.0,34405.0,464.0,15567.0,65183.0,0.0,20738.0,0.0,0.0,226.0,,1111.9849140000001,515961.0,,803.0,14.0,PA,3395.0,8938.0,17703.0,27.0,449640.0,0.0,78533.0,45513.0,1988-PA-20,1988
2270,4.0,97079.0,98577.0,18783.0,52148.0,21.0,0.0,0.0,8169.0,229349.0,0.0,92245.0,4400.0,3970.0,8617.0,42.0,21.93,11914.0,26300.0,34405.0,2588.0,16155.0,73524.0,0.0,19601.0,0.0,0.0,237.0,,199.6271252,516635.0,,11861.0,14.0,PA,6175.0,8782.0,18082.0,27.0,291968.0,138.0,68631.0,39418.0,1988-PA-21,1988
2271,4.0,110010.0,98577.0,17694.0,49381.0,22.0,0.0,0.0,11702.0,207467.0,0.0,95220.0,2314.0,3753.0,6559.0,42.0,21.93,13090.0,27488.0,34405.0,2422.0,16017.0,52561.0,0.0,19828.0,0.0,0.0,188.0,1.0,212.67630060000002,515102.0,,5881.0,14.0,PA,7718.0,9106.0,18762.0,27.0,255554.0,0.0,73783.0,36248.0,1988-PA-22,1988
2272,4.0,99328.0,98577.0,3057.0,54348.0,23.0,0.0,0.0,8143.0,222976.0,0.0,95275.0,4859.0,4087.0,6404.0,42.0,21.93,8494.0,39411.0,34405.0,7770.0,15729.0,62779.0,0.0,18450.0,0.0,0.0,241.0,,66.41788932,516067.0,,9473.0,14.0,PA,19595.0,8073.0,17929.0,27.0,190911.0,0.0,67098.0,37182.0,1988-PA-23,1988
2273,7.0,86311.0,130219.0,477789.0,34239.0,1.0,1.0,1.0,3269.0,209734.0,0.0,103788.0,399.0,14899.0,13111.0,17.0,6.9,13031.0,51183.0,40.0,32.0,27029.0,32501.0,0.0,14017.0,0.0,0.0,224.0,,16217.0625,518946.0,22610102.0,0.0,21.0,IL,9255.0,16323.0,28574.0,27.5,518946.0,0.0,50601.0,26694.0,1988-IL-1,1988
2274,7.0,56896.0,130219.0,364920.0,51687.0,2.0,1.0,1.0,5928.0,223943.0,0.0,115205.0,623.0,12449.0,13336.0,17.0,6.9,26450.0,40486.0,40.0,68.0,21304.0,54520.0,0.0,20074.0,0.0,0.0,241.0,,7640.676471,519566.0,22610102.0,0.0,21.0,IL,6733.0,18404.0,29348.0,27.5,519566.0,0.0,52971.0,32461.0,1988-IL-2,1988
2275,7.0,105727.0,130219.0,29199.0,43714.0,3.0,1.0,0.0,12388.0,254989.0,0.0,70805.0,780.0,4571.0,19181.0,17.0,6.9,39202.0,33537.0,40.0,105.0,25123.0,55022.0,0.0,25756.0,0.0,0.0,91.0,,4940.514286,518754.0,22610102.0,0.0,21.0,IL,3843.0,17997.0,14723.0,27.5,518078.0,0.0,72393.0,55431.0,1988-IL-3,1988
2276,7.0,69840.0,130219.0,57771.0,50107.0,4.0,0.0,0.0,11564.0,249910.0,0.0,99909.0,1412.0,4837.0,13748.0,17.0,6.9,26114.0,28445.0,40.0,204.0,17747.0,69386.0,0.0,25510.0,1.0,0.0,174.0,,2540.5294120000003,518268.0,,2268.0,21.0,IL,5861.0,12546.0,17980.0,27.5,476370.0,460.0,66960.0,48965.0,1988-IL-4,1988
