STATE,FIPSTATE,SC,CD,REDIST,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,CONSTRCT,CVLLBFRC,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL
TN,47,54,3,0,6,89884,28086,63799,50355,0,0,12480,235361,0,97876,2627,18312,12145,0.13,6209,45060,261151,2625,19913,58928,0,17741,0,0,149,1,196.8350476,516692,,5854,6835,7450,17145,17.3,351179,0,65500,39696
TN,47,54,4,0,6,97159,28086,19347,64615,0,0,13734,216778,0,108283,10030,8284,6030,0.13,3258,33428,261151,9445,17856,69645,0,13733,1,0,343,1,54.07432504,510732,,40897,7288,7155,19575,17.3,135406,0,54635,31627
TN,47,54,5,0,6,93512,28086,111164,39873,1,0,13182,258807,0,80948,2787,8662,17784,0.13,8200,44439,261151,977,20545,43408,0,19528,0,0,459,,526.9518936,514832,,5260,15232,11866,13317,17.3,482151,446,64317,52924
TN,47,54,6,0,6,88111,28086,37191,59001,0,0,16960,239111,0,102161,8530,10129,10724,0.13,4834,37903,261151,6381,16426,66120,0,17325,0,0,302,1,80.2076477,511805,,37791,11348,8609,15059,17.3,231137,601,57713,42991
TN,47,54,7,0,6,72223,28086,59759,46807,1,0,13849,224548,0,98245,6150,10792,11748,0.13,7028,38810,261151,7723,18101,54643,0,18411,1,1,10996,,65.22543053,503736,,21808,9917,10020,14881,17.3,256215,0,58557,42514
TN,47,54,8,0,8,103698,28086,101038,55482,1,0,11738,211409,0,99966,8307,7559,7620,57.97,4042,33918,261151,7029,18227,62108,0,15200,3,1,12126,,71.83710343,504943,,29598,8132,6668,16988,17.3,247393,0,53279,39140
TN,47,54,9,0,8,97499,28086,289023,42843,1,0,9351,221695,0,93051,1206,11459,10778,57.97,6162,41626,261151,205,21433,33024,0,15230,1,0,340,,2465.760976,505481,,0,8734,14942,21126,17.3,505541,885,54965,45839
WV,54,56,1,0,4,103862,11951,7935,44130,0,0,11914,198620,0,93859,1798,4821,6900,21.93,7279,28872,2825,3376,13738,48379,0,18747,0,0,145,,144.7180095,488568,,5424,10313,6780,15614,28.9,253459,216,67740,36137
WV,54,56,2,0,4,95572,11951,15340,39890,0,0,14853,188630,0,97228,6801,8254,5193,21.93,6142,40963,2825,10685,13192,28132,0,15716,1,0,457,,45.61890501,487438,,15255,19517,7776,16344,28.9,100061,405,58529,29449
WV,54,56,3,0,4,90456,11951,14426,36500,0,0,15172,195133,0,96802,2318,5144,7280,21.93,3991,36098,2825,6324,13602,31195,0,18115,0,0,333,,76.86780519,486112,,6644,17352,7707,16006,28.9,193386,0,59974,35390
WV,54,56,4,0,4,87936,11951,27340,32874,0,0,10240,170693,0,102764,1332,5060,4895,21.93,4568,27634,2825,3735,11934,18876,0,16746,0,0,239,,130.5290495,487526,19643608,1407,10640,8430,15651,28.9,158413,353,56819,32089
AZ,4,61,1,0,14,97454,16619,19123,32174,1,0,18240,262084,0,94375,4832,7212,18645,0.81,27604,41284,14180844,457,20326,46726,0,19830,1,1,3583,,1189.582057,543639,,1466,13746,7798,13377,12.8,523586,470,72676,57918
AZ,4,61,2,0,14,80878,16619,30225,42043,1,0,18333,230381,0,108038,7710,10758,9720,0.81,56052,45504,14180844,14169,20718,32697,0,15802,1,1,5531,,38.33841485,543217,,2339,14028,7860,18262,12.8,489025,325,64249,44403
AZ,4,61,3,0,14,122771,16619,8489,30515,1,0,19400,219405,0,105282,7600,10180,13267,0.81,26607,39972,14180844,54726,18631,27428,0,18598,3,1,5716,1,9.958155173,544970,,3420,11161,7497,13587,12.8,420324,187,79004,46446
AZ,4,61,4,0,14,77334,16619,3208,26686,1,0,19330,245543,0,111686,3470,11086,21997,0.81,20555,40771,14180844,29388,20011,32858,0,21771,0,0,566,,18.49424935,543509,,1830,9674,8138,13531,12.8,427921,0,73149,51059
AZ,4,61,5,0,14,98902,16619,13114,24851,1,0,15078,229419,0,105581,6108,11885,13637,0.81,31988,47625,14180844,14769,20767,21593,0,19372,3,2,11351,,36.75807434,542880,,4715,14973,6739,14805,12.8,417872,0,81336,46268
CO,8,62,1,0,10,99792,20091,59106,30906,1,0,14595,251528,0,62702,1733,11348,19746,5.09,30781,42821,8892807,105,19680,28698,0,19226,1,1,4797,,4587.561905,481694,,3,11793,12930,12757,18,481628,271,66147,50264
CO,8,62,2,0,10,41516,20091,3909,36404,0,0,18556,259196,0,98506,2779,9688,14825,5.09,16697,40194,8892807,1442,18765,50950,0,24050,0,0,402,,333.8994452,481483,,2296,11741,12526,10846,18,437168,0,65424,56383
CO,8,62,3,0,14,77093,20091,3306,30964,0,0,21463,224317,0,93967,9809,8557,11664,0.81,10839,38699,8892807,52959,18705,18963,0,18374,1,0,206,,9.096565267,481745,,16550,11437,8229,14437,18,259196,102,64396,46899
CO,8,62,4,0,10,76703,20091,2484,33250,0,0,18017,225921,0,96167,18493,6897,11555,5.09,14755,42001,8892807,38409,20301,30508,0,18540,0,0,355,1,12.53617642,481502,,35575,14803,9243,11591,18,292343,335,58043,44463
CO,8,62,5,0,10,48704,20091,19882,22865,0,0,16592,213534,0,101497,2602,11577,16291,5.09,21084,35055,8892807,10467,17199,28675,0,21535,3,1,27172,,46.02522213,481746,,4704,6279,7151,13215,18,380569,0,71487,42865
CO,8,62,6,0,10,49118,20091,13008,26190,1,0,17840,259235,0,93899,1719,16083,22644,5.09,19974,41464,8892807,213,18112,34511,0,25512,2,0,5426,,2261.943662,481794,,24,7269,13352,8868,18,478965,0,75240,57652
ID,16,63,1,0,17,76591,5884,921,30762,0,0,13616,210113,0,98843,13398,8310,10604,5.89,10914,34918,12005628,39306,13163,29032,0,17708,0,0,323,,12.02226123,472547,,27241,13445,7535,20746,16.1,243826,0,63842,42482
ID,16,63,2,0,17,68586,5884,1790,30640,0,0,13102,206778,0,100950,20712,9377,10151,5.89,12490,33882,12005628,43107,13890,24423,0,17308,3,1,5592,,10.93530053,471388,,41888,10615,9061,12493,16.1,265876,162,55377,42313
MT,30,64,1,1,10,65299,6207,504,22562,0,0,11358,178387,0,78215,9865,9891,7676,5.09,8776,40368,9287897,55841,14822,15196,0,18429,0,0,266,,7.043176161,393298,,16755,15655,8111,18314,21.7,201438,129,55469,34451
MT,30,64,2,1,10,66828,6207,1234,21171,0,0,11677,179459,0,79594,20603,8499,8486,5.09,9543,31299,9287897,89548,17004,9090,0,18397,0,0,4544,,4.393085273,393392,,41641,5796,10439,11216,21.7,214964,89,53121,39411
NV,32,65,1,0,15,50098,4584,39703,18380,0,0,14754,213356,0,74224,1611,6386,12470,0.01,31613,26114,48329234,4034,14653,8684,0,21270,4,2,3574,,99.40803173,401012,,439,5075,8505,13656,22.1,385859,0,65361,36947
NV,32,65,2,0,15,51111,4584,11500,24774,0,0,16674,210332,0,72831,4860,8467,11414,0.01,22171,36485,48329234,105860,16886,14669,0,21349,0,0,6311,,3.773672775,399481,,5100,11132,8689,11466,22.1,297088,182,65843,38432
NM,35,66,1,0,12,56659,7766,8992,22328,1,0,13882,202889,0,82847,2343,15564,12872,0.47,18108,43147,12956222,9859,14897,17352,0,18951,1,1,5064,,44.03499341,434141,,1567,12686,7282,13758,12.8,404691,370,61546,43190
NM,35,66,2,0,12,71496,7766,12171,25100,0,0,12478,168716,0,94680,9655,10527,6978,0.47,25512,36758,12956222,55038,12153,11700,0,15722,4,2,10833,,7.926541662,436261,,12076,14078,6578,10556,12.8,308967,0,50766,33641
NM,35,66,3,0,12,52654,7766,1908,22888,0,0,16409,175469,0,93028,4759,16168,6595,0.47,8785,52081,12956222,56438,15221,8685,0,16409,1,0,471,,7.663134767,432492,,6444,20692,4977,14522,12.8,226305,0,48263,28722
UT,49,67,1,0,15,59336,7991,5330,29436,0,0,12543,199175,0,118905,6797,27650,9015,0.01,13541,54237,23062936,46994,14640,28233,0,19614,6,1,6239,,10.38075073,487833,,10421,11947,7782,11669,16.8,376147,0,53897,37365
UT,49,67,2,0,15,69104,7991,3692,31986,0,0,14105,230365,0,101906,1449,7698,16765,0.01,24738,36023,23062936,569,12902,34483,0,21116,0,0,449,,856.7328647,487481,,89,15423,10810,11530,16.8,484346,399,55519,51202
UT,49,67,3,0,14,43297,7991,669,33202,0,0,15149,190198,0,113932,4697,5984,8536,0.81,12172,28151,23062936,34511,11800,29841,0,19265,0,0,283,,14.07444003,485723,,7862,10367,7774,10618,16.8,372567,0,43954,35268
WY,56,68,1,0,10,58263,4108,3270,34743,0,0,22282,226762,0,94542,10811,8798,8794,5.09,9607,42783,20826044,96989,20774,11821,0,22430,1,1,3694,,4.841342833,469557,,19407,13211,11323,9388,15.6,294639,467,65328,41867
CA,6,71,1,1,16,108230,216356,5091,30016,0,1,16592,235237,0,90438,10564,7989,13486,14.69,30550,44051,21739962,14211,23796,33139,0,19441,1,0,913,1,37.03286187,526274,,9513,12266,6670,21616,25.4,312848,0,79111,46495
CA,6,71,2,1,16,106456,216356,5894,27146,0,0,14607,218635,0,96859,16018,7681,9917,14.69,27994,40261,21739962,9857,22328,21995,0,16732,1,1,4296,,53.33661357,525739,,19419,10252,6841,26056,25.4,294522,0,75316,43760
CA,6,71,3,1,16,83142,216356,42858,23676,0,0,13496,257575,0,88982,3511,14773,17577,14.69,43089,74657,21739962,383,23242,18064,0,21773,2,2,6213,,1372.778068,525774,,855,36642,7930,21295,25.4,516346,0,80475,53004
CA,6,71,4,1,16,63630,216356,30248,26844,0,0,14241,233926,0,100903,7651,17815,12399,14.69,40805,59924,21739962,2398,18792,21821,0,20467,2,2,12968,,219.2468724,525754,,8046,23317,10730,23650,25.4,470020,0,78139,47001
CA,6,71,5,1,16,132585,216356,56831,27308,1,1,9851,280280,0,48099,1552,13515,33315,14.69,155318,45227,21739962,29,21533,28429,0,21237,1,0,3622,,18133.13793,525861,,0,10179,18532,17122,25.4,525752,357,66050,52550
CA,6,71,6,1,16,95512,216356,50993,20984,1,1,14396,273459,0,74180,3955,15136,30529,14.69,75851,45764,21739962,595,21308,27451,1,24284,2,0,8249,,884.2184874,526110,,2325,9320,13314,14037,25.4,486051,0,73780,52650
CA,6,71,7,1,16,78548,216356,56964,31012,0,1,17483,256680,0,98732,3217,10769,21195,14.69,44095,41786,21739962,627,23660,39356,0,24684,1,0,2199,,838.9218501,526004,,1051,7357,13031,16320,25.4,508318,401,75753,52297
CA,6,71,8,1,16,102027,216356,139536,22422,1,1,10736,260486,0,78056,2590,13112,20983,14.69,65022,57014,21739962,165,23737,29438,0,23105,0,0,1297,,3185.981818,525687,,10,20165,12201,18523,25.4,523870,0,64558,43507
CA,6,71,9,1,16,83738,216356,60962,41014,1,1,13684,262626,0,91724,2827,13786,16919,14.69,56599,44257,21739962,561,22107,48500,0,23524,3,1,5893,,938.228164,526346,,566,8364,16778,16122,25.4,517721,169,76946,56541
CA,6,71,10,1,16,52138,216356,29764,51561,1,1,13167,264884,0,108659,3720,7221,12300,14.69,86945,32792,21739962,234,19768,86732,0,24275,0,0,1558,,2246.944444,525785,,136,5803,11992,17346,25.4,520837,0,64737,46325
CA,6,71,11,1,16,84778,216356,35116,31922,0,1,14705,293842,0,79210,3467,10350,27234,14.69,98783,37938,21739962,171,22320,44972,0,26235,0,0,698,,3074.853801,525800,,22,5268,24679,10692,25.4,521012,1277,74352,64516
CA,6,71,12,1,16,77815,216356,8533,23706,1,1,11068,284242,0,88325,4609,7204,16684,14.69,65693,30760,21739962,2642,19289,87025,0,30888,3,1,3395,,199.0174111,525804,,3400,4267,7795,10330,25.4,475947,0,76570,46609
CA,6,71,13,1,16,57756,216356,11520,34720,1,0,14126,290395,0,102309,2171,5432,17284,14.69,54123,33545,21739962,100,23076,95627,0,27072,0,0,982,,5263.84,526384,,0,5037,8817,11352,25.4,525847,0,74652,53340
CA,6,71,14,1,16,89843,216356,7276,29659,0,0,17472,240475,0,100840,10996,10976,13589,14.69,32141,46314,21739962,27376,25193,24657,0,20429,1,0,952,,19.22059468,526183,,16215,10145,9346,22578,25.4,272903,0,78167,46870
CA,6,71,15,1,16,82283,216356,11664,34618,0,0,12427,228935,0,110601,28518,4893,9264,14.69,66096,33046,21739962,8919,23097,32688,0,17568,1,1,5173,,58.98340621,526073,,43495,5056,6889,27534,25.4,347101,0,58426,40939
CA,6,71,16,1,16,93107,216356,21310,27104,0,1,12354,237024,0,86589,21266,9216,11811,14.69,80545,42806,21739962,5540,22074,24477,0,19695,4,2,20621,,94.97292419,526150,,6682,11516,6034,20639,25.4,421069,0,64952,48894
CA,6,71,17,1,16,77739,216356,11060,30913,0,0,13227,229161,0,115375,29645,6486,11287,14.69,57435,39286,21739962,10051,24768,23710,0,17820,1,1,4130,,52.33339966,526003,,24728,8032,7053,19786,25.4,368487,0,57248,43656
CA,6,71,18,1,16,97848,216356,39002,33458,0,0,13869,229489,0,97429,12447,10412,11696,14.69,49888,44270,21739962,8763,25500,26722,0,16660,1,0,405,,59.98756134,525671,,8527,8358,8647,23754,25.4,416524,219,64557,46343
CA,6,71,19,1,16,89729,216356,14778,31268,0,1,14397,250320,0,92356,17584,10743,13066,14.69,74321,43859,21739962,3997,22960,35298,0,20866,1,1,5690,,131.5609207,525849,,3769,10156,6797,15311,25.4,488787,0,70139,48996
CA,6,71,20,1,16,85385,216356,23175,28616,0,1,15756,230524,0,102449,15700,12258,10730,14.69,33828,44886,21739962,8864,24910,22185,0,19897,1,1,5182,1,59.31374097,525757,,9189,7718,7755,15267,25.4,405265,0,74407,44035
CA,6,71,21,1,16,55126,216356,8782,24592,1,1,14767,263088,0,102906,5059,7939,20785,14.69,54205,35756,21739962,906,21703,55168,0,28461,4,0,4613,,580.3057395,525757,36373907,2346,6114,8286,11678,25.4,490293,0,76468,51096
CA,6,71,22,1,16,121632,216356,9527,26678,1,0,13558,272144,0,79321,2643,5046,25870,14.69,87252,34154,21739962,1040,24631,48736,0,25668,0,0,168,,506.1798077,526427,36373907,300,4477,7844,10293,25.4,498934,0,72247,51469
CA,6,71,23,1,16,103117,216356,16131,21788,1,0,11809,296270,0,58722,2586,5195,28024,14.69,98639,31987,21739962,120,17064,49549,0,27520,0,0,188,,4380.075,525609,36373907,158,9728,7976,14247,25.4,511776,0,70652,60477
CA,6,71,24,1,16,129457,216356,33748,34879,1,0,8315,286996,0,52899,2061,4699,26999,14.69,213569,25100,21739962,53,15159,46585,0,17213,0,0,255,,9918.169811,525663,36373907,0,5242,8831,20653,25.4,525913,0,54965,56643
CA,6,71,25,1,16,77581,216356,50376,62215,1,0,8598,223888,0,104417,3258,4717,12137,14.69,209912,27246,21739962,64,18634,65483,0,14668,0,0,128,,8211.6875,525548,36373907,0,3895,7737,18998,25.4,525548,0,39391,39821
CA,6,71,26,1,16,83960,216356,23216,40986,1,0,13149,279868,0,76917,2601,5561,21800,14.69,112063,28983,21739962,97,18193,64759,0,23642,0,0,250,,5427.85567,526502,36373907,0,5229,7884,15797,25.4,526502,0,69036,52762
CA,6,71,27,1,16,81070,216356,57639,31003,1,1,11304,305295,0,71107,3132,7348,22661,14.69,91022,38008,21739962,143,21315,66894,0,23396,1,0,3900,,3677.342657,525860,80351240,0,9345,17059,13704,25.4,525860,1225,67005,54556
CA,6,71,28,1,16,84313,216356,202920,46281,1,0,7848,265379,0,80188,3913,8775,17976,14.69,146446,39915,21739962,47,24718,57603,0,16269,0,0,435,,11194.12766,526124,36373907,0,6422,13928,18546,25.4,526124,0,54715,44964
CA,6,71,29,1,16,74438,216356,263349,57603,1,0,6228,198805,0,118967,1604,6292,7988,14.69,127467,30366,21739962,51,20349,62918,0,12397,0,0,194,,10316.35294,526134,36373907,0,3725,9086,21735,25.4,526134,0,39405,30695
CA,6,71,30,1,16,82805,216356,5364,58859,0,0,10294,234330,0,100893,2724,4274,13087,14.69,160817,29255,21739962,93,19925,68961,0,17537,0,0,188,,5658.688172,526258,,0,5056,9630,15104,25.4,526258,0,47006,46588
CA,6,71,31,1,16,58207,216356,178070,54350,1,0,9326,241460,0,111542,2595,10547,9528,14.69,94326,38025,21739962,81,22945,76806,0,19181,0,0,796,,6490.592593,525738,36373907,0,4533,14353,17970,25.4,525738,0,58112,40438
CA,6,71,32,1,16,93243,216356,46414,45205,1,1,10986,250168,0,88397,3103,8911,10948,14.69,90162,35260,21739962,72,21092,66357,0,19893,0,0,2159,,7307.694444,526154,80351240,0,5257,13608,15319,25.4,526154,1100,71852,50284
CA,6,71,33,1,16,69016,216356,28796,36488,0,1,14904,260656,0,103595,2536,4891,15991,14.69,59407,36427,21739962,973,23669,60322,0,25571,0,0,262,,539.946557,525368,,113,7867,9941,12149,25.4,513110,0,70494,55022
CA,6,71,34,1,16,48398,216356,12391,60128,0,0,12924,245696,0,117861,2439,4707,11323,14.69,100037,28497,21739962,100,18599,73909,0,21693,0,0,303,,5267.38,526738,,0,5191,13028,15172,25.4,526738,0,61415,51886
CA,6,71,35,1,16,85383,216356,17133,30131,0,0,16565,222589,0,101215,5425,9532,12389,14.69,38833,37839,21739962,30321,21617,34884,0,20841,5,2,13314,,17.35097787,526099,,2839,6690,10608,14297,25.4,432626,436,75924,43434
CA,6,71,36,1,16,77053,216356,43188,39845,0,0,15337,226961,0,104635,3552,8551,10939,14.69,42347,42473,21739962,253,24723,42413,0,18805,1,1,5813,,2078,525734,,165,9199,10494,19170,25.4,523530,0,70652,44587
CA,6,71,37,1,16,134194,216356,19150,27508,0,0,18362,215308,0,94890,11904,5065,13447,14.69,54901,32138,21739962,7142,21766,28633,0,18708,1,1,3736,,73.64841781,525997,,4597,5307,5845,13751,25.4,410010,0,75940,43710
CA,6,71,38,1,16,58394,216356,12870,55909,0,0,16613,264774,0,104513,4363,6236,13414,14.69,112535,28896,21739962,75,17363,79940,0,21885,0,0,1338,,7012.6,525945,,0,5297,10007,14280,25.4,525945,0,64391,53341
CA,6,71,39,1,16,58157,216356,5483,35807,0,0,16834,284693,0,100220,2711,3896,20851,14.69,57104,32156,21739962,148,21031,72077,0,27114,0,0,734,,3553.432432,525908,,13,7229,9107,11111,25.4,525653,0,74168,63063
CA,6,71,40,1,16,88688,216356,6999,22806,0,1,16166,279661,0,88060,2570,4661,27108,14.69,58730,33937,21739962,326,20242,60295,0,28114,2,2,7646,,1612.582822,525702,,94,9034,8335,9492,25.4,521573,0,74055,59115
CA,6,71,41,1,16,91485,216356,12010,19300,1,1,10390,265015,0,75685,3630,14126,21100,14.69,58928,49336,21739962,285,22588,37755,0,23456,1,1,17594,,1846.407018,526226,,26,12622,7553,15169,25.4,498165,576,81565,52905
CA,6,71,42,1,16,85794,216356,6416,24632,1,1,13134,282926,0,90066,2183,6748,20295,14.69,57713,39014,21739962,124,25634,65133,0,29596,4,0,2156,,4240.862903,525867,80351240,0,6632,13886,10017,25.4,525867,0,82615,58755
CA,6,71,43,1,16,96198,216356,13577,24549,1,1,19230,234336,0,92868,11311,7351,18057,14.69,55986,30383,21739962,1075,16873,39038,0,22324,2,1,25578,1,489.1888372,525878,,4814,6159,6014,13132,25.4,470139,0,75496,49221
CA,6,71,44,1,16,69300,216356,73567,28544,0,1,9517,195189,0,96009,3246,15362,10082,14.69,103216,38345,21739962,83,17967,32618,0,16134,9,3,64173,,6333.614458,525690,,0,5016,6296,17812,25.4,525690,0,63467,38993
CA,6,71,45,1,16,77649,216356,8969,26184,1,1,18010,232385,0,105193,8358,11596,15562,14.69,55295,41832,21739962,7151,23913,30716,0,21047,9,3,13056,,73.55167109,525968,,3047,6323,7209,16744,25.4,454483,0,77950,47478
OR,41,72,1,0,17,93635,14178,2860,37017,1,1,14506,265531,0,91247,9244,6328,18181,5.89,26336,34806,15885601,5675,19368,57108,0,22669,0,0,1080,1,92.82114537,526760,21844843,14578,9110,9697,16375,27.5,367373,623,80401,54435
OR,41,72,2,0,17,99109,14178,1162,36984,0,0,15600,232593,0,101943,18635,9303,9489,5.89,15170,40443,15885601,70507,21986,33331,0,17584,1,0,351,,7.473867843,526960,,28029,9154,7928,25220,27.5,255624,0,79825,46959
OR,41,72,3,0,17,110694,14178,28908,42071,1,0,14587,263912,0,82712,2438,8496,19387,5.89,30847,33788,15885601,354,17466,44964,0,20234,0,0,666,,1488.076271,526779,21844843,609,7826,14811,17442,27.5,518148,0,77100,60764
OR,41,72,4,0,17,86543,14178,1711,41409,0,1,12639,236527,0,98928,11951,6360,10353,5.89,14913,38364,15885601,16024,21421,46557,0,18831,1,0,625,,32.85471792,526464,,16417,10583,8426,25728,27.5,299079,342,78817,47127
OR,41,72,5,0,17,87161,14178,2813,34648,1,0,15918,242462,0,97781,9654,6028,13818,5.89,20539,49711,15885601,3625,19824,40057,0,20949,0,0,320,,145.1426207,526142,21844843,18412,23859,7779,17835,27.5,348186,0,73899,47212
WA,53,73,1,1,17,76254,24508,4469,28414,1,0,17450,265728,0,92483,3190,11906,22979,5.89,35914,42598,2126782,986,17663,45198,0,25961,1,1,5690,,523.6288032,516298,,867,13029,11788,13804,32.9,448698,0,81392,55730
WA,53,73,2,1,17,97772,24508,2573,36158,0,1,16754,223074,0,97767,12146,6845,10185,5.89,26141,35242,2126782,12231,18763,44849,0,19889,5,2,6575,1,42.2254926,516460,,11793,9634,7850,20952,32.9,247679,0,77355,43111
WA,53,73,3,1,17,86694,24508,2857,40309,0,1,15153,230571,0,107180,9318,6794,9861,5.89,18972,42432,2126782,6929,17300,46965,0,20920,0,0,1695,,74.53571944,516458,,9379,18338,9808,20040,32.9,319005,0,78001,44156
WA,53,73,4,1,17,84460,24508,5051,34455,0,0,20470,238013,0,106146,24488,9311,8994,5.89,25156,39285,2126782,25778,19619,28615,0,19763,0,0,340,1,20.0343316,516445,,36258,10355,7777,21075,32.9,295319,0,69224,46071
WA,53,73,5,1,17,94735,24508,5819,29606,0,0,12784,226896,0,95589,10254,7915,13029,5.89,20443,41303,2126782,17681,17041,25924,0,19000,1,1,4256,,29.22464793,516721,,18497,16347,9121,18266,32.9,371037,324,73063,50618
WA,53,73,6,1,17,81426,24508,31885,28793,0,0,12210,209463,0,94154,3272,20260,11124,5.89,32797,45612,2126782,1059,17016,37190,0,19996,4,2,32383,,487.8139754,516595,,1956,8336,8486,18098,32.9,449129,423,82830,43583
WA,53,73,7,1,17,111028,24508,47857,37763,1,0,11030,280733,0,63671,2374,10099,18435,5.89,51062,43689,2126782,110,17876,56289,0,21914,0,0,1286,,4696.145455,516576,,0,15714,16312,17321,32.9,516529,300,75165,56521
WA,53,73,8,1,17,50256,24508,5093,32226,0,0,16545,263137,0,112117,3615,7135,16878,5.89,28575,30819,2126782,1739,15784,64947,0,26773,0,0,1043,,297.0690052,516603,,2914,7900,13904,13705,32.9,389618,0,80392,54943
AK,2,81,1,0,18,16669,3373,13748,18747,0,1,13127,182679,0,86887,4170,19742,8384,0.02,16216,55191,218781397,570833,16170,10349,0,28395,8,3,22003,,0.703972966,401851,99624406,822,19279,12305,17805,30.4,258567,0,54930,28970
HI,15,82,1,1,19,64918,6111,7114,22573,1,1,13376,235139,0,70675,2673,18584,19051,0.59,84425,49285,238737,179,6641,16846,0,24712,12,4,28087,,2694.486034,482313,,0,24060,14959,9963,31.5,481874,0,53762,58514
HI,15,82,2,1,19,48838,6111,10573,25850,1,1,16512,200641,0,94814,11481,13660,12597,0.59,52591,41116,238737,6247,7702,16068,0,21216,0,0,30356,,77.21754442,482378,,4523,19754,10433,10636,31.5,352824,0,50012,40028
