STATE,SC,CD,DC,UNION,INTRLAND,VABEDS,COAST,PORT,CITY,LANDSQMI,POPULATN,POPSQMI,BLACK,BLUCLLR,CONSTRCT,EMPLYD,ENROLL,FARMER,FORBORN,GVTWRKR,MANUF,RURLFARM,TRANSPRT,UNEMPLYD,URBAN,VETERANS,WHLRETL
LA,45,0,0,9.8,7368,0,0,,0,45177,2363880,52.32485557,849303,181619,,623326,469548,197589,111,,,850382,,95106,980439,59411,87662
LA,45,1,0,9.8,7368,1000,1,29745885,1,1594,281702.61,176.726857,85803.02,38200.57,6216.19,100077.36,50365.89,1848.99,39.63,4597.51,16226.94,5071,13252.5,22992.93,262104.61,,21041.4
LA,45,2,0,9.8,7368,0,1,,0,1287,326542.39,253.7236908,97533.98,44243.43,6496.81,110792.64,61690.11,5244.01,38.37,4506.49,21826.06,13228,13823.5,25014.07,248303.39,,19606.6
LA,45,3,0,9.8,7368,0,1,,0,6343,269762,42.52908718,78469,22346,3760,75557,53144,30089,4,1226,6592,112398,3072,8379,75476,,6889
LA,45,4,0,9.8,7368,0,0,,0,5271,318513,60.42743312,151368,7328,4792,37362,63354,21578,1,4894,11962,135613,6333,2526,121014,,11683
LA,45,5,0,9.8,7368,0,0,,0,8692,325374,37.43373217,146553,20489,3441,103090,68619,55090,3,1713,11617,199743,3694,8599,68355,,7038
LA,45,6,0,9.8,7368,0,0,,0,6463,333295,51.56970447,137617,27170,5107,101359,64656,38183,16,3284,15707,143380,3977,13549,80666,,9477
LA,45,7,0,9.8,7368,0,1,,0,7429,268525,36.14551084,77784,6211,2716,37140,57009,22288,7,1203,6601,125564,3516,4062,75429,,7141
LA,45,8,0,9.8,7368,662,0,,0,8099,240166,29.65378442,74175,15559,2407,57924,50710,23196,2,1495,8588,115385,2855,9984,49091,,4770
MS,46,0,0,6.8,29549,0,0,,0,47420,2183796,46.05221426,1074578,129277,,726875,457048,416638,39,,,1399884,,81587,432882,40347,39542
MS,46,1,0,6.8,29549,0,0,,0,5110,263367,51.53953033,101839,14666,2160,82780,56804,47083,1,1258,8212,178972,2682,12072,48675,,4333
MS,46,2,0,6.8,29549,0,0,,0,5428,231701,42.68625645,121275,7201,2423,75858,46447,55996,0,960,2238,186193,1186,6546,13125,,2164
MS,46,3,0,6.8,29549,0,0,,0,6391,435530,68.14739477,321268,16786,3808,164011,85458,115532,10,1652,5051,316372,3192,11505,68549,,7553
MS,46,4,0,6.8,29549,0,0,,0,5250,201316,38.34590476,78820,8863,1733,60501,45602,40295,2,784,4809,151552,1216,7898,16105,,2109
MS,46,5,0,6.8,29549,0,0,,0,6436,261466,40.62554382,98576,15195,2246,80554,56981,46024,0,1185,9140,175181,2751,8616,41927,,3432
MS,46,6,0,6.8,29549,1332,1,,0,9267,319635,34.4917449,89041,31787,4469,96554,70332,32195,12,2205,20040,137531,3626,17242,104512,,6854
MS,46,7,0,6.8,29549,650,0,,0,9538,470781,49.35846089,263759,34779,7312,166617,95424,79513,14,4235,17265,254083,7159,17708,139989,,12141
NC,47,0,0,4.4,252589,0,0,,0,49142,3571623,72.67964267,981298,431942,,1208690,785399,403111,87,,,1656501,,125083,974175,69039,109751
NC,47,1,0,4.4,252589,0,1,,0,5606,239040,42.64002854,106678,16318,2459,74665,54659,37946,1,1388,8568,136311,1660,9658,43588,,8285
NC,47,2,0,4.4,252589,0,0,,0,3944,293297,74.36536511,153192,19216,2577,92496,68278,50107,10,1390,11362,176079,2336,10384,64852,,8951
NC,47,3,0,4.4,252589,0,1,,0,6018,251370,41.76969093,93854,14569,2267,75369,57832,43492,7,1194,7564,151144,1415,7775,42542,,5011
NC,47,4,0,4.4,252589,0,0,,0,4484,358573,79.96721677,112845,32052,4663,119049,79575,48061,7,4227,20527,189476,4448,10359,78793,,11820
NC,47,5,0,4.4,252589,0,0,,0,3370,323217,95.91008902,91201,45872,3622,114048,70048,34970,6,1524,39088,136498,2795,12262,107812,,11393
NC,47,6,0,4.4,252589,0,0,,0,1782,314659,176.5763187,78431,63694,5983,127795,62847,13969,14,2312,52508,62591,4770,11869,178200,,15551
NC,47,7,0,4.4,252589,321,1,,0,5096,318298,62.46036107,105827,26008,4265,104776,71514,44067,9,6908,15600,164073,4214,8753,64905,,8328
NC,47,8,0,4.4,252589,0,0,,0,5711,340457,59.6142532,86126,39218,3770,110217,79253,42860,6,1527,30344,189921,3501,10110,58769,,6075
,47,8,,,,,,,,,,,,,,,,,,,,,,,,,
NC,47,9,0,4.4,252589,0,0,,0,3575,310225,86.77622378,40984,56184,3834,111170,68066,25860,2,1449,48729,135568,4118,9781,67461,,7533
NC,47,10,0,4.4,252589,0,0,,0,2229,295822,132.7151189,55253,48250,6252,112033,60906,17098,10,1993,35888,86996,5897,9936,134603,,14104
,47,10,,,,,,,,,,,,,,,,,,,,,,,,,
NC,47,11,0,4.4,252589,0,0,,0,2833,265757,93.80762443,35422,43537,2733,91238,58879,25503,2,1159,35705,112709,2244,8407,64921,,4918
NC,47,12,0,4.4,252589,0,0,,0,4494,260908,58.05696484,21485,27024,4546,75834,53542,19178,13,1924,19656,115135,3725,15789,67729,,7680
SC,48,0,0,4.2,4019,0,0,,0,30594,1899804,62.09727398,814164,204906,,661073,426144,259496,41,,,913312,,69707,466111,38073,49360
SC,48,1,0,4.2,4019,0,1,2677088,0,6700,289482,43.20626866,166503,27550,4962,100064,62711,35406,6,7675,15934,124123,4245,12772,80856,,7853
SC,48,2,0,4.2,4019,703,0,,0,5707,361933,63.4191344,181669,32244,5311,128255,78024,50887,20,3604,19025,163243,4291,13542,106841,,10822
SC,48,3,0,4.2,4019,0,0,,0,4870,304379,62.50082136,98849,37634,3038,107382,70251,43035,3,1467,30997,157167,2019,10391,61621,,6159
SC,48,4,0,4.2,4019,0,0,,0,2847,339858,119.374078,88495,56523,3687,122748,73319,26999,7,1994,48037,107042,4066,13024,94507,,11831
SC,48,5,0,4.2,4019,0,0,,0,4446,251137,56.48605488,102283,29797,2170,86437,58211,35138,3,1141,24425,133682,1749,8904,56373,,4767
SC,48,6,0,4.2,4019,0,1,,0,6024,353015,58.60142762,176365,21158,3195,116187,83628,68031,2,1416,12505,228055,2816,11074,65913,,7902
TX,49,0,0,10.9,692303,0,0,,0,263644,6414824,24.33138626,924391,566172,,2138355,1239677,623677,324,,,2149187,,316569,2911389,163894,274320
TX,49,1,0,10.9,692303,0,0,,0,7160,306803,42.84958101,90307,18583,2677,93751,67126,47608,2,1521,7254,177398,3737,14712,74806,,6782
TX,49,2,0,10.9,692303,0,0,23998114,0,9058,331069,36.54990064,75883,41838,5263,106137,68356,21191,23,1995,26945,102265,7674,17357,134359,,11751
TX,49,3,0,10.9,692303,0,0,,0,5404,292631,54.15081421,79665,22610,3951,93641,63381,36345,11,1738,5920,135560,4440,12138,68913,,8899
TX,49,4,0,10.9,692303,1000,0,,0,3998,212049,53.03876938,30429,12627,3014,63114,42035,28564,8,1322,4519,100983,3780,12953,70915,,5910
TX,49,5,0,10.9,692303,366,0,,1,893,398564,446.3202688,61605,48785,10932,162019,63088,6018,25,4729,26700,23629,13776,22375,319480,,36194
TX,49,6,0,10.9,692303,0,0,,0,7415,262735,35.43290627,75194,12985,2617,82587,56507,43356,5,1837,3336,146697,3670,12996,63693,,6052
TX,49,7,0,10.9,692303,0,0,,0,10829,299721,27.6776249,94391,21147,3124,93459,65006,44325,5,1551,10345,169444,4089,11436,57765,,5455
TX,49,8,0,10.9,692303,0,1,36887488,1,1747,528961,302.7824843,103745,79427,15498,211907,88447,6463,79,4343,43077,31222,22939,23154,410884,,36249
TX,49,9,0,10.9,692303,0,1,7076836,0,12761,355317,27.84397774,80622,31908,5750,128158,67586,51552,26,3714,7874,153647,9256,12971,110229,,12100
TX,49,10,0,10.9,692303,0,0,,0,7896,286110,36.23480243,59226,18874,6274,93895,53709,35596,10,4602,4223,117829,3743,14045,124483,,10603
TX,49,11,0,10.9,692303,3214,0,,0,6834,299042,43.75797483,49598,16881,3425,91158,61005,39439,14,1982,5442,143303,4544,16679,101068,,9768
TX,49,12,0,10.9,692303,0,0,,1,3144,286132,91.00890585,30364,30044,5604,99255,50388,12717,10,3554,14848,47773,9318,19214,198384,,17425
TX,49,13,0,10.9,692303,0,0,,0,14391,300495,20.88075881,11682,23614,4016,90364,60819,30196,5,2148,4986,117378,4821,19487,114108,,10359
TX,49,14,0,10.9,692303,0,1,11108202,0,17489,368764,21.0854823,24294,29533,6390,118747,68382,47083,19,2166,6656,149986,6190,16129,135840,,14060
TX,49,15,0,10.9,692303,0,1,,0,25277,341333,13.50369901,2549,23888,5111,104676,65035,44425,25,4068,5305,102455,5574,13868,158579,,12214
TX,49,16,0,10.9,692303,0,0,,0,34952,223983,6.408302815,5234,25668,4495,75540,44615,8785,15,6752,5922,22384,7574,9762,140678,,12311
TX,49,17,0,10.9,692303,0,0,,0,11208,230010,20.52194861,5747,15519,3266,68147,45503,25028,5,1659,3953,92549,3637,12791,80427,,7548
TX,49,18,0,10.9,692303,187,0,,0,27518,239736,8.711970347,5864,23135,3899,79744,48901,21607,6,2441,6848,74268,5983,11347,103928,,10810
TX,49,19,0,10.9,692303,0,0,,0,25986,278272,10.70853537,10603,19518,4222,89117,57110,37452,8,1888,3506,130838,4553,11240,91292,,9842
TX,49,20,0,10.9,692303,0,0,,1,1247,338176,271.19166,21202,34285,7075,119108,57358,6480,21,22439,11909,19247,7227,21058,259554,,21603
TX,49,21,0,10.9,692303,0,0,,0,28437,234921,8.261103492,6187,15303,4131,73831,45320,29447,2,2584,2023,90332,3752,10857,92004,,8323
KY,51,0,0,23.5,50813,0,0,,0,40109,2845627,70.94734349,214031,237450,,751129,400762,253581,55,,,1257899,,134274,849327,68694,74561
KY,51,1,0,23.5,50813,0,0,,0,4956,251346,50.71549637,31396,20592,4769,74703,33340,31123,2,1637,8488,126225,5001,13744,66578,,5740
KY,51,2,0,23.5,50813,0,0,,0,6880,372091,54.08299419,34606,21115,3733,77057,53980,34839,2,2030,8764,182215,4094,17784,91215,,7680
KY,51,3,0,23.5,50813,1000,0,,1,375,385392,1027.712,51166,61870,8677,143280,65328,3317,22,4784,39945,17605,16306,22304,319077,,26593
KY,51,4,0,23.5,50813,0,0,,0,6708,286811,42.75655933,18895,9830,2884,73856,31936,44629,3,7090,4026,200359,2242,8932,20812,,4216
KY,51,5,0,23.5,50813,0,0,,0,1659,225426,135.880651,6987,29321,3699,77141,38283,12421,7,3339,17888,48623,8093,11496,132783,,6211
KY,51,6,0,23.5,50813,1230,0,,0,4227,305431,72.25715638,36466,18092,4876,87391,50732,35509,5,3170,5860,139280,4651,13745,95189,,10090
KY,51,7,0,23.5,50813,0,0,,0,3183,332704,104.5252906,7300,33374,1825,75160,44688,23030,8,1321,6133,150812,3643,19240,55071,,4605
KY,51,8,0,23.5,50813,0,0,,0,5551,272736,49.13276887,13384,14096,2830,70546,40544,39768,3,1249,5466,165669,4332,12181,29625,,4325
KY,51,9,0,23.5,50813,0,0,,0,6570,413690,62.96651446,13831,29034,2314,71953,41931,28819,3,1426,4234,227111,4955,14848,38977,,4419
MD,52,0,0,12.6,16605,0,0,,0,9887,1821244,184.205927,301931,286000,,690911,318820,67034,194,,,243060,,76180,1080351,52204,94283
MD,52,1,1,12.6,16605,1930,1,,0,3383,195427,57.76736624,49217,25715,3904,72148,34073,23098,7,1339,11187,67638,3013,8348,40868,,8369
MD,52,2,1,12.6,16605,433,1,,0,1514,530624,350.4782034,74608.05,91247.9,11657.2,208585.3,89637.9,13033.75,54,11843.05,64630.55,53797,18019,19308.65,339146,,27138.55
MD,52,3,1,12.6,16605,0,1,33964898,1,40,240548,6013.7,46436.04,43476.72,4696.16,97540.24,39584.72,147,28,5007.24,30854.04,0,9704.8,11216.52,240548,,17906.84
MD,52,4,1,12.6,16605,0,1,33964898,1,40,240548,6013.7,46436.04,43476.72,4696.16,97540.24,39584.72,147,28,5007.24,30854.04,0,9704.8,11216.52,240548,,17906.84
MD,52,5,1,12.6,16605,0,1,,0,2197,286490,130.4005462,66890.44,38013.92,7773.76,103045.64,54385.92,15499,32,13444.64,18381.44,58596,7674.8,9955.72,100144,,10291.24
MD,52,6,1,12.6,16605,0,0,,0,2714,319016,117.5445836,16685,42517,6393,108568,60140,15104,44,9225,23467,63029,9888,15734,110506,,12031
OK,53,0,0,11,26869,0,0,,0,69283,2336434,33.72304894,168849,154599,,658739,504657,216050,96,,,926741,,145843,879663,73267,75547
OK,53,1,0,11,26869,0,0,,0,7876,416863,52.92826308,23981,39207,7487,131718,85043,24100,11,3590,14863,108831,7701,22582,208940,,17283
OK,53,2,0,11,26869,386,0,,0,5489,239001,43.54181089,38093,11167,1601,57515,55844,26350,5,1689,3874,120267,2559,17460,61850,,4785
OK,53,3,0,11,26869,0,0,,0,11383,320322,28.14038478,26848,14728,2213,74113,73628,35867,10,2014,5367,158290,2860,24571,63924,,5183
OK,53,4,0,11,26869,0,0,,0,6723,324641,48.28811542,28126,22331,2492,83917,75851,30981,5,1908,4879,145002,3918,20775,94841,,7439
OK,53,5,0,11,26869,220,0,,1,4501,397385,88.28815819,32325,34055,6126,128334,78083,19929,23,6220,12393,82444,8631,24022,263453,,22529
OK,53,6,0,11,26869,0,0,,0,8436,242241,28.71514936,10333,11364,2242,67848,52352,28779,17,6750,2578,120201,2669,15572,66109,,6234
OK,53,7,0,11,26869,0,0,,0,10084,189547,18.79680682,6347,7405,1500,51068,42065,26137,3,1461,1509,106153,1690,11959,45878,,4484
OK,53,8,0,11,26869,0,0,,0,14791,206434,13.95673044,2796,14342,3197,64226,41791,23907,22,1808,5295,85553,3334,8902,74668,,7610
TN,54,0,0,15.9,239992,0,0,,0,41961,2915841,69.4893115,508736,292081,,941714,559077,309910,63,,,1271944,,130190,1027206,63088,95040
TN,54,1,0,15.9,239992,611,0,,0,5220,385747,73.89789272,12833,34154,4067,110685,79637,46214,0,1766,23354,218223,4483,13429,86591,,8082
TN,54,2,0,15.9,239992,0,0,,0,3805,365090,95.9500657,23726,51113,5564,112654,73064,18114,7,3988,31437,113139,6988,17775,146082,,12708
TN,54,3,0,15.9,239992,0,0,,0,5623,386176,68.67792993,49741,50479,7259,120712,76020,24615,16,3181,33711,121670,6833,20206,162493,,10170
TN,54,4,0,15.9,239992,0,0,,0,4260,191212,44.88544601,13477,10243,1716,53964,33203,32291,2,949,5382,136428,1221,7899,15861,,2424
TN,54,5,0,15.9,239992,1258,0,,0,4974,225918,45.41978287,32783,15896,2468,74291,43330,39531,3,1190,9413,145772,1945,5996,42871,,3857
TN,54,6,0,15.9,239992,500,0,,1,532,257267,483.5845865,56797,36073,5907,94179,44554,3964,8,4195,21884,21763,8325,13187,167402,,15920
TN,54,7,0,15.9,239992,0,0,,0,7041,285707,40.57761682,52008,22825,3402,90913,58266,42255,0,1734,13075,165220,4103,11324,61262,,5760
TN,54,8,0,15.9,239992,0,0,,0,5598,211482,37.77813505,46753,8781,1796,61270,43707,40438,1,1021,3267,143026,1821,8623,8921,,2246
TN,54,9,0,15.9,239992,0,0,,0,4157,248992,59.89704114,65365,12313,2081,82488,48333,51174,0,1234,5786,165270,2024,9739,42781,,4837
TN,54,10,0,15.9,239992,1750,0,,1,751,358250,477.0306258,155253,50204,8530,140558,58963,11314,26,3986,25107,41433,13621,22012,292942,,26719
WV,56,0,0,43.6,0,0,0,,0,24090,1901974,78.9528435,117754,256274,,519094,410174,78807,93,,,531452,,115863,534292,46791,53843
WV,56,1,0,43.6,0,0,0,,0,1430,281333,196.7363636,10780,44908,2853,84474,56650,6253,30,1970,27618,42081,6589,18195,140804,,9088
WV,56,2,0,43.6,0,1000,0,,0,7788,297167,38.15703647,9898,32114,3047,76578,64509,19653,10,2015,12657,115741,4821,23016,51631,,5765
WV,56,3,0,43.6,0,0,0,,0,4720,315917,66.9315678,14719,36402,2949,80801,69470,18860,15,1884,10372,116318,4609,21342,59294,,6353
WV,56,4,0,43.6,0,290,0,,0,3948,323202,81.86474164,6387,33418,4865,86387,67147,18562,4,2634,18875,122965,8472,21929,120063,,8307
WV,56,5,0,43.6,0,0,0,,0,3735,305725,81.854083,41203,46494,2424,82232,70260,11296,8,1543,4560,87117,7597,14858,54480,,7237
WV,56,6,0,43.6,0,0,0,,0,2469,378630,153.3535844,34767,62938,4562,108622,82138,4183,26,3274,17500,47230,7047,16523,108020,,13329
AZ,61,0,0,17.4,15402553,0,0,,0,113580,499261,4.395677056,14993,51704,559,150173,101255,30203,63,1437,1367,114022,792,30074,173981,11808,20431
AZ,61,1,0,17.4,15402553,144,0,,0,9231,186193,20.17040407,7808,14949,3205,54496,38455,10725,22,2636,3939,39425,3314,13580,80399,,9594
AZ,61,2,0,17.4,15402553,0,0,,0,104349,313068,3.000201248,7185,36755,5061,95677,62800,19478,41,3163,7293,74597,7183,16494,93582,,10837
CO,62,0,0,18.5,8927646,0,0,,0,103967,1123296,10.80435138,12176,102747,,349735,212299,71642,131,,,251692,,71758,590756,37003,58758
CO,62,1,0,18.5,8927646,0,0,,1,58,322412,5558.827586,7836,35614,6247,116688,51291,703,67,8458,17365,0,12786,20705,322412,,31512
CO,62,2,0,18.5,8927646,0,0,,0,29263,319067,10.90342754,618,24192,4805,96262,64637,33770,23,4682,6673,119177,5636,18666,87371,,9216
CO,62,3,0,18.5,8927646,918,0,,0,31557,308970,9.790854644,3360,27456,3791,83922,62095,18552,21,3007,9376,69457,6903,22325,144383,,12324
CO,62,4,0,18.5,8927646,0,0,,0,43089,172847,4.01139502,362,15485,3026,52863,34276,18617,20,1859,2153,63058,3677,10062,36590,,5641
ID,63,0,0,14.5,11429055,0,0,,0,82808,524873,6.338433485,595,41976,,158606,107987,56884,101,,,200016,,32590,176708,14816,21244
ID,63,1,0,14.5,11429055,0,0,,0,40659,212708,5.231510859,81,19907,2682,65237,41025,22516,24,1856,6697,82117,3473,15194,57966,,7819
ID,63,2,0,14.5,11429055,263,0,,0,42091,312165,7.416431066,514,22069,4505,93369,66962,34368,77,3608,5862,117899,6955,17396,118742,,13425
MT,64,0,0,38.7,7923698,0,0,,0,146316,559456,3.823614642,1120,52045,,185564,103616,58142,89,,,175707,,39430,211535,19802,24095
MT,64,1,0,38.7,7923698,294,0,,0,42922,235859,5.495060808,614,28871,3786,79114,40186,15807,44,4508,8184,53838,6390,17446,107394,,10391
MT,64,2,0,38.7,7923698,0,0,,0,103125,323554,3.137493333,506,23168,5052,106431,63426,42334,45,4369,5563,121864,8493,21981,104141,,13687
,64,2,,,,,,,,,,,,,,,,,,,,,,,,,
NV,65,0,0,19.3,47693938,0,0,,0,10980,110247,10.04071038,664,16358,,41462,17763,6023,37,,,15625,,6517,43291,3570,6555
NV,65,1,0,19.3,47693938,33,0,,0,109802,110247,1.004052749,664,16358,2960,41462,17763,6023,37,2014,1823,15625,5109,6517,43291,,6540
NM,66,0,0,11.7,15937036,0,0,,0,121511,531818,4.376706636,4672,40880,,140269,119371,44160,37,,,177114,,37639,176401,10975,15309
NM,66,1,0,11.7,15937036,152,0,,0,121511,531818,4.376706636,4672,40880,8364,140269,119371,44160,37,6265,8973,177114,9300,37639,176401,,15062
NM,66,2,0,11.7,15937036,152,0,,0,121511,531818,4.376706636,4672,40880,8364,140269,119371,44160,37,6265,8973,177114,9300,37639,176401,,15062
UT,67,0,0,20.5,24763190,0,0,,0,82346,550310,6.682898987,1235,50511,,148886,129010,27931,226,,,94352,,32358,305493,15395,26267
UT,67,1,0,20.5,24763190,0,0,,0,72405,256388,3.541026172,418,18203,3155,63422,63215,21109,81,2722,4167,67568,5902,16948,90446,,7706
UT,67,2,0,20.5,24763190,194,0,,0,9941,293922,29.56664319,817,32308,4888,85464,65795,6822,145,4542,12147,26784,9680,15410,215047,,18541
WY,68,0,0,28.2,19894819,0,0,,0,97506,250742,2.571554571,956,24994,,86559,49037,24874,41,,,72674,,13850,93577,12065,10148
WY,68,1,0,28.2,19894819,1101,0,,0,97506,250742,2.571554571,956,24994,4120,86559,49037,24874,41,7556,4601,72674,8993,13850,93577,,10148
CA,71,0,0,24.8,21099047,0,0,,0,156803,6907387,44.05137019,124306,858260,,2525281,1109319,244160,4580,,,635389,,423146,4902265,223583,465905
CA,71,1,0,24.8,21099047,0,1,,0,16822,308986,18.36797051,1384,32097,6220,106030,49547,24658,189,9383,13285,80762,6740,17815,95239,,12820
CA,71,2,0,24.8,21099047,0,0,,0,51840,218002,4.205285494,1125,37873,6748,78389,36433,12547,83,2912,12458,44409,7264,13834,31364,,8080
CA,71,3,0,24.8,21099047,0,0,,0,5046,409404,81.13436385,4699,47076,8119,151971,64910,32949,252,12800,19441,80210,14050,28521,213309,,22687
CA,71,4,0,24.8,21099047,0,1,4953991,1,23,317268,13794.26087,2423,42247,6875.5,135653,38397.5,320,438,9649.5,22526.5,0,15424.5,22676.5,317268,,39720.5
CA,71,5,0,24.8,21099047,0,1,4953991,1,23,317268,13794.26087,2423,42247,6875.5,135653,38397.5,320,438,9649.5,22526.5,0,15424.5,22676.5,317268,,39720.5
CA,71,6,0,24.8,21099047,800,1,3415334,1,734,356955.5,486.3153951,6749.5,53876,7849,133082.5,56266,5783,407,5241,38032,15987.5,14558,20358.5,287820,,18745.5
CA,71,7,0,24.8,21099047,0,1,3415334,1,366,256505.5,700.8346995,6167.5,34217,5770,95565.5,38702,2343,331,4212,22028,5603.5,11491,15727.5,236034,,15865.5
CA,71,8,0,24.8,21099047,1473,1,,0,3960,343180,86.66161616,1606,38835,8607,123029,55700,16721,411,5945,18454,41593,8523,20136,217220,,16089
CA,71,9,0,24.8,21099047,0,0,,0,11622,323733,27.85518844,4642,26700,6142,104149,63347,34843,125,2918,9006,118519,6139,21105,116967,,16638
CA,71,10,0,24.8,21099047,0,0,,0,14410,277444,19.25357391,5253,25943,4099,82096,57254,23614,76,2474,5045,77808,5285,22356,80767,,12428
CA,71,11,0,24.8,21099047,0,1,,0,11252,246518,21.90881621,1359,26106,4922,88346,43516,22942,131,3866,4586,45559,4221,14812,123562,,18328
CA,71,12,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,13,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,14,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,15,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,16,0,24.8,21099047,399,1,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,17,0,24.8,21099047,399,1,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,18,0,24.8,21099047,399,1,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,19,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,20,0,24.8,21099047,399,0,15674286,1,452,306420.73,677.921969,8272.99,40884.91,7198.51,114068.24,47731.2,2856.7,157.52,5150.31,22565.18,3959.78,8262.65,17791.62,261090.28,,21982.73
CA,71,21,0,24.8,21099047,0,0,,0,20131,194535.716,9.663489941,2817.508,22252.172,3625.292,61857.808,35858.04,9040.64,61.184,2249.852,7437.656,16771.976,6853.38,12467.904,124479.576,,12209.116
CA,71,22,0,24.8,21099047,0,1,,0,12245,296024,24.17509187,4907,28173,5623,97623,57104,24640,92,6505,7146,53432,4899,17013,157011,,18438
CA,71,23,0,24.8,21099047,0,1,,1,4258,289348,67.953969,4444,33397,5724,107296,45174,7781,131,25274,12263,19168,4703,13846,238891,,16676
OR,72,0,0,31.8,15225971,0,0,,0,96350,1089684,11.30964193,2565,138658,,389798,176475,69086,306,,,256283,,63584,531675,39346,57163
OR,72,1,0,31.8,15225971,0,1,,0,9461,309004,32.6608181,162,37684,5368,103479,54041,25571,60,4594,24766,107044,5233,16772,82687,,9256
,72,1,,,,,,,,,,,,,,,,,,,,,,,,,
OR,72,2,0,31.8,15225971,0,0,,0,66840,210991,3.15665769,288,25743,4016,77602,36973,24459,42,2159,13925,70575,5298,10161,68117,,9069
OR,72,3,0,31.8,15225971,515,0,11768999,1,424,355099,837.4976415,2040,47872,7733,136950,48533,3076,157,6419,25797,10091,15882,24701,305394,,30904
OR,72,4,0,31.8,15225971,670,1,,0,19625,214590,10.93452229,75,27359,3583,71767,36928,15980,47,1815,17081,68573,4390,11950,75477,,7934
WA,73,0,0,43.2,1626578,0,0,,0,66977,1736191,25.92219717,7424,230426,,607672,283840,80728,503,,,335450,,108829,921969,62007,94277
WA,73,1,0,43.2,1626578,0,1,11310736,1,1114,413022.4,370.7561939,3065.74,59562.72,9621.1,156337.2,61588.73,5515.96,199.74,9024.55,34229.98,26220.81,15469.45,25145.49,294150.22,,30598.82
WA,73,2,0,43.2,1626578,0,1,,0,10643,231829.8,21.78237339,302.38,30521.64,3411.7,72713.4,39903.01,13002.52,75.38,3144.35,20331.26,66885.97,4570.65,15607.13,93353.14,,8294.34
WA,73,3,0,43.2,1626578,600,1,,0,10687,258301,24.16964536,227,42909,4325,87108,45386,10880,43,5082,32360,67647,5474,16613,105313,,8416
WA,73,4,0,43.2,1626578,0,0,,0,21828,244908,11.21990104,1030,23052,7035,82332,44004,27458,31,2614,5728,81249,6021,13094,75941,,11966
WA,73,5,0,43.2,1626578,0,0,,0,20315,274754,13.52468619,814,30004,6553,95840,45588,18642,49,4875,11934,67481,8957,17594,136539,,15757
WA,73,6,0,43.2,1626578,1028,1,,0,2850,313375.8,109.9564211,1984.88,44376.64,6495.2,113341.4,47370.26,5229.52,104.88,11167.1,26423.76,25966.22,11022.9,20775.38,216672.64,,19224.84
