YEAR,SC,CD,ACEREGIO,AGE65,BANK,BLACK,BLUCLLR,CITY,COAST,DC,ENROLL,FARMER,FEDWRKR,FINANCE,FLOOD,FORBORN,GVTWRKR,INTRLAND,LANDSQMI,LOCLWRKR,MANUF,MARINE,MDNINCM,MILTINST,MILTMAJR,MILTPOP,NUCPLANT,POPSQMI,POPULATN,PORT,RURLFARM,STATWRKR,TRANSPRT,UNEMPLYD,UNION,URBAN,VABEDS,VETERANS,WHLRETL,PREVPARTY,PREVCANDVO,PREVTOTVO,PARTY,CANDIDATEVOTES,TOTALVOTES,ISTEST,,
1982,22,3,7,100322,36268,29834,59953,0,0,0,106348,5833,3618,10913,6.9,14166,24881,8775,2577,17486,86507,0,20199,0,0,231,0,216.57,558107,0,23813,3777,9073,21212,25.1,352712,0,69845,50198,1,103972,189108,1,86958,170004,0,1,
1986,24,17,4,94545,62434,55208,55825,0,0,0,93239,1807,3264,8471,21.93,19943,23805,14065,834,16019,72606,0,21162,1,0,173,0,617.77,515223,0,3525,4522,8102,25458,27.4,412478,0,74720,44229,0,123014,230661,0,112855,156189,0,1,
1982,49,23,13,56544,152838,21967,30636,1,0,0,131250,6258,15989,11822,3.12,55853,46157,993895,12491,23295,21129,0,16680,3,2,14756,0,42.17,526770,0,6289,6873,8678,12133,12.5,431638,0,57550,46741,0,104595,149780,0,51690,93528,0,1,
1992,13,16,2,40300,770500,248023,32398,1,1,0,122849,845,6560,15008,28.01,123375,41725,14427,15,29140,23969,0,-1,0,0,331,0,38736.87,581053,127030215,0,6025,13005,32089,35.8,581053,0,1650271,31989,0,50421,76109,0,80927,132082,0,1,
1992,14,9,2,86436,190400,6455,61013,0,0,0,87955,9818,8813,9121,28.01,4449,33093,94068,6665,13158,57890,0,-1,1,0,982,0,84.9,565858,0,16312,11122,13004,15753,27,77701,102,1402128,51621,0,106632,106632,0,182406,182406,0,1,
1992,40,10,2,41871,74400,32303,31956,0,0,1,87886,7837,28066,21672,28.01,28540,56851,161198,3535,23650,34310,0,-1,1,0,5316,0,159.05,562257,0,9909,5135,12970,8988,10.9,237424,0,689418,57505,1,103761,168825,1,144471,221004,0,1,
1986,47,11,5,120192,29810,29172,65966,0,0,0,102094,7054,6388,6732,1.61,5832,34586,356980,6763,14498,78418,0,15213,0,0,224,0,78.54,531152,0,13575,13700,5825,15410,8.9,151038,526,69378,36609,1,112598,220882,0,91575,180644,0,0,
1984,40,9,4,93450,29834,12870,53664,0,0,0,112116,6536,5093,5541,21.93,4255,39981,289424,7310,17698,50314,0,15526,1,0,129,-1,73.72,538871,0,21301,17190,6226,15277,10.9,158857,0,55614,33076,0,76227,151238,0,102446,196956,0,1,
1994,24,6,4,74996,132900,12014,45799,0,0,0,102136,6501,6064,9076,15.61,5027,37812,16784,6371,16467,45887,0,26535,0,0,135,0,89.59,570804,0,16666,15281,-1,20154,27.4,56734,390,1216668,46377,0,122720,241972,1,91263,179124,0,0,
1994,40,7,2,61840,74400,56186,30834,0,0,0,82613,4582,9789,32132,28.01,17234,56306,161198,2543,21293,41163,0,45357,1,0,1143,0,221.29,562729,0,5121,25224,-1,8130,10.9,398432,0,689418,62635,1,211618,255375,1,176941,210632,0,1,
1992,49,25,13,39502,184000,152336,36140,1,1,0,101136,2397,6740,18161,8.95,67255,36907,1054354,296,17595,39871,0,-1,0,0,536,0,1909.47,565202,114465835,91,12572,15394,19788,12.5,554580,0,1650800,63407,0,67427,67427,0,98975,176877,0,1,
1980,71,18,16,47341,104277,8822,47254,0,0,0,112793,24634,4417,9436,16.92,26651,29662,19836032,26901,18820,18354,0,8236,3,2,1443,0,17.12,460665,0,31099,6425,3994,12020,35.7,232033,0,48037,33723,1,85663,144563,1,126046,177461,0,1,
1996,54,7,6,54718,57000,66842,46483,1,0,0,87681,5435,10434,15571,0.56,8517,38727,333345,6609,17841,56448,0,33405,0,0,13735,0,82.05,542270,0,13787,10452,16289,13038,17.3,222076,0,513716,53588,1,102587,170383,1,126737,193742,0,1,
1996,72,4,17,126931,27400,4397,67426,0,1,0,133849,18732,9854,16950,27.15,25720,62422,15921659,16080,32527,73103,0,29057,0,0,680,0,35.35,868103,0,17557,20041,14604,25983,27.5,340137,196,427192,85864,0,158981,238149,0,177270,269856,0,1,
1982,33,3,7,57527,36769,3272,32021,0,0,0,109091,3489,5619,23015,6.9,16223,30508,196386,1213,18414,60983,0,28447,0,0,383,0,419.84,509268,0,8372,6475,13096,8260,24.5,465673,0,72445,66503,1,179393,237261,1,166891,231311,0,1,
1994,31,4,10,76121,38700,15039,38198,0,0,0,87925,11438,7410,33039,7.56,9359,38206,2057,7498,17053,34390,0,34018,0,0,721,0,74.06,555276,0,29511,13743,-1,10457,20.5,346226,151,301064,64041,0,158610,257593,1,111935,213206,0,0,
1982,14,4,4,98238,98577,13989,53133,0,0,0,98164,4338,5379,6767,21.93,11280,27769,34405,2672,14730,61206,0,20300,0,0,150,0,192.93,515514,0,8352,7660,10347,18220,27,217716,272,70432,37953,1,127475,201370,0,100481,167102,0,0,
1990,22,5,4,89384,36268,11678,60222,0,0,0,116274,10165,4760,9348,21.93,8828,29056,8775,5327,19450,79814,0,21434,1,1,2604,0,102.91,548223,0,42382,4846,7967,21136,25.1,266762,714,68622,45492,0,116240,206403,0,81373,153123,0,1,
1982,40,9,4,93450,29834,12870,53664,0,0,0,112116,6536,5093,5541,21.93,4255,39981,289424,7310,17698,50314,0,15526,1,0,129,0,73.72,538871,0,21301,17190,6226,15277,10.9,158857,0,55614,33076,1,119196,171864,0,76227,151238,0,0,
1988,64,1,10,65299,6207,504,22562,0,0,0,78215,9865,9891,7676,5.09,8776,40368,9287897,55841,14822,15196,0,18429,0,0,266,0,7.04,393298,0,16755,15655,8111,18314,21.7,201438,129,55469,34451,0,98501,159731,0,115278,189683,0,1,
1992,63,2,17,56623,10900,2355,34284,0,0,0,109610,20297,10174,10855,27.15,15553,39079,11935700,43198,15582,28168,0,-1,1,1,4609,0,11.66,508722,0,26911,13323,9154,11719,16.1,176187,118,115382,49862,0,98008,154052,1,139783,229957,0,0,
1984,13,16,2,109537,326416,252096,36827,1,0,0,84180,683,7251,15434,16.53,124533,36099,28662,8,23015,37167,0,10720,0,0,198,-1,64521.25,516170,152053796,0,5833,10257,22671,35.8,516170,0,36619,28376,0,58134,78605,0,104337,121398,0,1,
1996,21,10,7,59341,212000,35088,25298,0,1,0,81702,2180,8045,31985,7.03,61248,28767,399,244,16971,54090,0,58407,3,2,18457,1,2342.22,571501,0,20,3751,9576,9037,27.5,568093,610,1125388,64119,1,114884,153075,1,145626,210773,0,1,
1996,67,1,15,53832,15400,5213,34300,0,0,0,141232,6727,30368,10416,0.37,14988,61351,23032993,34085,15441,42253,0,34232,4,1,5649,0,16.85,574835,0,5202,15542,9110,12144,16.8,379428,0,143079,49829,1,104954,162618,1,150126,219779,0,1,
1990,3,5,1,87613,36234,7889,42932,0,0,0,102426,1614,9976,12164,5.78,40225,37499,29945,575,20840,85380,0,23489,2,2,6970,0,901.4,518303,0,868,6683,6188,10087,19.7,427592,741,68531,40829,0,181860,216271,0,110232,221140,0,1,
1982,52,4,2,52181,19362,108156,30660,0,0,1,104024,2151,44626,13821,16.53,18247,79649,34476,624,22278,30088,0,24892,8,3,19538,0,842.11,525474,0,1934,12745,13467,12020,18.6,467507,0,76987,46832,1,120985,168360,1,75617,123564,0,1,
1982,61,1,14,97454,16619,19123,32174,1,0,0,94375,4832,7212,18645,0.81,27604,41284,14180844,457,20326,46726,0,19830,1,1,3583,0,1189.58,543639,0,1466,13746,7798,13377,12.8,523586,470,72676,57918,1,136961,186833,1,89116,135227,0,1,
1984,23,8,3,83816,56621,37042,44514,0,1,0,110219,7210,3075,8029,1.17,11264,26157,693643,4194,18274,60198,0,20955,0,0,317,-1,122.67,514494,0,30252,4808,4886,29516,33.7,244227,158,59186,40120,0,113515,124737,0,126161,195845,0,1,
1996,33,3,7,44153,62300,7209,29541,0,0,0,83502,2011,6865,30930,7.03,15267,31505,298536,594,16893,55581,0,49714,0,0,676,0,920.84,546976,0,1073,7747,21831,10406,24.5,518545,0,476754,71410,1,173223,236531,1,205816,293583,0,1,
1994,21,10,7,59341,212000,35088,25298,0,1,0,81702,2180,8045,31985,7.03,61248,28767,399,244,16971,54090,0,58407,3,2,18457,1,2342.22,571501,0,20,3751,-1,9037,27.5,568093,610,1125388,64119,1,155230,240630,1,114884,153075,0,1,
1988,48,3,5,87158,10267,117814,75581,0,0,0,107433,4936,5966,6886,1.61,4324,35201,20944,6163,14178,100560,0,17211,0,0,315,1,84.26,519280,0,9027,15057,5330,13049,5.8,232833,0,59195,35590,0,79109,115683,0,89071,165825,0,1,
1982,21,5,7,98295,130219,17921,66365,1,0,0,73863,1071,4165,14955,6.9,109490,21572,40,75,14299,77003,0,20773,0,0,152,0,6923.12,519234,22610102,0,3108,16672,21051,27.5,518743,0,58297,50820,0,106142,133279,0,110351,146322,0,1,
1990,24,10,4,91273,62434,11110,46914,1,0,0,106765,4639,6084,8120,21.93,5367,35389,14065,4509,18807,53467,0,18166,0,0,320,0,113.93,513730,0,16546,10498,7596,18241,27.4,220392,0,66543,39440,1,143673,200566,1,106009,167665,0,1,
1980,40,6,2,49522,16083,56455,77232,0,0,0,102000,3955,4928,10542,2.32,2601,24532,269294,5097,11826,55542,0,8594,0,0,471,0,91.1,464356,0,17638,7778,12072,4763,18.2,295894,957,53734,34754,1,88647,88803,1,123125,124143,0,1,
1992,71,19,16,63916,328500,18724,29058,1,0,0,108281,13074,10333,18353,99.34,68795,49110,21892142,7642,27511,23483,0,-1,0,0,672,0,74.99,573343,0,11598,11266,9812,17712,25.4,391289,168,2856770,53640,1,94599,173245,0,101619,216640,0,0,
1984,14,21,4,97079,98577,18783,52148,0,0,0,92245,4400,3970,8617,21.93,11914,26300,34405,2588,16155,73524,0,19601,0,0,237,-1,199.63,516635,0,11861,6175,8782,18082,27,291968,138,68631,39418,1,80180,159631,1,125730,192109,0,1,
1996,5,2,1,72447,13500,21873,35464,0,1,0,68076,3343,6276,18063,24.75,43059,37439,5,721,16181,53373,0,39454,0,0,1109,0,695.93,501798,0,670,14982,8607,15650,19.4,370948,156,113560,52124,0,119659,176007,0,118827,184318,0,1,
1994,24,7,4,67545,132900,30558,49756,1,0,0,97257,6332,14043,12225,15.61,7166,40737,16784,3473,17548,62309,0,34979,1,1,4590,0,164.39,570939,0,18346,9146,-1,15361,27.4,174030,0,1216668,54218,1,164195,230432,1,140124,140124,0,1,
1990,12,5,2,84886,41732,4969,27072,0,0,0,102988,2116,4834,19007,16.53,47083,32674,36417,1322,23276,56170,0,28936,0,0,207,0,397.92,526049,0,1168,4564,11584,11994,19.9,450989,0,75264,57656,1,175562,231936,1,118101,156109,0,1,
1992,42,2,11,72311,26000,103456,43385,0,0,0,91862,5394,10668,17523,11.81,7753,48025,390163,5923,13830,42458,0,-1,1,1,5552,1,99.17,587412,0,7101,23527,13159,15026,13.2,305498,772,254746,60446,0,103471,171271,0,154946,208924,0,1,
1980,71,5,16,58112,104277,80710,50983,1,1,0,71205,590,15311,31738,16.92,103040,36689,19836032,26,14916,25997,0,9079,2,1,7839,0,17716.31,460624,0,0,6462,13877,16824,35.7,460624,0,56386,39564,0,106046,158649,0,101105,197821,0,1,
1984,34,5,10,116362,40975,124820,45539,1,0,0,86282,1636,16121,19181,5.09,13897,42701,54412,267,19284,50978,0,20462,0,0,516,-1,2048.04,546827,0,154,7296,15367,17064,26.6,543290,401,77655,54792,0,96059,165989,0,150675,228220,0,1,
1994,21,18,7,81160,212000,29492,39538,0,0,0,91800,9268,4717,18398,7.03,8474,40656,399,6173,16136,49493,0,36423,0,0,676,0,92.7,572238,0,21295,19803,-1,12882,27.5,285256,0,1125388,55297,1,156533,270976,1,119838,199125,0,1,
1988,71,1,16,108230,216356,5091,30016,0,1,0,90438,10564,7989,13486,14.69,30550,44051,21739962,14211,23796,33139,0,19441,1,0,913,1,37.03,526274,0,9513,12266,6670,21616,25.4,312848,0,79111,46495,0,138174,204759,0,159815,254154,0,1,
1980,46,4,8,43069,6501,191701,53826,0,0,0,117782,4827,7278,11949,32.29,1366,29482,97429,7065,12723,30367,0,6802,0,0,310,1,62.94,444704,0,23052,9481,5359,7124,14.9,259594,500,40474,29947,1,68225,132132,1,69321,177896,0,1,
1988,13,22,2,84519,326416,35225,26757,0,0,0,103813,2730,4574,14264,16.53,52851,47657,28662,1319,30668,43122,0,25590,0,0,175,0,391.69,516640,0,2353,12415,9577,12157,35.8,405484,0,67326,47295,1,94244,135656,1,144227,203635,0,1,
1988,3,9,1,103750,36234,83104,35813,1,1,0,92457,1451,8802,17101,5.78,59507,47178,29945,362,24382,46946,0,19938,0,0,2417,0,1434.49,519285,0,538,13994,9625,13879,19.7,472908,735,60584,43012,0,110026,149271,0,160799,161042,0,1,
1980,12,4,2,36440,25333,61981,67831,0,0,0,109520,1333,6177,13753,2.32,29573,32740,17109,449,14258,58555,0,11086,3,2,27531,0,1064.69,478045,0,2648,12305,6070,6751,31.2,417983,0,54291,30284,0,69259,113382,1,95447,168504,0,0,
1980,13,31,2,55568,164253,8599,67449,0,0,0,108177,6632,7402,10142,2.32,21920,33235,22418,6429,15310,57088,0,9388,1,1,3598,0,72.75,467717,0,21704,10523,4616,10433,40.2,261972,0,54467,29193,1,98415,107791,1,128397,175565,0,1,
1980,34,1,8,58304,21191,254089,57177,1,0,0,111108,576,11165,13362,32.29,10198,30284,82547,54,14331,42828,0,8485,0,0,517,0,8667.7,468056,23082359,0,4788,6422,12321,37.5,468056,0,46712,32750,0,65950,99010,0,91272,129939,0,1,
1982,1,2,1,85879,16110,14952,42898,0,1,0,98008,4255,7883,12335,5.78,27761,43686,2386,1778,17551,76500,1,21176,4,1,13051,1,291.44,518184,0,3442,18252,6492,12845,18.9,284028,0,71979,40101,0,119176,223311,0,95254,170803,0,1,
1994,23,5,3,75091,106000,48640,48794,0,1,0,103468,6728,4401,10092,2.02,9292,28397,705471,5454,17395,60763,0,31422,1,1,2825,0,106.52,580988,0,17493,6601,-1,25564,33.7,264700,97,973369,55276,0,147618,244992,0,126456,193190,0,1,
1984,71,42,16,85794,216356,6416,24632,1,1,0,90066,2183,6748,20295,14.69,57713,39014,21739962,124,25634,65133,0,29596,4,0,2156,-1,4240.86,525867,80351240,0,6632,13886,10017,25.4,525867,0,82615,58755,1,142845,207049,1,177783,243619,0,1,
1996,49,17,13,89848,184000,19976,37335,0,0,0,102991,14575,6397,10059,8.95,19798,38681,1054354,28144,17004,28445,0,26263,1,1,6191,1,20.12,566255,0,19687,15280,8577,15962,12.5,157219,127,1650800,48076,0,83497,155605,0,99678,192994,0,1,
1990,47,8,5,99927,29810,107418,84070,0,0,0,112507,6769,4713,8093,1.61,4043,31364,356980,5066,14730,103819,0,17058,1,1,610,0,105.71,535543,0,16434,11921,9057,12075,8.9,183005,801,63846,40613,0,99214,192677,0,98700,179552,0,1,
1984,13,6,2,100241,326416,259549,34172,1,1,0,92991,866,11366,24010,16.53,92394,49741,28662,41,31232,30309,0,19664,0,0,177,-1,12600.37,516615,152053796,0,7143,24496,17244,35.8,516615,0,56228,33182,0,76233,99557,0,116411,145138,0,1,
1992,82,1,19,69204,22300,13463,23939,1,1,0,65811,2809,24219,23983,2.05,100413,59621,245343,181,7510,16960,0,-1,7,5,28258,0,3061.73,554174,0,0,27892,19585,7745,31.5,552983,0,112011,66412,0,97622,162711,0,129332,177476,0,1,
1980,71,29,16,47351,104277,3592,73764,1,0,0,96927,371,4346,20519,16.92,79149,25975,19836032,62,17795,50789,0,9534,0,0,410,0,7480.21,463773,30746362,0,3834,7663,10899,35.7,463773,0,50601,40026,0,65214,76726,0,80095,92999,0,1,
1994,21,1,7,80543,212000,397994,30860,1,1,0,82750,628,12329,20001,7.03,26990,52400,399,55,31583,26713,0,30644,0,0,429,0,10398.33,571908,0,0,8488,-1,32671,27.5,571908,0,1125388,37628,0,209258,252711,0,112474,148512,0,1,
1980,47,6,5,36624,15282,95625,92331,0,0,0,105071,3634,3799,12591,1.19,2275,21300,346082,1652,10800,84111,0,9300,0,0,400,0,276.85,457354,0,18258,6701,5240,5164,9.4,303119,0,47934,36972,0,58193,85075,1,80275,157232,0,0,
1996,24,4,4,75662,132900,25953,59827,0,0,0,97765,7040,3105,10563,15.61,6129,27061,16784,4531,16860,76228,0,32105,0,0,305,0,126,570917,0,28788,7096,8679,17490,27.4,145406,0,1216668,52299,1,139841,139841,1,147608,227761,0,1,
1984,42,4,8,136635,13619,157844,51873,0,0,0,117560,12211,6902,7315,57.97,4350,36546,185656,16079,19754,55047,0,14652,1,0,350,-1,35.5,570831,0,16018,9890,8960,15853,13.2,281529,0,63023,37579,0,121256,184917,0,117123,119639,0,1,
1982,54,5,6,93512,28086,111164,39873,1,0,0,80948,2787,8662,17784,0.13,8200,44439,261151,977,20545,43408,0,19528,0,0,459,0,526.95,514832,0,5260,15232,11866,13317,17.3,482151,446,64317,52924,0,118506,181262,0,109282,136349,0,1,
1986,21,18,7,100147,130219,23869,43619,0,0,0,100764,11063,4523,12314,6.9,8412,29857,40,6416,15906,59101,0,21707,0,0,305,0,80.91,519097,0,32798,9428,9000,16848,27.5,325324,0,68694,46573,1,136183,223106,1,94308,150639,0,1,
1982,49,9,13,76884,152838,112730,40976,1,1,0,105833,2523,6584,12294,3.12,20478,39366,993895,1998,20654,50199,0,22957,0,0,817,0,263.48,526433,150952094,1209,12128,13254,12558,12.5,478011,0,69426,47730,0,103225,103574,0,78965,116897,0,1,
1996,53,1,11,119200,31000,99968,57876,1,0,0,161404,4686,9410,36436,11.81,26232,49194,5263,673,24492,78510,0,34105,0,0,754,0,778.8,1048270,0,1750,15292,32948,27258,12.9,924952,0,609423,117114,1,107085,170838,1,143415,210407,0,1,
1982,25,6,7,109893,30026,1288,56873,0,1,0,96097,16996,4490,7772,6.9,7752,28959,55075,6869,18664,77552,0,19918,1,1,448,1,76.07,522559,0,44094,5805,7494,16074,24.5,265216,772,66222,43564,1,143980,242611,1,111348,171283,0,1,
1984,71,18,16,97848,216356,39002,33458,0,0,0,97429,12447,10412,11696,14.69,49888,44270,21739962,8763,25500,26722,0,16660,1,0,405,-1,59.99,525671,0,8527,8358,8647,23754,25.4,416524,219,64557,46343,0,92762,155927,0,128186,190525,0,1,
1980,21,22,8,65342,74493,6825,68625,0,0,0,105147,16540,4322,8490,32.29,3575,24464,32,9950,12442,44453,0,8350,0,0,172,0,46.65,464121,0,74985,7700,5428,8549,37.3,213198,1302,51321,33235,1,86051,159383,1,146014,212079,0,1,
1996,35,1,10,78562,24100,5656,41399,1,0,0,81392,19129,6455,15721,7.56,8804,46942,12883,13399,20277,41307,0,31546,0,0,731,1,39.28,534020,0,49288,20210,11468,8472,16.3,203498,108,171507,56711,1,117967,188550,1,157108,224260,0,1,
1996,46,3,5,62975,24400,161748,46324,0,0,0,93454,6802,7552,11749,1.52,3643,40231,159713,10004,14105,53135,0,26396,3,2,4232,0,51.5,519482,0,13122,18574,8874,15117,9.3,68660,0,228493,43207,0,83163,122989,1,115443,188144,0,0,
1982,13,12,2,61761,326416,413677,33081,1,0,0,106457,332,9178,25220,16.53,170612,47308,28662,11,29868,30916,0,12690,0,0,293,0,46936.36,516300,152053796,0,8262,14135,22691,35.8,516300,0,30226,25516,0,34611,40689,0,42401,49259,0,1,
1988,12,1,2,84313,41732,78688,40255,0,0,0,98954,1434,10182,15160,16.53,18239,37168,36417,508,20914,51097,0,19993,0,0,857,0,1035.49,526029,0,1254,6072,12175,20411,19.9,481207,0,70127,48063,0,93497,123601,0,141988,203153,0,1,
1980,52,7,2,45067,10323,361082,74353,1,0,1,121818,531,14199,12150,2.32,8779,42076,31057,30,19464,44774,0,7841,0,0,854,0,16261.07,487832,52661448,0,8413,7662,10640,24.5,487832,0,45616,29963,0,51996,58622,0,97104,109754,0,1,
1986,40,2,2,58816,29834,120243,24725,0,1,0,95876,2129,23007,12726,16.53,21622,51057,289424,309,20592,19376,0,18561,11,5,68497,0,1712.55,529178,47180824,386,7458,9493,13100,10.9,524520,0,66822,46615,1,136632,136888,0,54491,110169,0,0,
1990,61,1,14,97454,16619,19123,32174,1,0,0,94375,4832,7212,18645,0.81,27604,41284,14180844,457,20326,46726,0,19830,1,1,3583,0,1189.58,543639,0,1466,13746,7798,13377,12.8,523586,470,72676,57918,1,184639,256027,1,166223,167016,0,1,
1990,61,3,14,122771,16619,8489,30515,1,0,0,105282,7600,10180,13267,0.81,26607,39972,14180844,54726,18631,27428,0,18598,3,1,5716,1,9.96,544970,0,3420,11161,7497,13587,12.8,420324,187,79004,46446,1,174453,253330,1,134279,237297,0,1,
1982,43,8,5,224682,59373,44962,23634,0,1,0,65287,3301,6057,17902,1.61,38432,25714,2083517,161,16124,27406,0,16206,0,0,1176,0,3185.72,512901,0,0,3533,5077,10359,9.6,512683,642,83589,47448,0,151613,218913,1,1,1,0,0,
1984,12,4,2,92690,41732,69522,35407,0,0,0,96952,2656,7646,13403,16.53,34671,56859,36417,433,24593,52327,0,23704,1,1,1190,-1,1215.01,526100,0,3159,24620,9263,15567,19.9,402300,0,69635,40631,1,85660,162595,1,139295,227203,0,1,
1984,33,3,7,57527,36769,3272,32021,0,0,0,109091,3489,5619,23015,6.9,16223,30508,196386,1213,18414,60983,0,28447,0,0,383,-1,419.84,509268,0,8372,6475,13096,8260,24.5,465673,0,72445,66503,1,166891,231311,1,207819,283978,0,1,
1982,24,19,3,107084,62434,7783,31648,0,1,0,77695,1284,6409,17180,1.17,40626,29906,14065,302,21154,67646,0,26910,0,0,229,0,1705.23,514978,0,334,2343,9195,11742,27.4,504290,0,73781,57145,1,107032,184304,0,111760,189942,0,0,
1994,52,3,2,79329,52000,103564,30591,1,1,1,69912,1861,23870,25635,28.01,32730,60221,34386,213,20841,36322,0,41804,2,2,7201,0,2806.16,597712,35880141,203,15510,-1,12348,18.6,586569,0,528902,61733,0,163354,222223,0,117269,165235,0,1,
1996,13,10,2,56748,770500,353595,28272,1,1,0,98666,570,7787,26120,28.01,119163,57535,14427,16,40117,22921,0,26177,0,0,457,0,36331.94,581311,127030215,0,9631,17200,28566,35.8,581311,0,1650271,28857,0,74264,116192,0,97125,153666,0,1,
1988,61,4,14,77334,16619,3208,26686,1,0,0,111686,3470,11086,21997,0.81,20555,40771,14180844,29388,20011,32858,0,21771,0,0,566,0,18.49,543509,0,1830,9674,8138,13531,12.8,427921,0,73149,51059,1,121939,188833,1,206248,236678,0,1,
1980,49,20,13,42842,56879,50633,56441,1,0,0,114727,554,22096,12204,1.91,31611,36140,863488,93,10424,18527,0,6567,3,3,30333,0,5031.63,467942,0,0,3620,4125,7734,15.8,467738,438,41307,34436,0,51584,51584,0,84113,102685,0,1,
1986,71,17,16,77739,216356,11060,30913,0,0,0,115375,29645,6486,11287,14.69,57435,39286,21739962,10051,24768,23710,0,17820,1,1,4130,0,52.33,526003,0,24728,8032,7053,19786,25.4,368487,0,57248,43656,1,128802,177690,1,88787,147469,0,1,
1982,49,11,13,103635,152838,74438,35841,1,0,0,96894,8589,11910,9965,3.12,18789,35709,993895,11474,16992,33772,0,15602,1,1,42402,0,45.96,527323,0,19911,6807,7120,10780,12.5,363412,1708,65194,42163,0,128520,128520,0,83236,86395,0,1,
1990,48,2,5,67252,10267,180742,39409,0,0,0,102800,4812,10475,17187,1.61,10625,60042,20944,3356,16180,42375,0,18085,2,1,12715,0,155.75,522688,0,6739,33387,6550,13214,5.8,351099,460,62674,43940,1,94960,179999,1,90054,101529,0,1,
1994,71,2,16,89325,328500,8410,29098,0,0,0,94322,10952,7942,12645,99.34,25719,42759,21892142,28414,22524,24376,0,29646,1,1,3581,1,20.17,574542,0,8452,12293,-1,18987,25.4,185449,0,2856770,48240,1,167247,256556,1,137864,214860,0,1,
1992,14,7,2,85407,190400,21307,25868,0,0,0,55594,2381,8017,27112,28.01,29653,25824,94068,303,13703,46120,0,-1,0,0,656,0,1867.38,565815,23463489,230,4104,12233,9139,27,539089,0,1402128,60120,1,105868,162160,1,180648,273898,0,1,
1990,14,4,4,98238,98577,13989,53133,0,0,0,98164,4338,5379,6767,21.93,11280,27769,34405,2672,14730,61206,0,20300,0,0,150,0,192.93,515514,0,8352,7660,10347,18220,27,217716,272,70432,37953,0,124041,177699,0,74114,132583,0,1,
1984,31,4,7,86683,25468,14908,33981,0,0,0,86869,8300,7720,21466,6.9,11999,46077,1648,3627,18383,34813,0,21791,0,0,374,-1,133.85,485480,0,23689,19974,9860,11570,20.5,380110,274,61229,53621,0,118849,179972,0,136922,225639,0,1,
1988,13,8,2,130685,326416,52127,26183,1,1,0,62122,665,8690,25185,16.53,116962,41215,28662,36,26909,36833,1,21860,0,0,354,0,14324.11,515668,152053796,0,5616,17146,13837,35.8,515668,0,61332,50740,0,66605,78284,0,96045,100240,0,1,
1996,34,6,10,81634,68500,12138,45401,1,0,0,92450,13546,7286,17773,7.56,6482,32665,65401,13571,15366,45779,0,32516,0,0,775,0,41.91,568823,0,38383,10013,21197,13534,26.6,271419,0,592896,58704,0,140108,211817,0,169006,246282,0,1,
1988,21,16,7,93819,130219,24733,59859,0,0,0,103956,10770,3649,11429,6.9,14069,26641,40,4539,17401,88703,0,22143,1,0,123,1,114.35,519035,0,32971,5591,8268,16108,27.5,332838,0,64659,43526,1,92982,139069,1,128365,200796,0,1,
1980,71,17,16,30273,104277,8748,49775,1,1,0,107715,1186,6712,20321,16.92,39881,25323,19836032,384,15222,56445,0,12894,1,1,2945,0,1201.07,461211,0,456,3389,6428,10479,35.7,453848,1410,58377,33491,1,81296,149181,1,129159,182939,0,1,
